bgc,ss_nospace,sppsplit,feasible,spp,newfeas,mod,outrange
CWHms_WA,CWHms_WA/110,Ba,2,Ba,2,,FALSE
CWHms_WA,CWHms_WA/110,Bl,2,Bl,2,,FALSE
CWHms_WA,CWHms_WA/110,Bp,5,Bp,5,,FALSE
CWHms_WA,CWHms_WA/110,Cw,1,Cw,1,,FALSE
CWHms_WA,CWHms_WA/110,Hw,1,Hw,1,,FALSE
CWHms_WA,CWHms_WA/110,Sxl,5,Ss,5,,FALSE
CWHms_WA,CWHms_WA/111,Ba,2,Ba,2,,FALSE
CWHms_WA,CWHms_WA/111,Bl,2,Bl,2,,FALSE
CWHms_WA,CWHms_WA/111,Cw,1,Cw,1,,FALSE
CWHms_WA,CWHms_WA/111,Hw,1,Hw,1,,FALSE
CWHms_WA,CWHms_WA/112,Act,2,Ac,2,,FALSE
CWHms_WA,CWHms_WA/112,Ba,2,Ba,2,,FALSE
CWHms_WA,CWHms_WA/112,Bg,2,Bg,2,,FALSE
CWHms_WA,CWHms_WA/112,Bl,3,Bl,3,,FALSE
CWHms_WA,CWHms_WA/112,Bp,3,Bp,3,,FALSE
CWHms_WA,CWHms_WA/112,Cw,1,Cw,1,,FALSE
CWHms_WA,CWHms_WA/112,Hw,2,Hw,2,,FALSE
CWHms_WA,CWHms_WA/112,Pw,3,Pw,3,,FALSE
CWHms_WA,CWHms_WA/112,Sxl,2,Ss,2,,FALSE
CWHms1,CWHms1/02,Plc,2,Pl,3,WHM,FALSE
CWHms1,CWHms1/06,Pw,2,Pw,3,SAS-HAK,FALSE
CWHms1,CWHms1/06,Bp,4,Bp,4,D6,FALSE
CWHms1,CWHms1/06,Dr,2,Dr,2,D6,FALSE
CWHms1,CWHms1/06,Ep,3,Ep,3,D6,FALSE
CWHms1,CWHms1/06,Ss,4,Ss,4,D6,FALSE
CWHms1,CWHms1/06,Sxl,4,Ss,4,D6,FALSE
CWHms1,CWHms1/03,Lw,3,Lw,3,WHM,TRUE
CWHms1,CWHms1/04,Lw,3,Lw,3,WHM,TRUE
CWHms1,CWHms1/01,Fdc,1,Fd,1,SAS-HAK,FALSE
CWHms1,CWHms1/02,Fdc,2,Fd,3,WHM,FALSE
CWHms1,CWHms1/03,Fdc,1,Fd,1,SAS-HAK,FALSE
CWHms1,CWHms1/04,Fdc,1,Fd,1,SAS-HAK,FALSE
CWHms1,CWHms1/06,Fdc,2,Fd,2,SAS-HAK,FALSE
CWHms1,CWHms1/07,Fdc,2,Fd,2,SAS-HAK,FALSE
CWHms1,CWHms1/02,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms1,CWHms1/06,Act,2,Ac,2,SAS-HAK,FALSE
CWHms1,CWHms1/01,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms1,CWHms1/01,Hw,2,Hw,2,SAS-HAK,FALSE
CWHms1,CWHms1/03,Cw,3,Cw,3,SAS-HAK,FALSE
CWHms1,CWHms1/03,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms1,CWHms1/04,Bg,3,Bg,3,SAS-HAK,FALSE
CWHms1,CWHms1/04,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms1,CWHms1/04,Hw,2,Hw,2,SAS-HAK,FALSE
CWHms1,CWHms1/04,Pw,2,Pw,2,SAS-HAK,FALSE
CWHms1,CWHms1/05,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms1,CWHms1/05,Hw,1,Hw,1,SAS-HAK,FALSE
CWHms1,CWHms1/06,Bg,2,Bg,2,SAS-HAK,FALSE
CWHms1,CWHms1/06,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms1,CWHms1/06,Hw,1,Hw,1,SAS-HAK,FALSE
CWHms1,CWHms1/07,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms1,CWHms1/07,Hw,2,Hw,2,SAS-HAK,FALSE
CWHms1,CWHms1/08,Cw,3,Cw,3,SAS-HAK,FALSE
CWHms1,CWHms1/08,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms1,CWHms1/10,Cw,3,Cw,3,SAS-HAK,FALSE
CWHms1,CWHms1/10,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms1,CWHms1/11,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms1,CWHms1/11,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms1,CWHms1/11,Pw,3,Pw,3,SAS-HAK,FALSE
CWHms1,CWHms1/01,Act,3,Ac,3,SAS-HAK,FALSE
CWHms1,CWHms1/01,Ba,2,Ba,2,SAS-HAK,FALSE
CWHms1,CWHms1/01,Yc,3,Yc,3,SAS-HAK,FALSE
CWHms1,CWHms1/03,Act,3,Ac,3,SAS-HAK,FALSE
CWHms1,CWHms1/03,Ba,3,Ba,3,SAS-HAK,FALSE
CWHms1,CWHms1/04,Act,2,Ac,2,SAS-HAK,FALSE
CWHms1,CWHms1/04,Ba,2,Ba,2,SAS-HAK,FALSE
CWHms1,CWHms1/05,Act,3,Ac,3,SAS-HAK,FALSE
CWHms1,CWHms1/08,Act,1,Ac,1,SAS-HAK,FALSE
CWHms1,CWHms1/10,Plc,2,Pl,2,SAS-HAK,FALSE
CWHms1,CWHms1/11,Act,3,Ac,3,SAS-HAK,FALSE
CWHms1,CWHms1/02,Ep,3,Ep,3,WHM,FALSE
CWHms1,CWHms1/01,Mb,5,Mb,5,Coast,FALSE
CWHms1,CWHms1/03,Mb,5,Mb,5,Coast,FALSE
CWHms1,CWHms1/04,Mb,3,Mb,3,Coast,FALSE
CWHms1,CWHms1/05,Mb,5,Mb,5,Coast,FALSE
CWHms1,CWHms1/06,Mb,3,Mb,3,Coast,FALSE
CWHms1,CWHms1/07,Mb,3,Mb,3,Coast,FALSE
CWHms1,CWHms1/08,Mb,3,Mb,3,Coast,FALSE
CWHms1,CWHms1/09,Mb,3,Mb,3,Coast,FALSE
CWHms1,CWHms1/11,Mb,5,Mb,5,Coast,FALSE
CWHms1,CWHms1/01,Bp,4,Bp,4,C4,FALSE
CWHms1,CWHms1/01,Dr,3,Dr,3,C4,FALSE
CWHms1,CWHms1/01,Ep,3,Ep,3,C4,FALSE
CWHms1,CWHms1/01,Ss,4,Ss,4,C4,FALSE
CWHms1,CWHms1/01,Sxl,4,Ss,4,C4,FALSE
CWHms1,CWHms1/03,Dr,3,Dr,3,B2,FALSE
CWHms1,CWHms1/03,Ep,3,Ep,3,B2,FALSE
CWHms1,CWHms1/03,Ss,4,Ss,4,B2,FALSE
CWHms1,CWHms1/03,Sxl,4,Ss,4,B2,FALSE
CWHms1,CWHms1/04,Bp,4,Bp,4,,FALSE
CWHms1,CWHms1/04,Dr,3,Dr,3,,FALSE
CWHms1,CWHms1/04,Ep,3,Ep,3,,FALSE
CWHms1,CWHms1/04,Ss,4,Ss,4,,FALSE
CWHms1,CWHms1/04,Sxl,4,Ss,4,,FALSE
CWHms1,CWHms1/05,Dr,3,Dr,3,,FALSE
CWHms1,CWHms1/05,Ep,3,Ep,3,,FALSE
CWHms1,CWHms1/07,Dr,2,Dr,2,,FALSE
CWHms1,CWHms1/07,Ep,3,Ep,3,,FALSE
CWHms1,CWHms1/08,Dr,2,Dr,2,,FALSE
CWHms1,CWHms1/08,Ep,3,Ep,3,,FALSE
CWHms1,CWHms1/09,Dr,3,Dr,3,,FALSE
CWHms1,CWHms1/09,Ep,3,Ep,3,,FALSE
CWHms1,CWHms1/11,Dr,3,Dr,3,,FALSE
CWHms1,CWHms1/11,Ep,3,Ep,3,,FALSE
CWHms1,CWHms1/06,Ba,2,Ba,1,SAS-HAK,FALSE
CWHms1,CWHms1/06,Yc,2,Yc,3,SAS-HAK,FALSE
CWHms1,CWHms1/03,Ba,3,Ba,2,SAS-HAK,FALSE
CWHms1,CWHms1/01,Sxw,,Sx,5,SAS-HAK,FALSE
CWHms1,CWHms1/03,Plc,,Pl,3,SAS-HAK,FALSE
CWHms1,CWHms1/03,Sxw,,Sx,5,SAS-HAK,FALSE
CWHms1,CWHms1/04,Sxw,,Sx,3,SAS-HAK,FALSE
CWHms1,CWHms1/04,Yc,2,Yc,3,SAS-HAK,FALSE
CWHms1,CWHms1/05,Ba,2,Ba,1,SAS-HAK,FALSE
CWHms1,CWHms1/05,Yc,2,Yc,3,SAS-HAK,FALSE
CWHms1,CWHms1/06,Sxw,,Sx,3,SAS-HAK,FALSE
CWHms1,CWHms1/07,Act,2,Ac,1,SAS-HAK,FALSE
CWHms1,CWHms1/07,Ba,1,Ba,2,SAS-HAK,FALSE
CWHms1,CWHms1/07,Ss,4,Ss,1,SAS-HAK,FALSE
CWHms1,CWHms1/07,Sxl,4,Ss,1,SAS-HAK,FALSE
CWHms1,CWHms1/07,Sxw,,Sx,2,SAS-HAK,FALSE
CWHms1,CWHms1/08,Ba,2,Ba,3,SAS-HAK,FALSE
CWHms1,CWHms1/08,Sxs,,Ss,3,SAS-HAK,FALSE
CWHms1,CWHms1/09,Act,1,Ac,2,SAS-HAK,FALSE
CWHms1,CWHms1/09,Sxs,,Ss,3,SAS-HAK,FALSE
CWHms1,CWHms1/11,Ba,,Ba,2,SAS-HAK,FALSE
CWHms1,CWHms1/11,Ba,,Ba,2,SAS-HAK,FALSE
CWHms1,CWHms1/11,Ss,4,Ss,3,SAS-HAK,FALSE
CWHms1,CWHms1/11,Sxl,4,Ss,3,SAS-HAK,FALSE
CWHms1,CWHms1/11,Sxw,,Sx,3,SAS-HAK,FALSE
CWHms1,CWHms1/11,Yc,2,Yc,3,SAS-HAK,FALSE
CWHms2,CWHms2/02,Plc,2,Pl,3,WHM,FALSE
CWHms2,CWHms2/06,Dr,2,Dr,2,D6,FALSE
CWHms2,CWHms2/06,Ep,3,Ep,3,D6,FALSE
CWHms2,CWHms2/01,Fdc,2,Fd,2,SAS-HAK,FALSE
CWHms2,CWHms2/02,Fdc,2,Fd,3,WHM,FALSE
CWHms2,CWHms2/03,Fdc,2,Fd,2,SAS-HAK,FALSE
CWHms2,CWHms2/04,Fdc,2,Fd,2,SAS-HAK,FALSE
CWHms2,CWHms2/06,Fdc,3,Fd,3,SAS-HAK,FALSE
CWHms2,CWHms2/06,Act,2,Ac,2,SAS-HAK,FALSE
CWHms2,CWHms2/06,Ss,2,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/06,Sxl,2,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/01,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms2,CWHms2/01,Hw,1,Hw,1,SAS-HAK,FALSE
CWHms2,CWHms2/03,Cw,3,Cw,3,SAS-HAK,FALSE
CWHms2,CWHms2/03,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms2,CWHms2/04,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms2,CWHms2/04,Hw,1,Hw,1,SAS-HAK,FALSE
CWHms2,CWHms2/05,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms2,CWHms2/05,Hw,1,Hw,1,SAS-HAK,FALSE
CWHms2,CWHms2/06,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms2,CWHms2/06,Hw,1,Hw,1,SAS-HAK,FALSE
CWHms2,CWHms2/07,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms2,CWHms2/08,Cw,3,Cw,3,SAS-HAK,FALSE
CWHms2,CWHms2/10,Cw,3,Cw,3,SAS-HAK,FALSE
CWHms2,CWHms2/10,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms2,CWHms2/11,Cw,2,Cw,2,SAS-HAK,FALSE
CWHms2,CWHms2/11,Hw,3,Hw,3,SAS-HAK,FALSE
CWHms2,CWHms2/01,Act,3,Ac,3,SAS-HAK,FALSE
CWHms2,CWHms2/01,Ba,2,Ba,2,SAS-HAK,FALSE
CWHms2,CWHms2/03,Act,3,Ac,3,SAS-HAK,FALSE
CWHms2,CWHms2/04,Act,2,Ac,2,SAS-HAK,FALSE
CWHms2,CWHms2/05,Act,3,Ac,3,SAS-HAK,FALSE
CWHms2,CWHms2/05,Ss,2,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/05,Sxl,2,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/07,Act,1,Ac,1,SAS-HAK,FALSE
CWHms2,CWHms2/07,Ss,2,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/07,Sxl,2,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/08,Act,1,Ac,1,SAS-HAK,FALSE
CWHms2,CWHms2/10,Plc,2,Pl,2,SAS-HAK,FALSE
CWHms2,CWHms2/11,Act,3,Ac,3,SAS-HAK,FALSE
CWHms2,CWHms2/11,Ss,3,Ss,3,SAS-HAK,FALSE
CWHms2,CWHms2/11,Sxl,3,Ss,3,SAS-HAK,FALSE
CWHms2,CWHms2/02,Ep,3,Ep,3,WHM,FALSE
CWHms2,CWHms2/01,Mb,5,Mb,5,Coast,FALSE
CWHms2,CWHms2/03,Mb,5,Mb,5,Coast,FALSE
CWHms2,CWHms2/04,Mb,3,Mb,3,Coast,FALSE
CWHms2,CWHms2/05,Mb,5,Mb,5,Coast,FALSE
CWHms2,CWHms2/06,Mb,3,Mb,3,Coast,FALSE
CWHms2,CWHms2/07,Mb,3,Mb,3,Coast,FALSE
CWHms2,CWHms2/08,Mb,3,Mb,3,Coast,FALSE
CWHms2,CWHms2/09,Mb,3,Mb,3,Coast,FALSE
CWHms2,CWHms2/11,Mb,5,Mb,5,Coast,FALSE
CWHms2,CWHms2/01,Dr,3,Dr,3,C4,FALSE
CWHms2,CWHms2/01,Ep,3,Ep,3,C4,FALSE
CWHms2,CWHms2/03,Dr,3,Dr,3,B2,FALSE
CWHms2,CWHms2/03,Ep,3,Ep,3,B2,FALSE
CWHms2,CWHms2/04,Dr,2,Dr,2,,FALSE
CWHms2,CWHms2/04,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/05,Bl,3,Bl,3,,FALSE
CWHms2,CWHms2/05,Dr,2,Dr,2,,FALSE
CWHms2,CWHms2/05,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/07,Dr,1,Dr,1,,FALSE
CWHms2,CWHms2/07,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/08,Dr,1,Dr,1,,FALSE
CWHms2,CWHms2/08,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/09,Dr,1,Dr,1,,FALSE
CWHms2,CWHms2/09,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/10,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/11,Dr,3,Dr,3,,FALSE
CWHms2,CWHms2/11,Ep,3,Ep,3,,FALSE
CWHms2,CWHms2/06,Ba,2,Ba,1,SAS-HAK,FALSE
CWHms2,CWHms2/03,Plc,2,Pl,3,SAS-HAK,FALSE
CWHms2,CWHms2/03,Sxw,,Sx,3,SAS-HAK,FALSE
CWHms2,CWHms2/04,Ba,2,Ba,1,SAS-HAK,FALSE
CWHms2,CWHms2/04,Ss,3,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/04,Sxl,3,Ss,2,SAS-HAK,FALSE
CWHms2,CWHms2/04,Sxw,,Sx,3,SAS-HAK,FALSE
CWHms2,CWHms2/05,Ba,2,Ba,1,SAS-HAK,FALSE
CWHms2,CWHms2/06,Sxw,,Sx,3,SAS-HAK,FALSE
CWHms2,CWHms2/07,Ba,1,Ba,2,SAS-HAK,FALSE
CWHms2,CWHms2/07,Sxw,,Sx,2,SAS-HAK,FALSE
CWHms2,CWHms2/08,Ba,2,Ba,3,SAS-HAK,FALSE
CWHms2,CWHms2/08,Sxs,,Ss,3,SAS-HAK,FALSE
CWHms2,CWHms2/09,Act,1,Ac,2,SAS-HAK,FALSE
CWHms2,CWHms2/09,Sxs,,Ss,3,SAS-HAK,FALSE
CWHms2,CWHms2/11,Sxw,,Sx,3,SAS-HAK,FALSE
CWHvh_WA,CWHvh_WA/113,Cw,2,Cw,2,D6,FALSE
CWHvh_WA,CWHvh_WA/113,Dr,2,Dr,2,D6,FALSE
CWHvh_WA,CWHvh_WA/113,Hw,1,Hw,1,D6,FALSE
CWHvh_WA,CWHvh_WA/113,Ss,1,Ss,1,D6,FALSE
CWHvh_WA,CWHvh_WA/113,Up,3,Up,3,D6,FALSE
CWHvh_WA,CWHvh_WA/101,Fdc,2,Fd,2,C4,FALSE
CWHvh_WA,CWHvh_WA/102,Fdc,5,Fd,5,,FALSE
CWHvh_WA,CWHvh_WA/103,Fdc,2,Fd,2,B2,FALSE
CWHvh_WA,CWHvh_WA/110,Fdc,5,Fd,5,,FALSE
CWHvh_WA,CWHvh_WA/101,Cw,1,Cw,1,C4,FALSE
CWHvh_WA,CWHvh_WA/101,Dr,2,Dr,2,C4,FALSE
CWHvh_WA,CWHvh_WA/101,Hw,1,Hw,1,C4,FALSE
CWHvh_WA,CWHvh_WA/101,Ss,2,Ss,2,C4,FALSE
CWHvh_WA,CWHvh_WA/101,Up,3,Up,3,C4,FALSE
CWHvh_WA,CWHvh_WA/103,Cw,1,Cw,1,B2,FALSE
CWHvh_WA,CWHvh_WA/103,Dr,3,Dr,3,B2,FALSE
CWHvh_WA,CWHvh_WA/103,Hw,1,Hw,1,B2,FALSE
CWHvh_WA,CWHvh_WA/103,Ss,2,Ss,2,B2,FALSE
CWHvh_WA,CWHvh_WA/103,Up,3,Up,3,B2,FALSE
CWHvh_WA,CWHvh_WA/102,Cw,3,Cw,3,,FALSE
CWHvh_WA,CWHvh_WA/102,Dr,3,Dr,3,,FALSE
CWHvh_WA,CWHvh_WA/102,Hw,3,Hw,3,,FALSE
CWHvh_WA,CWHvh_WA/102,Plc,2,Pl,2,,FALSE
CWHvh_WA,CWHvh_WA/102,Ss,5,Ss,5,,FALSE
CWHvh_WA,CWHvh_WA/102,Up,5,Up,5,,FALSE
CWHvh_WA,CWHvh_WA/110,Cw,1,Cw,1,,FALSE
CWHvh_WA,CWHvh_WA/110,Dr,2,Dr,2,,FALSE
CWHvh_WA,CWHvh_WA/110,Hw,1,Hw,1,,FALSE
CWHvh_WA,CWHvh_WA/110,Ss,5,Ss,5,,FALSE
CWHvh_WA,CWHvh_WA/111,Cw,1,Cw,1,,FALSE
CWHvh_WA,CWHvh_WA/111,Dr,2,Dr,2,,FALSE
CWHvh_WA,CWHvh_WA/111,Hw,1,Hw,1,,FALSE
CWHvh_WA,CWHvh_WA/111,Ss,5,Ss,5,,FALSE
CWHvh_WA,CWHvh_WA/112,Cw,2,Cw,2,,FALSE
CWHvh_WA,CWHvh_WA/112,Dr,2,Dr,2,,FALSE
CWHvh_WA,CWHvh_WA/112,Hw,1,Hw,1,,FALSE
CWHvh_WA,CWHvh_WA/112,Ss,1,Ss,1,,FALSE
CWHvh_WA,CWHvh_WA/112,Up,3,Up,3,,FALSE
CWHvh1,CWHvh1/02,Yc,3,Yc,3,Coast,FALSE
CWHvh1,CWHvh1/01,Yc,2,Yc,2,Coast,FALSE
CWHvh1,CWHvh1/14,Plc,2,Pl,2,Coast,FALSE
CWHvh1,CWHvh1/16,Plc,2,Pl,2,Coast,FALSE
CWHvh1,CWHvh1/02,Plc,2,Pl,2,WHM,FALSE
CWHvh1,CWHvh1/04,Ss,3,Ss,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/04,Yc,3,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/05,Ba,1,Ba,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/08,Ba,1,Ba,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/14,Ss,1,Ss,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/16,Ss,1,Ss,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/18,Ss,1,Ss,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/01,Ba,2,Ba,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/01,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/01,Hw,1,Hw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/01,Ss,3,Ss,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/02,Cw,3,Cw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/02,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/03,Cw,2,Cw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/03,Hw,1,Hw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/03,Yc,2,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/04,Ba,2,Ba,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/04,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/04,Hw,1,Hw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/05,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/05,Hw,1,Hw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/05,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/05,Yc,2,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/06,Ba,1,Ba,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/06,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/06,Hw,1,Hw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/06,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/06,Yc,2,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/07,Ba,1,Ba,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/07,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/07,Hw,2,Hw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/07,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/08,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/08,Hw,2,Hw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/08,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/09,Ba,2,Ba,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/09,Cw,2,Cw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/09,Hw,2,Hw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/09,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/11,Cw,2,Cw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/11,Hw,2,Hw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/11,Plc,2,Pl,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/11,Yc,2,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/12,Cw,3,Cw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/12,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/12,Plc,1,Pl,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/12,Yc,2,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/13,Cw,1,Cw,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/13,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/13,Plc,3,Pl,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/13,Ss,2,Ss,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/13,Yc,2,Yc,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/14,Cw,3,Cw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/14,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/15,Cw,3,Cw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/15,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/15,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/16,Cw,3,Cw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/16,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/17,Cw,2,Cw,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/17,Hw,3,Hw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/17,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh1,CWHvh1/18,Cw,3,Cw,3,SAS-HAK,FALSE
CWHvh1,CWHvh1/01,Plc,2,Pl,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/03,Plc,2,Pl,2,SAS-HAK,FALSE
CWHvh1,CWHvh1/01,Dr,3,Dr,3,Coast,FALSE
CWHvh1,CWHvh1/02,Dr,5,Dr,5,Coast,FALSE
CWHvh1,CWHvh1/03,Dr,3,Dr,3,Coast,FALSE
CWHvh1,CWHvh1/04,Dr,3,Dr,3,Coast,FALSE
CWHvh1,CWHvh1/05,Dr,2,Dr,2,Coast,FALSE
CWHvh1,CWHvh1/05,Mb,5,Mb,5,Coast,FALSE
CWHvh1,CWHvh1/06,Dr,2,Dr,2,Coast,FALSE
CWHvh1,CWHvh1/06,Mb,5,Mb,5,Coast,FALSE
CWHvh1,CWHvh1/07,Dr,2,Dr,2,Coast,FALSE
CWHvh1,CWHvh1/07,Mb,5,Mb,5,Coast,FALSE
CWHvh1,CWHvh1/07,Yc,3,Yc,3,Coast,FALSE
CWHvh1,CWHvh1/08,Dr,1,Dr,1,Coast,FALSE
CWHvh1,CWHvh1/08,Mb,3,Mb,3,Coast,FALSE
CWHvh1,CWHvh1/09,Dr,1,Dr,1,Coast,FALSE
CWHvh1,CWHvh1/09,Mb,3,Mb,3,Coast,FALSE
CWHvh1,CWHvh1/10,Dr,1,Dr,1,Coast,FALSE
CWHvh1,CWHvh1/10,Mb,5,Mb,5,Coast,FALSE
CWHvh1,CWHvh1/11,Dr,3,Dr,3,Coast,FALSE
CWHvh1,CWHvh1/11,Ss,3,Ss,3,Coast,FALSE
CWHvh1,CWHvh1/13,Dr,2,Dr,2,Coast,FALSE
CWHvh1,CWHvh1/13,Mb,5,Mb,5,Coast,FALSE
CWHvh1,CWHvh1/14,Dr,3,Dr,3,Coast,FALSE
CWHvh1,CWHvh1/15,Dr,3,Dr,3,Coast,FALSE
CWHvh1,CWHvh1/15,Plc,3,Pl,3,Coast,FALSE
CWHvh1,CWHvh1/16,Dr,2,Dr,2,Coast,FALSE
CWHvh1,CWHvh1/17,Dr,2,Dr,2,Coast,FALSE
CWHvh1,CWHvh1/01,Mb,5,Mb,5,C4,FALSE
CWHvh1,CWHvh1/03,Mb,5,Mb,5,B2,FALSE
CWHvh1,CWHvh1/04,Mb,5,Mb,5,,FALSE
CWHvh1,CWHvh1/11,Ba,,Ba,1,SAS-HAK,FALSE
CWHvh2,CWHvh2/02,Cw,2,Cw,3,Coast,FALSE
CWHvh2,CWHvh2/02,Yc,2,Yc,3,WHM,FALSE
CWHvh2,CWHvh2/02,Plc,2,Pl,2,WHM,FALSE
CWHvh2,CWHvh2/03,Yc,3,Yc,2,WHM,FALSE
CWHvh2,CWHvh2/07,Dr,2,Dr,2,D6,FALSE
CWHvh2,CWHvh2/07a,Ba,1,Ba,1,D6,FALSE
CWHvh2,CWHvh2/07a,Dr,2,Dr,2,D6,FALSE
CWHvh2,CWHvh2/07a,Ss,1,Ss,1,D6,FALSE
CWHvh2,CWHvh2/07a,Yc,3,Yc,3,D6,FALSE
CWHvh2,CWHvh2/07b,Ba,1,Ba,1,D6,FALSE
CWHvh2,CWHvh2/07b,Dr,2,Dr,2,D6,FALSE
CWHvh2,CWHvh2/07b,Ss,1,Ss,1,D6,FALSE
CWHvh2,CWHvh2/07b,Yc,3,Yc,3,D6,FALSE
CWHvh2,CWHvh2/07,Ba,1,Ba,1,SAS-HAK,FALSE
CWHvh2,CWHvh2/07,Ss,1,Ss,1,SAS-HAK,FALSE
CWHvh2,CWHvh2/07,Yc,3,Yc,3,SAS-HAK,FALSE
