BGC,SS_NoSpace,SppVar,Feasible,Confirmed
JPWwm_CO,JPWwm_CO/110,Qa,2,
JPWwm_CO,JPWwm_CO/111,At,3,
JPWwm_CO,JPWwm_CO/111,Bc,2,
JPWwm_CO,JPWwm_CO/111,Fdi,1,
JPWwm_CO,JPWwm_CO/111,Pyi,1,
JPWwm_CO,JPWwm_CO/111,Qa,3,
JPWwm_CO,JPWwm_CO/113,Aa,1,D6
JPWwm_CO,JPWwm_CO/113,At,1,D6
JPWwm_CO,JPWwm_CO/113,Bc,3,D6
JPWwm_CO,JPWwm_CO/113,Fdi,2,D6
JPWwm_CO,JPWwm_CO/Gg,Jo,3,
JPWwm_CO,JPWwm_CO/Gg,Jr,3,
JPWwm_CO,JPWwm_CO/Gg,Pe,3,
JPWwm_CO,JPWwm_CO/Ro,X,1,
JPWxh_CA,JPWxh_CA/101,Jc,1,
JPWxh_CA,JPWxh_CA/101,Pn,1,
JPWxh_CA,JPWxh_CA/101,Qc,2,
JPWxh_CA,JPWxh_CA/101,Qd,2,
JPWxh_CA,JPWxh_CA/101,Qz,2,
JPWxh_CA,JPWxh_CA/103,Jc,2,
JPWxh_CA,JPWxh_CA/103,Qc,1,
JPWxh_CA,JPWxh_CA/103,Qd,3,
JPWxh_CA,JPWxh_CA/103,Qz,1,
JPWxh_CA,JPWxh_CA/110,Pc,1,
JPWxh_CA,JPWxh_CA/110,Qc,2,
JPWxh_CA,JPWxh_CA/110,Qd,3,
JPWxh_CA,JPWxh_CA/110,Qz,3,
JPWxh_CA,JPWxh_CA/111,Pc,1,
JPWxh_CA,JPWxh_CA/111,Pz,1,
JPWxh_CA,JPWxh_CA/111,Qd,3,
JPWxh_CA,JPWxh_CA/111,Qz,3,
JPWxh_CA,JPWxh_CA/Gg,X,1,
JPWxh_CA,JPWxh_CA/Ro,X,1,
JPWxw_NV,JPWxw_NV/101,Ju,1,C4
JPWxw_NV,JPWxw_NV/101,Om,3,C4
JPWxw_NV,JPWxw_NV/101,Pe,3,C4
JPWxw_NV,JPWxw_NV/101,Pn,1,C4
JPWxw_NV,JPWxw_NV/103,Ju,3,B2
JPWxw_NV,JPWxw_NV/103,Om,1,B2
JPWxw_NV,JPWxw_NV/103,Pn,3,B2
JPWxw_NV,JPWxw_NV/110,Bc,2,
JPWxw_NV,JPWxw_NV/110,Ju,1,
JPWxw_NV,JPWxw_NV/110,Om,3,
JPWxw_NV,JPWxw_NV/110,Pn,2,
JPWxw_NV,JPWxw_NV/110,Ps,3,
JPWxw_NV,JPWxw_NV/110,Pyi,3,
JPWxw_NV,JPWxw_NV/110,Qa,3,
JPWxw_NV,JPWxw_NV/111,Bc,3,
JPWxw_NV,JPWxw_NV/111,Ju,3,
JPWxw_NV,JPWxw_NV/111,Om,3,
JPWxw_NV,JPWxw_NV/111,Pn,3,
JPWxw_NV,JPWxw_NV/111,Pyi,1,
JPWxw_NV,JPWxw_NV/111,Qa,3,
JPWxw_NV,JPWxw_NV/113,Act,5,D6
JPWxw_NV,JPWxw_NV/113,Bc,3,D6
JPWxw_NV,JPWxw_NV/113,Pyi,5,D6
JPWxw_NV,JPWxw_NV/113,Qa,3,D6
JPWxw_NV,JPWxw_NV/Gg,X,1,
JPWxw_NV,JPWxw_NV/Ro,X,1,
MDCHun_NV,MDCHun_NV/110,Ju,1,D6
MDCHun_NV,MDCHun_NV/110,Pn,1,D6
MDCHun_NV,MDCHun_NV/Gs,X,1,
MDCHun_NV,MDCHun_NV/Ro,X,1,
MGPdm,MGPdm/00,X,1,C4
MGPmg,MGPmg/00,X,1,C4
MGPmw_MT,MGPmw_MT/110,Jr,1,
MGPmw_MT,MGPmw_MT/110,Pyi,1,
MGPmw_MT,MGPmw_MT/111,Adm,2,D6
MGPmw_MT,MGPmw_MT/111,Jr,1,D6
MGPmw_MT,MGPmw_MT/111,Pyi,5,D6
MGPmw_MT,MGPmw_MT/Gg,X,1,C4
MGPmw_MT,MGPmw_MT/Ro,X,1,
MHdm_OR,MHdm_OR/101,Ba,1,C4
MHdm_OR,MHdm_OR/101,Bg,5,C4
MHdm_OR,MHdm_OR/101,Bl,2,C4
MHdm_OR,MHdm_OR/101,Bp,2,C4
MHdm_OR,MHdm_OR/101,Fdc,3,C4
MHdm_OR,MHdm_OR/101,Hm,1,C4
MHdm_OR,MHdm_OR/101,Hw,3,C4
MHdm_OR,MHdm_OR/101,Plc,3,C4
MHdm_OR,MHdm_OR/101,Pw,2,C4
MHdm_OR,MHdm_OR/102,Ba,2,
MHdm_OR,MHdm_OR/102,Bl,5,
MHdm_OR,MHdm_OR/102,Fdc,3,
MHdm_OR,MHdm_OR/102,Hm,1,
MHdm_OR,MHdm_OR/102,Plc,3,
MHdm_OR,MHdm_OR/102,Pw,2,
MHdm_OR,MHdm_OR/103,Ba,1,B2
MHdm_OR,MHdm_OR/103,Bl,3,B2
MHdm_OR,MHdm_OR/103,Fdc,3,B2
MHdm_OR,MHdm_OR/103,Hm,1,B2
MHdm_OR,MHdm_OR/103,Plc,3,B2
MHdm_OR,MHdm_OR/103,Pw,2,B2
MHdm_OR,MHdm_OR/110,Ba,2,
MHdm_OR,MHdm_OR/110,Bl,2,
MHdm_OR,MHdm_OR/110,Bp,5,
MHdm_OR,MHdm_OR/110,Fdc,5,
MHdm_OR,MHdm_OR/110,Hm,1,
MHdm_OR,MHdm_OR/110,Hw,3,
MHdm_OR,MHdm_OR/110,Sxl,5,
MHdm_OR,MHdm_OR/110,Yc,3,
MHdm_OR,MHdm_OR/111,Ba,2,
MHdm_OR,MHdm_OR/111,Bl,2,
MHdm_OR,MHdm_OR/111,Hm,1,
MHdm_OR,MHdm_OR/111,Hw,3,
MHdm_OR,MHdm_OR/111,Yc,2,
MHdm_OR,MHdm_OR/112,Ba,1,
MHdm_OR,MHdm_OR/112,Bg,5,
MHdm_OR,MHdm_OR/112,Bl,2,
MHdm_OR,MHdm_OR/112,Bp,2,
MHdm_OR,MHdm_OR/112,Hm,2,
MHdm_OR,MHdm_OR/112,Hw,3,
MHdm_OR,MHdm_OR/112,Sxl,2,
MHdm_OR,MHdm_OR/112,Yc,3,
MHdm_OR,MHdm_OR/113,Ba,1,D6
MHdm_OR,MHdm_OR/113,Bl,2,D6
MHdm_OR,MHdm_OR/113,Bp,2,D6
MHdm_OR,MHdm_OR/113,Hm,2,D6
MHdm_OR,MHdm_OR/113,Hw,3,D6
MHdm_OR,MHdm_OR/113,Sxl,2,D6
MHdm_OR,MHdm_OR/113,Yc,2,D6
MHdm_OR,MHdm_OR/Ro,X,1,
MHdmp_OR,MHdmp_OR/00,X,1,
MHds_OR,MHds_OR/101,Ba,1,C4
MHds_OR,MHds_OR/101,Bc,3,C4
MHds_OR,MHds_OR/101,Bl,2,C4
MHds_OR,MHds_OR/101,Bm,3,C4
MHds_OR,MHds_OR/101,Bp,5,C4
MHds_OR,MHds_OR/101,Hm,1,C4
MHds_OR,MHds_OR/101,Plc,3,C4
MHds_OR,MHds_OR/101,Pw,2,C4
MHds_OR,MHds_OR/102,Ba,3,
MHds_OR,MHds_OR/102,Bl,3,
MHds_OR,MHds_OR/102,Hm,2,
MHds_OR,MHds_OR/102,Pa,2,
MHds_OR,MHds_OR/102,Plc,2,
MHds_OR,MHds_OR/102,Pw,3,
MHds_OR,MHds_OR/103,Ba,2,B2
MHds_OR,MHds_OR/103,Bl,2,B2
MHds_OR,MHds_OR/103,Hm,1,B2
MHds_OR,MHds_OR/103,Plc,2,B2
MHds_OR,MHds_OR/103,Pw,2,B2
MHds_OR,MHds_OR/110,Ba,2,
MHds_OR,MHds_OR/110,Bl,2,
MHds_OR,MHds_OR/110,Hm,1,
MHds_OR,MHds_OR/110,Sxl,5,
MHds_OR,MHds_OR/111,Ba,2,
MHds_OR,MHds_OR/111,Bl,2,
MHds_OR,MHds_OR/111,Hm,1,
MHds_OR,MHds_OR/112,Ba,1,
MHds_OR,MHds_OR/112,Bl,2,
MHds_OR,MHds_OR/112,Hm,2,
MHds_OR,MHds_OR/112,Sxl,5,
MHds_OR,MHds_OR/113,Ba,1,D6
MHds_OR,MHds_OR/113,Bl,2,D6
MHds_OR,MHds_OR/113,Hm,2,D6
MHds_OR,MHds_OR/113,Sxl,2,D6
MHds_OR,MHds_OR/Ro,X,1,
MHds_WA,MHds_WA/101,Ba,1,
MHds_WA,MHds_WA/101,Bl,2,
MHds_WA,MHds_WA/101,Bp,3,
MHds_WA,MHds_WA/101,Hm,1,
MHds_WA,MHds_WA/101,Pw,3,
MHds_WA,MHds_WA/102,Ba,3,
MHds_WA,MHds_WA/102,Bl,3,
MHds_WA,MHds_WA/102,Hm,2,
MHds_WA,MHds_WA/102,Pa,2,
MHds_WA,MHds_WA/102,Plc,3,
MHds_WA,MHds_WA/103,Ba,2,
MHds_WA,MHds_WA/103,Bl,2,
MHds_WA,MHds_WA/103,Hm,1,
MHds_WA,MHds_WA/103,Pa,3,
MHds_WA,MHds_WA/103,Plc,3,
MHds_WA,MHds_WA/110,Ba,2,
MHds_WA,MHds_WA/110,Bl,2,
MHds_WA,MHds_WA/110,Hm,1,
MHds_WA,MHds_WA/111,Ba,2,
MHds_WA,MHds_WA/111,Bl,2,
MHds_WA,MHds_WA/111,Hm,1,
MHds_WA,MHds_WA/112,Ba,1,
MHds_WA,MHds_WA/112,Bl,2,
MHds_WA,MHds_WA/112,Hm,2,
MHds_WA,MHds_WA/112,Sxl,2,
MHds_WA,MHds_WA/113,Ba,1,
MHds_WA,MHds_WA/113,Bl,2,
MHds_WA,MHds_WA/113,Hm,2,
MHds_WA,MHds_WA/113,Sxl,2,
MHds_WA,MHds_WA/Ro,X,1,
MHmm_WA,MHmm_WA/101,Ba,1,C4
MHmm_WA,MHmm_WA/101,Bl,3,C4
MHmm_WA,MHmm_WA/101,Bp,2,C4
MHmm_WA,MHmm_WA/101,Hm,1,C4
MHmm_WA,MHmm_WA/101,Hw,3,C4
MHmm_WA,MHmm_WA/101,Pw,3,C4
MHmm_WA,MHmm_WA/101,Yc,2,C4
MHmm_WA,MHmm_WA/102,Ba,1,B2
MHmm_WA,MHmm_WA/102,Hm,1,B2
MHmm_WA,MHmm_WA/102,Yc,3,B2
MHmm_WA,MHmm_WA/110,Ba,2,
MHmm_WA,MHmm_WA/110,Bl,3,
MHmm_WA,MHmm_WA/110,Hm,1,
MHmm_WA,MHmm_WA/110,Hw,3,
MHmm_WA,MHmm_WA/110,Yc,2,
MHmm_WA,MHmm_WA/111,Ba,2,
MHmm_WA,MHmm_WA/111,Bl,3,
MHmm_WA,MHmm_WA/111,Hm,1,
MHmm_WA,MHmm_WA/111,Hw,3,
MHmm_WA,MHmm_WA/111,Yc,2,
MHmm_WA,MHmm_WA/112,Ba,1,
MHmm_WA,MHmm_WA/112,Bl,3,
MHmm_WA,MHmm_WA/112,Hm,2,
MHmm_WA,MHmm_WA/112,Hw,3,
MHmm_WA,MHmm_WA/112,Yc,2,
MHmm_WA,MHmm_WA/113,Ba,1,D6
MHmm_WA,MHmm_WA/113,Bl,3,D6
MHmm_WA,MHmm_WA/113,Hm,2,D6
MHmm_WA,MHmm_WA/113,Hw,3,D6
MHmm_WA,MHmm_WA/113,Yc,2,D6
MHmm_WA,MHmm_WA/Ro,X,1,
MHmm1,MHmm1/01,Ba,1,Coast
MHmm1,MHmm1/01,Ba,1,Coast
MHmm1,MHmm1/01,Ba,1,Coast
MHmm1,MHmm1/01,Ba,1,Coast
MHmm1,MHmm1/01,Bp,4,Coast
MHmm1,MHmm1/01,Bp,4,Coast
MHmm1,MHmm1/01,Bp,4,Coast
MHmm1,MHmm1/01,Bp,4,Coast
MHmm1,MHmm1/01,Cw,5,C4
MHmm1,MHmm1/01,Fdc,5,C4
MHmm1,MHmm1/01,Hm,1,Coast
MHmm1,MHmm1/01,Hw,3,Coast
MHmm1,MHmm1/01,Ss,3,C4
MHmm1,MHmm1/01,Yc,1,Coast
MHmm1,MHmm1/02,Ba,2,Coast
MHmm1,MHmm1/02,Hm,3,Coast
MHmm1,MHmm1/02,Ss,4,
MHmm1,MHmm1/02,Yc,2,Coast
MHmm1,MHmm1/03,Ba,1,Coast
MHmm1,MHmm1/03,Bp,4,Coast
MHmm1,MHmm1/03,Hm,1,Coast
MHmm1,MHmm1/03,Hw,3,Coast
MHmm1,MHmm1/03,Ss,4,
MHmm1,MHmm1/03,Yc,1,Coast
MHmm1,MHmm1/04,Ba,1,Coast
MHmm1,MHmm1/04,Bp,4,Coast
MHmm1,MHmm1/04,Hm,1,Coast
MHmm1,MHmm1/04,Hw,3,Coast
MHmm1,MHmm1/04,Yc,1,Coast
MHmm1,MHmm1/05,Ba,1,Coast
MHmm1,MHmm1/05,Bp,4,Coast
MHmm1,MHmm1/05,Hm,2,Coast
MHmm1,MHmm1/05,Hw,3,Coast
MHmm1,MHmm1/05,Yc,1,Coast
MHmm1,MHmm1/06,Ba,2,Coast
MHmm1,MHmm1/06,Hm,1,Coast
MHmm1,MHmm1/06,Hw,3,Coast
MHmm1,MHmm1/06,Yc,1,Coast
MHmm1,MHmm1/07,Ba,1,Coast
MHmm1,MHmm1/07,Hm,2,Coast
MHmm1,MHmm1/07,Hw,3,Coast
MHmm1,MHmm1/07,Yc,1,Coast
MHmm1,MHmm1/08,Ba,3,Coast
MHmm1,MHmm1/08,Hm,3,WHM
MHmm1,MHmm1/08,Hw,3,
MHmm1,MHmm1/08,Yc,2,Coast
MHmm1,MHmm1/09,Ba,3,Coast
MHmm1,MHmm1/09,Hm,3,WHM
MHmm1,MHmm1/09,Hw,3,
MHmm1,MHmm1/09,Yc,2,Coast
MHmm2,MHmm2/01,Ba,2,C4
MHmm2,MHmm2/01,Bl,3,C4
MHmm2,MHmm2/01,Bp,4,C4
MHmm2,MHmm2/01,Cw,5,C4
MHmm2,MHmm2/01,Fdc,5,C4
MHmm2,MHmm2/01,Hm,1,WHM
MHmm2,MHmm2/01,Hw,3,C4
MHmm2,MHmm2/01,Sxl,3,C4
MHmm2,MHmm2/01,Yc,3,WHM
MHmm2,MHmm2/02,Ba,2,
MHmm2,MHmm2/02,Bl,3,
MHmm2,MHmm2/02,Hm,2,
MHmm2,MHmm2/02,Hw,3,
MHmm2,MHmm2/02,Sxl,2,
MHmm2,MHmm2/02,Yc,3,WHM
MHmm2,MHmm2/03,Ba,2,
MHmm2,MHmm2/03,Bl,3,
MHmm2,MHmm2/03,Bp,4,
MHmm2,MHmm2/03,Hm,1,WHM
MHmm2,MHmm2/03,Hw,3,
MHmm2,MHmm2/03,Sxl,1,
MHmm2,MHmm2/03,Yc,3,WHM
MHmm2,MHmm2/04,Ba,2,
MHmm2,MHmm2/04,Bl,3,
MHmm2,MHmm2/04,Hm,1,WHM
MHmm2,MHmm2/04,Hw,3,
MHmm2,MHmm2/04,Yc,2,
MHmm2,MHmm2/05,Ba,2,WHM
MHmm2,MHmm2/05,Bl,3,
MHmm2,MHmm2/05,Bp,4,
MHmm2,MHmm2/05,Hm,2,
MHmm2,MHmm2/05,Hw,3,
MHmm2,MHmm2/05,Sxl,1,
MHmm2,MHmm2/05,Yc,2,
MHmm2,MHmm2/06,Ba,3,
MHmm2,MHmm2/06,Hm,1,WHM
MHmm2,MHmm2/06,Yc,3,WHM
MHmm2,MHmm2/07,Ba,2,D6
MHmm2,MHmm2/07,Hm,2,D6
MHmm2,MHmm2/07,Hw,3,D6
MHmm2,MHmm2/07,Sxl,1,D6
MHmm2,MHmm2/07,Yc,3,WHM
MHmm2,MHmm2/08,Ba,3,
MHmm2,MHmm2/08,Bl,5,
MHmm2,MHmm2/08,Hm,3,WHM
MHmm2,MHmm2/08,Hw,3,
MHmm2,MHmm2/08,Yc,2,
MHmm2,MHmm2/09,Ba,3,
MHmm2,MHmm2/09,Hm,3,WHM
MHmm2,MHmm2/09,Hw,3,
MHmm2,MHmm2/09,Sxl,3,
MHmm2,MHmm2/09,Yc,3,WHM
MHmmp,MHmmp/d,Hm,3,B2
MHmmp,MHmmp/h,Hm,3,D6
MHmmp,MHmmp/m,Hm,3,C4
MHmmp_WA,MHmmp_WA/00,X,1,
MHms_WA,MHms_WA/101,Ba,1,C4
MHms_WA,MHms_WA/101,Bl,2,C4
MHms_WA,MHms_WA/101,Bp,3,C4
MHms_WA,MHms_WA/101,Hm,1,C4
MHms_WA,MHms_WA/101,Hw,3,C4
MHms_WA,MHms_WA/101,Pw,2,C4
MHms_WA,MHms_WA/101,Sxl,3,C4
MHms_WA,MHms_WA/101,Yc,3,C4
MHms_WA,MHms_WA/102,Ba,3,
MHms_WA,MHms_WA/102,Bl,2,
MHms_WA,MHms_WA/102,Hm,2,
MHms_WA,MHms_WA/102,Pa,1,
MHms_WA,MHms_WA/102,Plc,3,
MHms_WA,MHms_WA/103,Ba,2,B2
MHms_WA,MHms_WA/103,Bl,2,B2
MHms_WA,MHms_WA/103,Hm,2,B2
MHms_WA,MHms_WA/103,Hw,3,B2
MHms_WA,MHms_WA/103,Plc,5,B2
MHms_WA,MHms_WA/103,Pw,2,B2
MHms_WA,MHms_WA/110,Ba,2,
MHms_WA,MHms_WA/110,Bl,2,
MHms_WA,MHms_WA/110,Hm,1,
MHms_WA,MHms_WA/110,Hw,3,
MHms_WA,MHms_WA/110,Sxl,5,
MHms_WA,MHms_WA/110,Yc,2,
MHms_WA,MHms_WA/111,Ba,2,
MHms_WA,MHms_WA/111,Bl,2,
MHms_WA,MHms_WA/111,Hm,1,
MHms_WA,MHms_WA/111,Yc,2,
MHms_WA,MHms_WA/112,Ba,1,
MHms_WA,MHms_WA/112,Bl,2,
MHms_WA,MHms_WA/112,Hm,2,
MHms_WA,MHms_WA/112,Hw,3,
MHms_WA,MHms_WA/112,Sxl,2,
MHms_WA,MHms_WA/112,Yc,2,
MHms_WA,MHms_WA/113,Ba,1,D6
MHms_WA,MHms_WA/113,Bl,2,D6
MHms_WA,MHms_WA/113,Hm,2,D6
MHms_WA,MHms_WA/113,Sxl,2,D6
MHms_WA,MHms_WA/113,Yc,2,D6
MHms_WA,MHms_WA/Ro,X,1,
MHmsp_WA,MHmsp_WA/00,X,1,
MHRFdm_OR,MHRFdm_OR/101,Bc,1,C4
MHRFdm_OR,MHRFdm_OR/101,Bm,1,C4
MHRFdm_OR,MHRFdm_OR/101,Bp,5,C4
MHRFdm_OR,MHRFdm_OR/101,Fdc,2,C4
MHRFdm_OR,MHRFdm_OR/101,Hm,2,C4
MHRFdm_OR,MHRFdm_OR/101,Oa,3,C4
MHRFdm_OR,MHRFdm_OR/101,Oy,2,C4
MHRFdm_OR,MHRFdm_OR/101,Ps,3,C4
MHRFdm_OR,MHRFdm_OR/101,Pw,2,C4
MHRFdm_OR,MHRFdm_OR/102,Bc,2,B2
MHRFdm_OR,MHRFdm_OR/102,Bm,1,B2
MHRFdm_OR,MHRFdm_OR/102,Fdc,3,B2
MHRFdm_OR,MHRFdm_OR/102,Hm,3,B2
MHRFdm_OR,MHRFdm_OR/102,Plc,2,B2
MHRFdm_OR,MHRFdm_OR/102,Pw,2,B2
MHRFdm_OR,MHRFdm_OR/102,Pyc,3,B2
MHRFdm_OR,MHRFdm_OR/110,Bc,1,D6
MHRFdm_OR,MHRFdm_OR/110,Bm,1,D6
MHRFdm_OR,MHRFdm_OR/110,Hm,3,D6
MHRFdm_OR,MHRFdm_OR/110,Oa,3,D6
MHRFdm_OR,MHRFdm_OR/110,Qc,5,D6
MHRFdm_OR,MHRFdm_OR/Ro,X,1,
MHRFdmp_OR,MHRFdmp_OR/00,X,1,
MHRFdmp_OR,MHRFdmp_OR/Ro,X,1,
MHRFds_CA,MHRFds_CA/101,Bc,2,C4
MHRFds_CA,MHRFds_CA/101,Bm,1,C4
MHRFds_CA,MHRFds_CA/101,Hm,3,C4
MHRFds_CA,MHRFds_CA/101,Plc,2,C4
MHRFds_CA,MHRFds_CA/101,Ps,2,C4
MHRFds_CA,MHRFds_CA/101,Pw,2,C4
MHRFds_CA,MHRFds_CA/102,Bc,1,B2
MHRFds_CA,MHRFds_CA/102,Bm,1,B2
MHRFds_CA,MHRFds_CA/102,Oy,5,B2
MHRFds_CA,MHRFds_CA/102,Pa,3,B2
MHRFds_CA,MHRFds_CA/102,Plc,2,B2
MHRFds_CA,MHRFds_CA/102,Ps,3,B2
MHRFds_CA,MHRFds_CA/102,Pw,2,B2
MHRFds_CA,MHRFds_CA/102,Pyc,2,B2
MHRFds_CA,MHRFds_CA/102,Pz,2,B2
MHRFds_CA,MHRFds_CA/110,Bc,3,D6
MHRFds_CA,MHRFds_CA/110,Bm,1,D6
MHRFds_CA,MHRFds_CA/110,Hm,1,D6
MHRFds_CA,MHRFds_CA/110,Oa,3,D6
MHRFds_CA,MHRFds_CA/110,Plc,2,D6
MHRFds_CA,MHRFds_CA/110,Pw,3,D6
MHRFds_CA,MHRFds_CA/Ro,X,1,
MHRFdsp_CA,MHRFdsp_CA/00,X,1,
MHRFdsp_CA,MHRFdsp_CA/Ro,X,1,
MHRFmm_OR,MHRFmm_OR/101,Bc,2,C4
MHRFmm_OR,MHRFmm_OR/101,Bm,1,C4
MHRFmm_OR,MHRFmm_OR/101,Bp,2,C4
MHRFmm_OR,MHRFmm_OR/101,Fdc,3,C4
MHRFmm_OR,MHRFmm_OR/101,Hm,1,C4
MHRFmm_OR,MHRFmm_OR/101,Oy,3,C4
MHRFmm_OR,MHRFmm_OR/101,Plc,2,C4
MHRFmm_OR,MHRFmm_OR/101,Pw,2,C4
MHRFmm_OR,MHRFmm_OR/102,Bm,2,B2
MHRFmm_OR,MHRFmm_OR/102,Fdc,3,B2
MHRFmm_OR,MHRFmm_OR/102,Hm,2,B2
MHRFmm_OR,MHRFmm_OR/102,Pa,3,B2
MHRFmm_OR,MHRFmm_OR/102,Plc,2,B2
MHRFmm_OR,MHRFmm_OR/102,Pw,2,B2
MHRFmm_OR,MHRFmm_OR/110,Ba,3,D6
MHRFmm_OR,MHRFmm_OR/110,Bc,1,D6
MHRFmm_OR,MHRFmm_OR/110,Bm,1,D6
MHRFmm_OR,MHRFmm_OR/110,Fdc,2,D6
MHRFmm_OR,MHRFmm_OR/110,Hm,2,D6
MHRFmm_OR,MHRFmm_OR/110,Oa,3,D6
MHRFmm_OR,MHRFmm_OR/110,Pw,2,D6
MHRFmm_OR,MHRFmm_OR/Ro,X,1,
MHRFmmp_OR,MHRFmmp_OR/00,Hm,3,C4
MHRFmmp_OR,MHRFmmp_OR/Ro,X,1,
MHun,MHun/d,Hm,2,B2
MHun,MHun/h,Hm,3,D6
MHun,MHun/m,Hm,1,C4
MHunp,MHunp/00,Hm,3,C4
MHwh,MHwh/101,Cw,3,Coast
MHwh,MHwh/101,Hm,1,C4
MHwh,MHwh/101,Hw,2,C4
MHwh,MHwh/101,Ss,2,C4
MHwh,MHwh/101,Yc,1,C4
MHwh,MHwh/101a,Cw,3,
MHwh,MHwh/101b,Cw,3,
MHwh,MHwh/101c,Cw,3,
MHwh,MHwh/102,Cw,3,Coast
MHwh,MHwh/102,Hm,2,
MHwh,MHwh/102,Plc,3,
MHwh,MHwh/102,Yc,3,
MHwh,MHwh/110,Cw,3,Coast
MHwh,MHwh/110,Hm,1,
MHwh,MHwh/110,Hw,3,
MHwh,MHwh/110,Ss,2,
MHwh,MHwh/110,Yc,1,
MHwh,MHwh/111,Cw,3,Coast
MHwh,MHwh/111,Hm,1,D6
MHwh,MHwh/111,Hw,3,D6
MHwh,MHwh/111,Ss,2,D6
MHwh,MHwh/111,Yc,1,D6
MHwh,MHwh/Wb53,Cw,3,Coast
MHwh,MHwh/Wb53,Hm,3,
MHwh,MHwh/Wb53,Plc,3,
MHwh,MHwh/Wb53,Yc,3,
MHwh1,MHwh1/01,Ba,2,C4
MHwh1,MHwh1/01,Cw,3,Coast
MHwh1,MHwh1/01,Hm,1,C4
MHwh1,MHwh1/01,Hw,2,C4
MHwh1,MHwh1/01,Ss,2,C4
MHwh1,MHwh1/01,Yc,2,C4
MHwh1,MHwh1/02,Ba,3,
MHwh1,MHwh1/02,Cw,3,Coast
MHwh1,MHwh1/02,Hm,2,
MHwh1,MHwh1/02,Yc,3,
MHwh1,MHwh1/03,Cw,3,Coast
MHwh1,MHwh1/03,Hm,1,
MHwh1,MHwh1/03,Hw,3,
MHwh1,MHwh1/03,Ss,2,
MHwh1,MHwh1/03,Yc,1,
MHwh1,MHwh1/04,Ba,2,
MHwh1,MHwh1/04,Cw,3,Coast
MHwh1,MHwh1/04,Hm,1,
MHwh1,MHwh1/04,Hw,2,
MHwh1,MHwh1/04,Yc,1,
MHwh1,MHwh1/05,Ba,1,
MHwh1,MHwh1/05,Cw,2,Coast
MHwh1,MHwh1/05,Hm,2,
MHwh1,MHwh1/05,Hw,2,
MHwh1,MHwh1/05,Plc,5,
MHwh1,MHwh1/05,Ss,2,
MHwh1,MHwh1/05,Yc,1,
MHwh1,MHwh1/06,Ba,3,
MHwh1,MHwh1/06,Cw,2,
MHwh1,MHwh1/06,Hm,2,
MHwh1,MHwh1/06,Hw,3,
MHwh1,MHwh1/06,Ss,3,
MHwh1,MHwh1/06,Yc,3,
MHwh1,MHwh1/07,Ba,2,D6
MHwh1,MHwh1/07,Cw,3,Coast
MHwh1,MHwh1/07,Hm,2,D6
MHwh1,MHwh1/07,Hw,3,D6
MHwh1,MHwh1/07,Ss,2,D6
MHwh1,MHwh1/07,Yc,3,D6
MHwh1,MHwh1/08,Ba,3,
MHwh1,MHwh1/08,Cw,3,
MHwh1,MHwh1/08,Hm,3,WHM
MHwh1,MHwh1/08,Hw,3,
MHwh1,MHwh1/08,Yc,3,
MHwh1,MHwh1/09,Ba,3,
MHwh1,MHwh1/09,Cw,2,Coast
MHwh1,MHwh1/09,Hm,3,
MHwh1,MHwh1/09,Hw,3,
MHwh1,MHwh1/09,Ss,3,
MHwh1,MHwh1/09,Yc,3,
MHwhp,MHwhp/00,Hm,3,C4
MSabN,MSabN/a,X,1,
MSabN,MSabN/b,Acb,3,
MSabN,MSabN/b,At,2,
MSabN,MSabN/b,Ep,3,
MSabN,MSabN/b,Fdi,5,
MSabN,MSabN/b,Pli,1,
MSabN,MSabN/b,Sxw,1,
MSabN,MSabN/c,Acb,3,
MSabN,MSabN/c,At,1,
MSabN,MSabN/c,Bb,5,
MSabN,MSabN/c,Ep,3,
MSabN,MSabN/c,Fdi,5,
MSabN,MSabN/c,Pli,1,
MSabN,MSabN/c,Sb,5,
MSabN,MSabN/c,Sxw,1,
MSabN,MSabN/d,Acb,1,
MSabN,MSabN/d,At,1,
MSabN,MSabN/d,Ep,3,
MSabN,MSabN/d,Sxw,2,
MSabN,MSabN/f,Acb,3,
MSabN,MSabN/f,Ep,3,
MSabN,MSabN/f,Sxw,1,
MSabN,MSabN/g,Lt,3,
MSabN,MSabN/g,Sb,1,
MSabN,MSabN/g,Sxw,3,
MSabN,MSabN/Ro,X,1,
MSabS,MSabS/a,X,1,
MSabS,MSabS/b,Acb,3,
MSabS,MSabS/b,At,2,
MSabS,MSabS/b,Ep,3,
MSabS,MSabS/b,Fdi,2,
MSabS,MSabS/b,Pf,2,
MSabS,MSabS/b,Pli,1,
MSabS,MSabS/b,Sxw,1,
MSabS,MSabS/c,Acb,3,
MSabS,MSabS/c,At,1,
MSabS,MSabS/c,Bb,5,
MSabS,MSabS/c,Ep,3,
MSabS,MSabS/c,Fdi,3,
MSabS,MSabS/c,Pli,1,
MSabS,MSabS/c,Sb,5,
MSabS,MSabS/c,Sxw,1,
MSabS,MSabS/d,Acb,1,
MSabS,MSabS/d,At,1,
MSabS,MSabS/d,Ep,3,
MSabS,MSabS/d,Sxw,2,
MSabS,MSabS/f,Acb,3,
MSabS,MSabS/f,Bl,3,
MSabS,MSabS/f,Ep,3,
MSabS,MSabS/f,Sxw,1,
