BGC,SS_NoSpace,Spp,SppVar,Feasible,AssessSuit,differnce,Assessor,Restrict_type,TB_Changed,WM_Comments,DM_Comments,CoastSuit,ESuit_new,AB Comment Oct-Nov 2019,ESuit_TB,ESuit_CCISS,CCISS_Change,PredSuit
ICHdw1,ICHdw1/103,Fd,Fdi,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw1,ICHdw1/103,Ep,Ep,2,2,FALSE,TB,,3 to 2,,,,,,2,,,
ICHdw1,ICHdw1/103,At,At,2,2,FALSE,TB,,to 2,,,,,,2,,,
ICHdw1,ICHdw1/104,Sx,Sxw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/104,Py,Pyi,3,3,FALSE,TB,,2 to 3,,,,,,3,,,
ICHdw1,ICHdw1/104,Pw,Pw,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/104,Pl,Pli,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/104,Lw,Lw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw1,ICHdw1/104,Hw,Hw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/104,Fd,Fdi,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw1,ICHdw1/104,Ep,Ep,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/104,Cw,Cw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/104,Bg,Bg,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/104,At,At,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/110,Sx,Sxw,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/110,Pw,Pw,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw1,ICHdw1/110,Pl,Pli,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/110,Lw,Lw,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw1,ICHdw1/110,Hw,Hw,1,1,FALSE,TB,,2 to 1,,,,,,1,,,
ICHdw1,ICHdw1/110,Fd,Fdi,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw1,ICHdw1/110,Ep,Ep,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/110,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw1,ICHdw1/110,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/110,Bg,Bg,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/110,At,At,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/110,Ac,Act,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/111,Sx,Sxw,1,1,FALSE,TB,,,,,,,,1,1,,
ICHdw1,ICHdw1/111,Pw,Pw,3,3,FALSE,TB,,2 to 3,,,,,,3,2,3 to 2,
ICHdw1,ICHdw1/111,Pl,Pli,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw1,ICHdw1/111,Lw,Lw,3,3,FALSE,TB,,2 to 3,,,,,,3,2,3 to 2,
ICHdw1,ICHdw1/111,Hw,Hw,1,1,FALSE,TB,,2 to 1,,,,,,1,2,1 to 2,
ICHdw1,ICHdw1/111,Fd,Fdi,3,3,FALSE,TB,,2 to 3,,,,,,3,2,3 to 2,
ICHdw1,ICHdw1/111,Ep,Ep,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw1,ICHdw1/111,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,1,,
ICHdw1,ICHdw1/111,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw1,ICHdw1/111,Bg,Bg,3,3,FALSE,TB,,2 to 3,,,,,,3,2,3 to 2,
ICHdw1,ICHdw1/111,At,At,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw1,ICHdw1/111,Ac,Act,1,1,FALSE,TB,,2 to 1,,,,,,1,2,1 to 2,
ICHdw1,ICHdw1/112,Sx,Sxw,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw1,ICHdw1/112,Pw,Pw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/112,Hw,Hw,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw1,ICHdw1/112,Ep,Ep,3,3,FALSE,TB,,2 to 3,,,,,,3,,,
ICHdw1,ICHdw1/112,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw1,ICHdw1/112,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/112,At,At,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/112,Ac,Act,1,1,FALSE,TB,,2 to 1,,,,,,1,,,
ICHdw1,ICHdw1/113,Sx,Sxw,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw1,ICHdw1/113,Hw,Hw,1,1,FALSE,TB,,2 to 1,,,,,,1,,,
ICHdw1,ICHdw1/113,Ep,Ep,2,2,FALSE,TB,,3 to 2,,,,,,2,,,
ICHdw1,ICHdw1/113,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw1,ICHdw1/113,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw1,ICHdw1/113,At,At,2,2,FALSE,TB,,3 to 2,,,,,,2,,,
ICHdw1,ICHdw1/113,Ac,Act,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw3,ICHdw3/101,Sx,Sxw,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/101,Pw,Pw,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/101,Pl,Pli,3,,FALSE,,,,,,,,,,3,,
ICHdw3,ICHdw3/101,Lw,Lw,4,4,FALSE,WHM,,,change from 3 to 4,,,,,,4,,
ICHdw3,ICHdw3/101,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/101,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
ICHdw3,ICHdw3/101,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
ICHdw3,ICHdw3/101,Bl,Bl,3,,FALSE,,k,,,,,,,,3,,
ICHdw3,ICHdw3/102,Py,Pyi,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/102,Pw,Pw,3,,FALSE,,,,,,,,,,3,,
ICHdw3,ICHdw3/102,Pl,Pli,1,,FALSE,,,,,,,,,,1,,
ICHdw3,ICHdw3/102,Lw,Lw,4,4,FALSE,WHM,,,change from 3 to 4,,,,,,4,,
ICHdw3,ICHdw3/102,Fd,Fdi,1,,FALSE,,,,,,,,,,1,,
ICHdw3,ICHdw3/103,Py,Pyi,3,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/103,Pw,Pw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/103,Pl,Pli,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/103,Lw,Lw,4,4,FALSE,WHM,,,change from 3 to 4,,,,,,,,
ICHdw3,ICHdw3/103,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/104,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/104,Pw,Pw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/104,Pl,Pli,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/104,Lw,Lw,4,4,FALSE,WHM,,,change from 3 to 4,,,,,,,,
ICHdw3,ICHdw3/104,Hw,Hw,3,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/104,Fd,Fdi,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/104,Cw,Cw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/110,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/110,Pw,Pw,3,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/110,Hw,Hw,3,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/110,Fd,Fdi,3,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/110,Cw,Cw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/110,Bl,Bl,3,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/111,Sx,Sxw,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/111,Pw,Pw,3,,FALSE,,,,,,,,,,3,,
ICHdw3,ICHdw3/111,Lw,Lw,4,4,FALSE,WHM,,,change from 3 to 4,,,,,,4,,
ICHdw3,ICHdw3/111,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/111,Fd,Fdi,2,,FALSE,,,,,,,,,,2,,
ICHdw3,ICHdw3/111,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
ICHdw3,ICHdw3/111,Bl,Bl,3,,FALSE,,,,,,,,,,3,,
ICHdw3,ICHdw3/112,Sx,Sxw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/112,Hw,Hw,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/112,Cw,Cw,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/112,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/113,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/113,Hw,Hw,2,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/113,Cw,Cw,1,,FALSE,,,,,,,,,,,,
ICHdw3,ICHdw3/113,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHdw4,ICHdw4/101,Sx,Sxw,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw4,ICHdw4/101,Py,Pyi,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw4,ICHdw4/101,Pw,Pw,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/101,Pl,Pli,3,3,FALSE,TB,,2 to 3,,,,,,3,2,3 to 2,
ICHdw4,ICHdw4/101,Lw,Lw,2,2,FALSE,TB,,1 to 2,,,,,,2,1,2 to 1,
ICHdw4,ICHdw4/101,Hw,Hw,1,1,FALSE,TB,,2 to 1,,,,,,1,2,1 to 2,
ICHdw4,ICHdw4/101,Fd,Fdi,1,1,FALSE,TB,,,,,,,,1,1,,
ICHdw4,ICHdw4/101,Ep,Ep,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/101,Cw,Cw,1,1,FALSE,TB,,2 to 1,,,,,,1,2,1 to 2,
ICHdw4,ICHdw4/101,Bl,Bl,4,4,FALSE,TB,k,,,,,,,4,3,4 to 3,
ICHdw4,ICHdw4/101,At,At,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/102,Py,Pyi,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/102,Pl,Pli,2,2,FALSE,TB,,3 to 2,,,,,,2,3,2 to 3,
ICHdw4,ICHdw4/102,Lw,Lw,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw4,ICHdw4/102,Fd,Fdi,1,1,FALSE,TB,,,,,,,,1,1,,
ICHdw4,ICHdw4/102,Ep,Ep,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw4,ICHdw4/102,Cw,Cw,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw4,ICHdw4/103,Py,Pyi,2,2,FALSE,TB,,3 to 2,,,,,,2,,,
ICHdw4,ICHdw4/103,Pw,Pw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/103,Pl,Pli,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/103,Lw,Lw,3,3,FALSE,TB,,2 to 3,,,,,,3,,,
ICHdw4,ICHdw4/103,Fd,Fdi,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw4,ICHdw4/103,Ep,Ep,3,3,FALSE,TB,,2 to 3,,,,,,3,,,
ICHdw4,ICHdw4/104,Sx,Sxw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/104,Py,Pyi,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/104,Pw,Pw,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/104,Pl,Pli,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/104,Lw,Lw,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw4,ICHdw4/104,Hw,Hw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/104,Fd,Fdi,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw4,ICHdw4/104,Ep,Ep,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/104,Cw,Cw,2,2,FALSE,TB,,3 to 2,,,,,,2,,,
ICHdw4,ICHdw4/104,At,At,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/110,Sx,Sxw,2,2,FALSE,TB,,1 to 2,,,,,,2,1,2 to 1,
ICHdw4,ICHdw4/110,Pw,Pw,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/110,Pl,Pli,2,2,FALSE,TB,,3 to 2,,,,,,2,3,2 to 3,
ICHdw4,ICHdw4/110,Lw,Lw,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/110,Hw,Hw,1,1,FALSE,TB,,2 to 1,,,,,,1,2,1 to 2,
ICHdw4,ICHdw4/110,Fd,Fdi,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/110,Ep,Ep,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/110,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,1,,
ICHdw4,ICHdw4/110,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,3,,
ICHdw4,ICHdw4/110,At,At,2,2,FALSE,TB,,3 to 2,,,,,,2,3,2 to 3,
ICHdw4,ICHdw4/110,Ac,Act,2,2,FALSE,TB,,,,,,,,2,2,,
ICHdw4,ICHdw4/111,Sx,Sxw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw4,ICHdw4/111,Pw,Pw,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/111,Hw,Hw,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/111,Ep,Ep,2,2,FALSE,TB,,to 2,,,,,,2,,,
ICHdw4,ICHdw4/111,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw4,ICHdw4/111,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/111,At,At,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/111,Ac,Act,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/112,Sx,Sxw,2,2,FALSE,TB,,1 to 2,,,,,,2,,,
ICHdw4,ICHdw4/112,Pw,Pw,5,0,FALSE,TB,,3 to 0,,,,,,0,,,
ICHdw4,ICHdw4/112,Hw,Hw,2,2,FALSE,TB,,,,,,,,2,,,
ICHdw4,ICHdw4/112,Ep,Ep,2,2,FALSE,TB,,3 to 2,,,,,,2,,,
ICHdw4,ICHdw4/112,Cw,Cw,1,1,FALSE,TB,,,,,,,,1,,,
ICHdw4,ICHdw4/112,Bl,Bl,3,3,FALSE,TB,,,,,,,,3,,,
ICHdw4,ICHdw4/112,At,At,5,0,FALSE,TB,,3 to 0,,,,,,0,,,
ICHdw4,ICHdw4/112,Ac,Act,2,2,FALSE,TB,,,,,,,,2,,,
ICHmc1,ICHmc1/01,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc1,ICHmc1/01,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/01,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,4,,
ICHmc1,ICHmc1/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
ICHmc1,ICHmc1/01,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/01,Bl,Bl,2,2,FALSE,AB,k,,Changed from 1 to 2,,,1,Suitability similar to 03 and 04; no change justified,,1,,
ICHmc1,ICHmc1/01,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
ICHmc1,ICHmc1/01,At,At,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/02,Pl,Pli,2,2,FALSE,AB,,,,,,2,productivity limitations,,2,,
ICHmc1,ICHmc1/02,Hw,Hw,3,,FALSE,,,,,,,,,,3,,
ICHmc1,ICHmc1/02,Bl,Bl,3,,FALSE,,,,,,,,,,3,,
ICHmc1,ICHmc1/02,At,At,3,,FALSE,,,,,,,,,,3,,
ICHmc1,ICHmc1/03,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,Pl,Pli,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,,,
ICHmc1,ICHmc1/03,Hw,Hw,1,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,Ep,Ep,2,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,Bl,Bl,1,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,Ba,Ba,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,At,At,2,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/03,Ac,Act,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/04,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc1,ICHmc1/04,Pl,Pli,3,,FALSE,,,,,,,,,,3,,
ICHmc1,ICHmc1/04,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/04,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/04,Bl,Bl,1,,FALSE,,,,,,,,,,1,,
ICHmc1,ICHmc1/04,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
ICHmc1,ICHmc1/04,At,At,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/04,Ac,Act,2,,FALSE,,,,,,,,,,2,,
ICHmc1,ICHmc1/05,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/05,Pl,Pli,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/05,Ep,Ep,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/05,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/05,Ba,Ba,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/05,At,At,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/05,Ac,Act,1,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/06,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/06,Hw,Hw,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/06,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/06,Ba,Ba,3,,FALSE,,,,,,,,,,,,
ICHmc1,ICHmc1/06,Ac,Act,2,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/01,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Pl,Pli,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Pl,Pli,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
ICHmc1a,ICHmc1a/01,Ep,Ep,3,,FALSE,,,,,,,,,,3,,
ICHmc1a,ICHmc1a/01,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw,,4,,
ICHmc1a,ICHmc1a/01,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw,,4,,
ICHmc1a,ICHmc1a/01,Bl,Bl,3,,FALSE,,k,,,,,,,,3,,
ICHmc1a,ICHmc1a/01,Bl,Bl,3,,FALSE,,k,,,,,,,,3,,
ICHmc1a,ICHmc1a/01,Ba,Ba,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,Ba,Ba,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/01,At,At,3,,FALSE,,,,,,,,,,3,,
ICHmc1a,ICHmc1a/01,At,At,3,,FALSE,,,,,,,,,,3,,
ICHmc1a,ICHmc1a/02,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,Pl,Pli,2,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,Hw,Hw,2,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,Ep,Ep,3,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw,,,,
ICHmc1a,ICHmc1a/02,Bl,Bl,3,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,Ba,Ba,1,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,At,At,3,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/02,Ac,Act,3,,FALSE,,,,,,,,,,,,
ICHmc1a,ICHmc1a/03,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc1a,ICHmc1a/03,Pl,Pli,2,2,FALSE,AB,,,,,,2,good growth when established,,2,,
ICHmc1a,ICHmc1a/03,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
ICHmc1a,ICHmc1a/03,Cw,Cw,4,4,FALSE,AB,,,,,,4,mostly beyond natural range of Cw,,4,,
ICHmc1a,ICHmc1a/03,Bl,Bl,2,,FALSE,,,,,,,,,,2,,
ICHmc1a,ICHmc1a/03,Ba,Ba,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/01,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/01,Pl,Pli,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/01,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,4,,
ICHmc2,ICHmc2/01,Hw,Hw,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/01,Fd,Fdi,2,,FALSE,,,,Changed 4 to 2: type 1 offsite,,,,,,4,,
ICHmc2,ICHmc2/01,Ep,Ep,2,,FALSE,,,,,,,,,,2,,
ICHmc2,ICHmc2/01,Cw,Cw,2,2,FALSE,AB,,,Changed from 1 to 2,,,2,if 2 here then other site series should change as well; not justified,,2,,
ICHmc2,ICHmc2/01,Bl,Bl,2,,FALSE,,k,,,,,,,,2,,
ICHmc2,ICHmc2/01,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/01,At,At,2,,FALSE,,,,,,,,,,2,,
ICHmc2,ICHmc2/02,Pl,Pli,2,2,FALSE,AB,,,,,,2,productivity limitations,,2,,
ICHmc2,ICHmc2/02,Hw,Hw,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/02,Ep,Ep,3,,FALSE,,,,,,,,,,3, to 3,
ICHmc2,ICHmc2/02,Bl,Bl,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/02,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/02,At,At,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/03,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Pl,Pli,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,,,
ICHmc2,ICHmc2/03,Lw,Lw,4,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Hw,Hw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Fd,Fdi,2,,FALSE,,,,Changed 4 to 2: type 1 offsite,,,,,,,,
ICHmc2,ICHmc2/03,Ep,Ep,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Cw,Cw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Ba,Ba,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,At,At,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/03,Ac,Act,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Pl,Pli,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Lw,Lw,4,4,FALSE,WHM,,,added AB,,,,,,,,
ICHmc2,ICHmc2/04,Lw,Lw,4,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Hw,Hw,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Fd,Fdi,2,,FALSE,,,,Changed 4 to 2: type 1 offsite,,,,,,,,
ICHmc2,ICHmc2/04,Ep,Ep,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Cw,Cw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Ba,Ba,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,At,At,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/04,Ac,Act,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/05,Sx,Sxw,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/05,Pl,Pli,2,,FALSE,,,,,,,,,,2,,
ICHmc2,ICHmc2/05,Hw,Hw,2,,FALSE,,,,,,,,,,2,,
ICHmc2,ICHmc2/05,Ep,Ep,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/05,Cw,Cw,1,,FALSE,,,,,,,,,,1,,
ICHmc2,ICHmc2/05,Bl,Bl,2,,FALSE,,,,,,,,,,2,,
ICHmc2,ICHmc2/05,Ba,Ba,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/05,At,At,2,,FALSE,,,,,,,,,,2,,
ICHmc2,ICHmc2/05,Ac,Act,3,,FALSE,,,,,,,,,,3,,
ICHmc2,ICHmc2/06,Sx,Sxw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,Pl,Pli,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,Hw,Hw,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,Ep,Ep,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,Cw,Cw,1,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,Bl,Bl,2,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,Ba,Ba,3,,FALSE,,,,,,,,,,,,
ICHmc2,ICHmc2/06,At,At,3,,FALSE,,,,,,,,,,,,
