SiteNo,RastID
6031210,10154
6031211,9999
6031212,9689
6031213,9379
6031214,9069
6031215,8914
6031216,8604
6031217,8294
6031218,8139
6031219,7829
6031220,7519
6031221,7209
6031222,7054
6031223,6744
6031224,6434
6031225,6124
6031226,5969
6031227,5659
6031228,5349
6031229,5039
6031230,4884
6031231,4574
6031232,4264
6031233,4109
6031234,3799
6031235,3489
6031236,3179
6031237,3024
6031238,2714
6031239,2404
6031240,2094
6031241,1939
6031242,1629
6031243,1319
6031244,1164
6031245,854
6031246,544
6031247,234
6031248,79
6031852,26429
6031854,25964
6031855,25654
6031856,25344
6031858,24879
6031859,24569
6031860,24259
6031862,23794
6031863,23484
6031865,23019
6031866,22709
6031867,22399
6031869,21934
6031870,21624
6031871,21314
6031873,20849
6031874,20539
6031875,20229
6031877,19764
6031878,19454
6031880,18989
6031881,18679
6031882,18369
6031884,17904
6031885,17594
6031886,17284
6031888,16819
6031889,16509
6031890,16199
6031892,15734
6031893,15424
6031895,14959
6031896,14649
6031897,14339
6031899,13874
6031900,13564
6031901,13254
6031903,12789
6031904,12479
6031906,12014
6031907,11704
6031908,11394
6031910,10929
6031911,10619
6031912,10309
6031914,9844
6031915,9534
6031916,9224
6031918,8759
6031919,8449
6031921,7984
6031922,7674
6031923,7364
6031925,6899
6031926,6589
6031927,6279
6031929,5814
6031930,5504
6031931,5194
6031933,4729
6031934,4419
6031936,3954
6031937,3644
6031938,3334
6031940,2869
6031941,2559
6031942,2249
6031944,1784
6031945,1474
6031947,1009
6031948,699
6031949,389
6032554,26275
6032555,26120
6032556,25810
6032557,25500
6032558,25190
6032559,25035
6032560,24725
6032561,24415
6032562,24105
6032563,23950
6032564,23640
6032565,23330
6032566,23175
6032567,22865
6032568,22555
6032569,22245
6032570,22090
6032571,21780
6032572,21470
6032573,21160
6032574,21005
6032575,20695
6032576,20385
6032577,20075
6032578,19920
6032579,19610
6032580,19300
6032581,19145
6032582,18835
6032583,18525
6032584,18215
6032585,18060
6032586,17750
6032587,17440
6032588,17130
6032589,16975
6032590,16665
6032591,16355
6032592,16045
6032593,15890
6032594,15580
6032595,15270
6032596,15115
6032597,14805
6032598,14495
6032599,14185
6032600,14030
6032601,13720
6032602,13410
6032603,13100
6032604,12945
6032605,12635
6032606,12325
6032607,12170
6032608,11860
6032609,11550
6032610,11240
6032611,11085
6032612,10775
6032613,10465
6032614,10155
6032615,10000
6032616,9690
6032617,9380
6032618,9070
6032619,8915
6032620,8605
6032621,8295
6032622,8140
6032623,7830
6032624,7520
6032625,7210
6032626,7055
6032627,6745
6032628,6435
6032629,6125
6032630,5970
6032631,5660
6032632,5350
6032633,5040
6032634,4885
6032635,4575
6032636,4265
6032637,4110
6032638,3800
6032639,3490
6032640,3180
6032641,3025
6032642,2715
6032643,2405
6032644,2095
6032645,1940
6032646,1630
6032647,1320
6032648,1165
6032649,855
6032650,545
6032651,235
6032652,80
6033256,26430
6033258,25965
6033259,25655
6033260,25345
6033262,24880
6033263,24570
6033264,24260
6033266,23795
6033267,23485
6033269,23020
6033270,22710
6033271,22400
6033273,21935
6033274,21625
6033275,21315
6033277,20850
6033278,20540
6033279,20230
6033281,19765
6033282,19455
6033284,18990
6033285,18680
6033286,18370
6033288,17905
6033289,17595
6033290,17285
6033292,16820
6033293,16510
6033294,16200
6033296,15735
6033297,15425
6033299,14960
6033300,14650
6033301,14340
6033303,13875
6033304,13565
6033305,13255
6033307,12790
6033308,12480
6033310,12015
6033311,11705
6033312,11395
6033314,10930
6033315,10620
6033316,10310
6033318,9845
6033319,9535
6033320,9225
6033322,8760
6033323,8450
6033325,7985
6033326,7675
6033327,7365
6033329,6900
6033330,6590
6033331,6280
6033333,5815
6033334,5505
6033335,5195
6033337,4730
6033338,4420
6033340,3955
6033341,3645
6033342,3335
6033344,2870
6033345,2560
6033346,2250
6033348,1785
6033349,1475
6033351,1010
6033352,700
6033353,390
6033958,26276
6033959,26121
6033960,25811
6033961,25501
6033962,25191
6033963,25036
6033964,24726
6033965,24416
6033966,24106
6033967,23951
6033968,23641
6033969,23331
6033970,23176
6033971,22866
6033972,22556
6033973,22246
6033974,22091
6033975,21781
6033976,21471
6033977,21161
6033978,21006
6033979,20696
6033980,20386
6033981,20076
6033982,19921
6033983,19611
6033984,19301
6033985,19146
6033986,18836
6033987,18526
6033988,18216
6033989,18061
6033990,17751
6033991,17441
6033992,17131
6033993,16976
6033994,16666
6033995,16356
6033996,16046
6033997,15891
6033998,15581
6033999,15271
6034000,15116
6034001,14806
6034002,14496
6034003,14186
6034004,14031
6034005,13721
6034006,13411
6034007,13101
6034008,12946
6034009,12636
6034010,12326
6034011,12171
6034012,11861
6034013,11551
6034014,11241
6034015,11086
6034016,10776
6034017,10466
6034018,10156
6034019,10001
6034020,9691
6034021,9381
6034022,9071
6034023,8916
6034024,8606
6034025,8296
6034026,8141
6034027,7831
6034028,7521
6034029,7211
6034030,7056
6034031,6746
6034032,6436
6034033,6126
6034034,5971
6034035,5661
6034036,5351
6034037,5041
6034038,4886
6034039,4576
6034040,4266
6034041,4111
6034042,3801
6034043,3491
6034044,3181
6034045,3026
6034046,2716
6034047,2406
6034048,2096
6034049,1941
6034050,1631
6034051,1321
6034052,1166
6034053,856
6034054,546
6034055,236
6034056,81
6034660,26431
6034662,25966
6034663,25656
6034664,25346
6034666,24881
6034667,24571
6034668,24261
6034670,23796
6034671,23486
6034673,23021
6034674,22711
6034675,22401
6034677,21936
6034678,21626
6034679,21316
6034681,20851
6034682,20541
6034683,20231
6034685,19766
6034686,19456
6034688,18991
6034689,18681
6034690,18371
6034692,17906
6034693,17596
6034694,17286
6034696,16821
6034697,16511
6034698,16201
6034700,15736
6034701,15426
6034703,14961
6034704,14651
6034705,14341
6034707,13876
6034708,13566
6034709,13256
6034711,12791
6034712,12481
6034714,12016
6034715,11706
6034716,11396
6034718,10931
6034719,10621
6034720,10311
6034722,9846
6034723,9536
6034724,9226
6034726,8761
6034727,8451
6034729,7986
6034730,7676
6034731,7366
6034733,6901
6034734,6591
6034735,6281
6034737,5816
6034738,5506
6034739,5196
6034741,4731
6034742,4421
6034744,3956
6034745,3646
6034746,3336
6034748,2871
6034749,2561
6034750,2251
6034752,1786
6034753,1476
6034755,1011
6034756,701
6034757,391
6035362,26277
6035363,26122
6035364,25812
6035365,25502
6035366,25192
6035367,25037
6035368,24727
6035369,24417
6035370,24107
6035371,23952
6035372,23642
6035373,23332
6035374,23177
6035375,22867
6035376,22557
6035377,22247
6035378,22092
6035379,21782
6035380,21472
6035381,21162
6035382,21007
6035383,20697
6035384,20387
6035385,20077
6035386,19922
6035387,19612
6035388,19302
6035389,19147
6035390,18837
6035391,18527
6035392,18217
6035393,18062
6035394,17752
6035395,17442
6035396,17132
6035397,16977
6035398,16667
6035399,16357
6035400,16047
6035401,15892
6035402,15582
6035403,15272
6035404,15117
6035405,14807
6035406,14497
6035407,14187
6035408,14032
6035409,13722
6035410,13412
6035411,13102
6035412,12947
6035413,12637
6035414,12327
6035415,12172
6035416,11862
6035417,11552
6035418,11242
6035419,11087
6035420,10777
6035421,10467
6035422,10157
6035423,10002
6035424,9692
6035425,9382
6035426,9072
6035427,8917
6035428,8607
6035429,8297
6035430,8142
6035431,7832
6035432,7522
6035433,7212
6035434,7057
6035435,6747
6035436,6437
6035437,6127
6035438,5972
6035439,5662
6035440,5352
6035441,5042
6035442,4887
6035443,4577
6035444,4267
6035445,4112
6035446,3802
6035447,3492
6035448,3182
6035449,3027
6035450,2717
6035451,2407
6035452,2097
6035453,1942
6035454,1632
6035455,1322
6035456,1167
6035457,857
6035458,547
6035459,237
6035460,82
6036063,26432
6036065,25967
6036066,25657
6036067,25347
6036069,24882
6036070,24572
6036071,24262
6036073,23797
6036074,23487
6036076,23022
6036077,22712
6036078,22402
6036080,21937
6036081,21627
6036082,21317
6036084,20852
6036085,20542
6036086,20232
6036088,19767
6036089,19457
6036091,18992
6036092,18682
6036093,18372
6036095,17907
6036096,17597
6036097,17287
6036099,16822
6036100,16512
6036101,16202
6036103,15737
6036104,15427
6036106,14962
6036107,14652
6036108,14342
6036110,13877
6036111,13567
6036112,13257
6036114,12792
6036115,12482
6036117,12017
6036118,11707
6036119,11397
6036121,10932
6036122,10622
6036123,10312
6036125,9847
6036126,9537
6036127,9227
6036129,8762
6036130,8452
6036132,7987
6036133,7677
6036134,7367
6036136,6902
6036137,6592
6036138,6282
6036140,5817
6036141,5507
6036142,5197
6036144,4732
6036145,4422
6036147,3957
6036148,3647
6036149,3337
6036151,2872
6036152,2562
6036153,2252
6036155,1787
6036156,1477
6036158,1012
6036159,702
6036160,392
6036764,26278
6036765,26123
6036766,25813
6036767,25503
6036768,25193
6036769,25038
6036770,24728
6036771,24418
6036772,24108
6036773,23953
6036774,23643
6036775,23333
6036776,23178
6036777,22868
6036778,22558
6036779,22248
6036780,22093
6036781,21783
6036782,21473
6036783,21163
6036784,21008
6036785,20698
6036786,20388
6036787,20078
6036788,19923
6036789,19613
6036790,19303
6036791,19148
6036792,18838
6036793,18528
6036794,18218
6036795,18063
6036796,17753
6036797,17443
6036798,17133
6036799,16978
6036800,16668
6036801,16358
6036802,16048
6036803,15893
6036804,15583
6036805,15273
6036806,15118
6036807,14808
6036808,14498
6036809,14188
6036810,14033
6036811,13723
6036812,13413
6036813,13103
6036814,12948
6036815,12638
6036816,12328
6036817,12173
6036818,11863
6036819,11553
6036820,11243
6036821,11088
6036822,10778
6036823,10468
6036824,10158
6036825,10003
6036826,9693
6036827,9383
6036828,9073
6036829,8918
6036830,8608
6036831,8298
6036832,8143
6036833,7833
6036834,7523
6036835,7213
6036836,7058
6036837,6748
6036838,6438
6036839,6128
6036840,5973
6036841,5663
6036842,5353
6036843,5043
6036844,4888
6036845,4578
6036846,4268
6036847,4113
6036848,3803
6036849,3493
6036850,3183
6036851,3028
6036852,2718
6036853,2408
6036854,2098
6036855,1943
6036856,1633
6036857,1323
6036858,1168
6036859,858
6036860,548
6036861,238
6036862,83
6037463,26433
6037465,25968
6037466,25658
6037467,25348
6037469,24883
6037470,24573
6037471,24263
6037473,23798
6037474,23488
6037476,23023
6037477,22713
6037478,22403
6037480,21938
6037481,21628
6037482,21318
6037484,20853
6037485,20543
6037486,20233
6037488,19768
6037489,19458
6037491,18993
6037492,18683
6037493,18373
6037495,17908
6037496,17598
6037497,17288
6037499,16823
6037500,16513
6037501,16203
6037503,15738
6037504,15428
6037506,14963
6037507,14653
6037508,14343
6037510,13878
6037511,13568
6037512,13258
6037514,12793
6037515,12483
6037517,12018
6037518,11708
6037519,11398
6037521,10933
6037522,10623
6037523,10313
6037525,9848
6037526,9538
6037527,9228
6037529,8763
6037530,8453
6037532,7988
6037533,7678
6037534,7368
6037536,6903
6037537,6593
6037538,6283
6037540,5818
6037541,5508
6037542,5198
6037544,4733
6037545,4423
6037547,3958
6037548,3648
6037549,3338
6037551,2873
6037552,2563
6037553,2253
6037555,1788
6037556,1478
6037558,1013
6037559,703
6037560,393
6038162,26279
6038163,26124
6038164,25814
6038165,25504
6038166,25194
6038167,25039
6038168,24729
6038169,24419
6038170,24109
6038171,23954
6038172,23644
6038173,23334
6038174,23179
6038175,22869
6038176,22559
6038177,22249
6038178,22094
6038179,21784
6038180,21474
6038181,21164
6038182,21009
6038183,20699
6038184,20389
6038185,20079
6038186,19924
6038187,19614
6038188,19304
6038189,19149
6038190,18839
6038191,18529
6038192,18219
6038193,18064
6038194,17754
6038195,17444
6038196,17134
6038197,16979
6038198,16669
6038199,16359
6038200,16049
6038201,15894
6038202,15584
6038203,15274
6038204,15119
6038205,14809
6038206,14499
6038207,14189
6038208,14034
6038209,13724
6038210,13414
6038211,13104
6038212,12949
6038213,12639
6038214,12329
6038215,12174
6038216,11864
6038217,11554
6038218,11244
6038219,11089
6038220,10779
6038221,10469
6038222,10159
6038223,10004
6038224,9694
6038225,9384
6038226,9074
6038227,8919
6038228,8609
6038229,8299
6038230,8144
6038231,7834
6038232,7524
6038233,7214
6038234,7059
6038235,6749
6038236,6439
6038237,6129
6038238,5974
6038239,5664
6038240,5354
6038241,5044
6038242,4889
6038243,4579
6038244,4269
6038245,4114
6038246,3804
6038247,3494
6038248,3184
6038249,3029
6038250,2719
6038251,2409
6038252,2099
6038253,1944
6038254,1634
6038255,1324
6038256,1169
6038257,859
6038258,549
6038259,239
6038260,84
6038857,26434
6038859,25969
6038860,25659
6038861,25349
6038863,24884
6038864,24574
6038865,24264
6038867,23799
6038868,23489
6038870,23024
6038871,22714
6038872,22404
6038874,21939
6038875,21629
6038876,21319
6038878,20854
6038879,20544
6038880,20234
6038882,19769
6038883,19459
6038885,18994
6038886,18684
6038887,18374
6038889,17909
6038890,17599
6038891,17289
6038893,16824
6038894,16514
6038895,16204
6038897,15739
6038898,15429
6038900,14964
6038901,14654
6038902,14344
6038904,13879
6038905,13569
6038906,13259
6038908,12794
6038909,12484
6038911,12019
6038912,11709
6038913,11399
6038915,10934
6038916,10624
6038917,10314
6038919,9849
6038920,9539
6038921,9229
6038923,8764
6038924,8454
6038926,7989
6038927,7679
6038928,7369
6038930,6904
6038931,6594
6038932,6284
6038934,5819
6038935,5509
6038936,5199
6038938,4734
6038939,4424
6038941,3959
6038942,3649
6038943,3339
6038945,2874
6038946,2564
6038947,2254
6038949,1789
6038950,1479
6038952,1014
6038953,704
6038954,394
6039552,26280
6039553,26125
6039554,25815
6039555,25505
6039556,25195
6039557,25040
6039558,24730
6039559,24420
6039560,24110
6039561,23955
6039562,23645
6039563,23335
6039564,23180
6039565,22870
6039566,22560
6039567,22250
6039568,22095
6039569,21785
6039570,21475
6039571,21165
6039572,21010
6039573,20700
6039574,20390
6039575,20080
6039576,19925
6039577,19615
6039578,19305
6039579,19150
6039580,18840
6039581,18530
6039582,18220
6039583,18065
6039584,17755
6039585,17445
6039586,17135
6039587,16980
6039588,16670
6039589,16360
6039590,16050
6039591,15895
6039592,15585
6039593,15275
6039594,15120
6039595,14810
6039596,14500
6039597,14190
6039598,14035
6039599,13725
6039600,13415
6039601,13105
6039602,12950
6039603,12640
6039604,12330
6039605,12175
6039606,11865
6039607,11555
6039608,11245
6039609,11090
6039610,10780
6039611,10470
6039612,10160
6039613,10005
6039614,9695
6039615,9385
6039616,9075
6039617,8920
6039618,8610
6039619,8300
6039620,8145
6039621,7835
6039622,7525
6039623,7215
6039624,7060
6039625,6750
6039626,6440
6039627,6130
6039628,5975
6039629,5665
6039630,5355
6039631,5045
6039632,4890
6039633,4580
6039634,4270
6039635,4115
6039636,3805
6039637,3495
6039638,3185
6039639,3030
6039640,2720
6039641,2410
6039642,2100
6039643,1945
6039644,1635
6039645,1325
6039646,1170
6039647,860
6039648,550
6039649,240
6039650,85
6040246,26435
6040248,25970
6040249,25660
6040250,25350
6040252,24885
6040253,24575
6040254,24265
6040256,23800
6040257,23490
6040259,23025
6040260,22715
6040261,22405
6040263,21940
6040264,21630
6040265,21320
6040267,20855
6040268,20545
6040269,20235
6040271,19770
6040272,19460
6040274,18995
6040275,18685
6040276,18375
6040278,17910
6040279,17600
6040280,17290
6040282,16825
6040283,16515
6040284,16205
6040286,15740
6040287,15430
6040289,14965
6040290,14655
6040291,14345
6040293,13880
6040294,13570
6040295,13260
6040297,12795
6040298,12485
6040300,12020
6040301,11710
6040302,11400
6040304,10935
6040305,10625
6040306,10315
6040308,9850
6040309,9540
6040310,9230
6040312,8765
6040313,8455
6040315,7990
6040316,7680
6040317,7370
6040319,6905
6040320,6595
6040321,6285
6040323,5820
6040324,5510
6040325,5200
6040327,4735
6040328,4425
6040330,3960
6040331,3650
6040332,3340
6040334,2875
6040335,2565
6040336,2255
6040338,1790
6040339,1480
6040341,1015
6040342,705
6040343,395
6040941,26281
6040942,26126
6040943,25816
6040944,25506
6040945,25196
6040946,25041
6040947,24731
6040948,24421
6040949,24111
6040950,23956
6040951,23646
6040952,23336
6040953,23181
6040954,22871
6040955,22561
6040956,22251
6040957,22096
6040958,21786
6040959,21476
6040960,21166
6040961,21011
6040962,20701
6040963,20391
6040964,20081
6040965,19926
6040966,19616
6040967,19306
6040968,19151
6040969,18841
6040970,18531
6040971,18221
6040972,18066
6040973,17756
6040974,17446
6040975,17136
6040976,16981
6040977,16671
6040978,16361
6040979,16051
6040980,15896
6040981,15586
6040982,15276
6040983,15121
6040984,14811
6040985,14501
6040986,14191
6040987,14036
6040988,13726
6040989,13416
6040990,13106
6040991,12951
6040992,12641
6040993,12331
6040994,12176
6040995,11866
6040996,11556
6040997,11246
6040998,11091
6040999,10781
6041000,10471
6041001,10161
6041002,10006
6041003,9696
6041004,9386
6041005,9076
6041006,8921
6041007,8611
6041008,8301
6041009,8146
6041010,7836
6041011,7526
6041012,7216
6041013,7061
6041014,6751
6041015,6441
6041016,6131
6041017,5976
6041018,5666
6041019,5356
6041020,5046
6041021,4891
6041022,4581
6041023,4271
6041024,4116
6041025,3806
6041026,3496
6041027,3186
6041028,3031
6041029,2721
6041030,2411
6041031,2101
6041032,1946
6041033,1636
6041034,1326
6041035,1171
6041036,861
6041037,551
6041038,241
6041039,86
6041635,26436
6041637,25971
6041638,25661
6041639,25351
6041641,24886
6041642,24576
6041643,24266
6041645,23801
6041646,23491
6041648,23026
6041649,22716
6041650,22406
6041652,21941
6041653,21631
6041654,21321
6041656,20856
6041657,20546
6041658,20236
6041660,19771
6041661,19461
6041663,18996
6041664,18686
6041665,18376
6041667,17911
6041668,17601
6041669,17291
6041671,16826
6041672,16516
6041673,16206
6041675,15741
6041676,15431
6041678,14966
6041679,14656
6041680,14346
6041682,13881
6041683,13571
6041684,13261
6041686,12796
6041687,12486
6041689,12021
6041690,11711
6041691,11401
6041693,10936
6041694,10626
6041695,10316
6041697,9851
6041698,9541
6041699,9231
6041701,8766
6041702,8456
6041704,7991
6041705,7681
6041706,7371
6041708,6906
6041709,6596
6041710,6286
6041712,5821
6041713,5511
6041714,5201
6041716,4736
6041717,4426
6041719,3961
6041720,3651
6041721,3341
6041723,2876
6041724,2566
6041725,2256
6041727,1791
6041728,1481
6041730,1016
6041731,706
6041732,396
6042329,26282
6042330,26127
6042331,25817
6042332,25507
6042333,25197
6042334,25042
6042335,24732
6042336,24422
6042337,24112
6042338,23957
6042339,23647
6042340,23337
6042341,23182
6042342,22872
6042343,22562
6042344,22252
6042345,22097
6042346,21787
6042347,21477
6042348,21167
6042349,21012
6042350,20702
6042351,20392
6042352,20082
6042353,19927
6042354,19617
6042355,19307
6042356,19152
6042357,18842
6042358,18532
6042359,18222
6042360,18067
6042361,17757
6042362,17447
6042363,17137
6042364,16982
6042365,16672
6042366,16362
6042367,16052
6042368,15897
6042369,15587
6042370,15277
6042371,15122
6042372,14812
6042373,14502
6042374,14192
6042375,14037
6042376,13727
6042377,13417
6042378,13107
6042379,12952
6042380,12642
6042381,12332
6042382,12177
6042383,11867
6042384,11557
6042385,11247
6042386,11092
6042387,10782
6042388,10472
6042389,10162
6042390,10007
6042391,9697
6042392,9387
6042393,9077
6042394,8922
6042395,8612
6042396,8302
6042397,8147
6042398,7837
6042399,7527
6042400,7217
6042401,7062
6042402,6752
6042403,6442
6042404,6132
6042405,5977
6042406,5667
6042407,5357
6042408,5047
6042409,4892
6042410,4582
6042411,4272
6042412,4117
6042413,3807
6042414,3497
6042415,3187
6042416,3032
6042417,2722
6042418,2412
6042419,2102
6042420,1947
6042421,1637
6042422,1327
6042423,1172
6042424,862
6042425,552
6042426,242
6042427,87
6043022,26437
6043024,25972
6043025,25662
6043026,25352
6043028,24887
6043029,24577
6043030,24267
6043032,23802
6043033,23492
6043035,23027
6043036,22717
6043037,22407
6043039,21942
6043040,21632
6043041,21322
6043043,20857
6043044,20547
6043045,20237
6043047,19772
6043048,19462
6043050,18997
6043051,18687
6043052,18377
6043054,17912
6043055,17602
6043056,17292
6043058,16827
6043059,16517
6043060,16207
6043062,15742
6043063,15432
6043065,14967
6043066,14657
6043067,14347
6043069,13882
6043070,13572
6043071,13262
6043073,12797
6043074,12487
6043076,12022
6043077,11712
6043078,11402
6043080,10937
6043081,10627
6043082,10317
6043084,9852
6043085,9542
6043086,9232
6043088,8767
6043089,8457
6043091,7992
6043092,7682
6043093,7372
6043095,6907
6043096,6597
6043097,6287
6043099,5822
6043100,5512
6043101,5202
6043103,4737
6043104,4427
6043106,3962
6043107,3652
6043108,3342
6043110,2877
6043111,2567
6043112,2257
6043114,1792
6043115,1482
6043117,1017
6043118,707
6043119,397
6043714,26283
6043715,26128
6043716,25818
6043717,25508
6043718,25198
6043719,25043
6043720,24733
6043721,24423
6043722,24113
6043723,23958
6043724,23648
6043725,23338
6043726,23183
6043727,22873
6043728,22563
6043729,22253
6043730,22098
6043731,21788
6043732,21478
6043733,21168
6043734,21013
6043735,20703
6043736,20393
6043737,20083
6043738,19928
6043739,19618
6043740,19308
6043741,19153
6043742,18843
6043743,18533
6043744,18223
6043745,18068
6043746,17758
6043747,17448
6043748,17138
6043749,16983
6043750,16673
6043751,16363
6043752,16053
6043753,15898
6043754,15588
6043755,15278
6043756,15123
6043757,14813
6043758,14503
6043759,14193
6043760,14038
6043761,13728
6043762,13418
6043763,13108
6043764,12953
6043765,12643
6043766,12333
6043767,12178
6043768,11868
6043769,11558
6043770,11248
6043771,11093
6043772,10783
6043773,10473
6043774,10163
6043775,10008
6043776,9698
6043777,9388
6043778,9078
6043779,8923
6043780,8613
6043781,8303
6043782,8148
6043783,7838
6043784,7528
6043785,7218
6043786,7063
6043787,6753
6043788,6443
6043789,6133
6043790,5978
6043791,5668
6043792,5358
6043793,5048
6043794,4893
6043795,4583
6043796,4273
6043797,4118
6043798,3808
6043799,3498
6043800,3188
6043801,3033
6043802,2723
6043803,2413
6043804,2103
6043805,1948
6043806,1638
6043807,1328
6043808,1173
6043809,863
6043810,553
6043811,243
6043812,88
6044403,26438
6044405,25973
6044406,25663
6044407,25353
6044409,24888
6044410,24578
6044411,24268
6044413,23803
6044414,23493
6044416,23028
6044417,22718
6044418,22408
6044420,21943
6044421,21633
6044422,21323
6044424,20858
6044425,20548
6044426,20238
6044428,19773
6044429,19463
6044431,18998
6044432,18688
6044433,18378
6044435,17913
6044436,17603
6044437,17293
6044439,16828
6044440,16518
6044441,16208
6044443,15743
6044444,15433
6044446,14968
6044447,14658
6044448,14348
6044450,13883
6044451,13573
6044452,13263
6044454,12798
6044455,12488
6044457,12023
6044458,11713
6044459,11403
6044461,10938
6044462,10628
6044463,10318
6044465,9853
6044466,9543
6044467,9233
6044469,8768
6044470,8458
6044472,7993
6044473,7683
6044474,7373
6044476,6908
6044477,6598
6044478,6288
6044480,5823
6044481,5513
6044482,5203
6044484,4738
6044485,4428
6044487,3963
6044488,3653
6044489,3343
6044491,2878
6044492,2568
6044493,2258
6044495,1793
6044496,1483
6044498,1018
6044499,708
6044500,398
6045094,26284
6045095,26129
6045096,25819
6045097,25509
6045098,25199
6045099,25044
6045100,24734
6045101,24424
6045102,24114
6045103,23959
6045104,23649
6045105,23339
6045106,23184
6045107,22874
6045108,22564
6045109,22254
6045110,22099
6045111,21789
6045112,21479
6045113,21169
6045114,21014
6045115,20704
6045116,20394
6045117,20084
6045118,19929
6045119,19619
6045120,19309
6045121,19154
6045122,18844
6045123,18534
6045124,18224
6045125,18069
6045126,17759
6045127,17449
6045128,17139
6045129,16984
6045130,16674
6045131,16364
6045132,16054
6045133,15899
6045134,15589
6045135,15279
6045136,15124
6045137,14814
6045138,14504
6045139,14194
6045140,14039
6045141,13729
6045142,13419
6045143,13109
6045144,12954
6045145,12644
6045146,12334
6045147,12179
6045148,11869
6045149,11559
6045150,11249
6045151,11094
6045152,10784
6045153,10474
6045154,10164
6045155,10009
6045156,9699
6045157,9389
6045158,9079
6045159,8924
6045160,8614
6045161,8304
6045162,8149
6045163,7839
6045164,7529
6045165,7219
6045166,7064
6045167,6754
6045168,6444
6045169,6134
6045170,5979
6045171,5669
6045172,5359
6045173,5049
6045174,4894
6045175,4584
6045176,4274
6045177,4119
6045178,3809
6045179,3499
6045180,3189
6045181,3034
6045182,2724
6045183,2414
6045184,2104
6045185,1949
6045186,1639
6045187,1329
6045188,1174
6045189,864
6045190,554
6045191,244
6045192,89
6045783,26439
6045785,25974
6045786,25664
6045787,25354
6045789,24889
6045790,24579
6045791,24269
6045793,23804
6045794,23494
6045796,23029
6045797,22719
6045798,22409
6045800,21944
6045801,21634
6045802,21324
6045804,20859
6045805,20549
6045806,20239
6045808,19774
6045809,19464
6045811,18999
6045812,18689
6045813,18379
6045815,17914
6045816,17604
6045817,17294
6045819,16829
6045820,16519
6045821,16209
6045823,15744
6045824,15434
6045826,14969
6045827,14659
6045828,14349
6045830,13884
6045831,13574
6045832,13264
6045834,12799
6045835,12489
6045837,12024
6045838,11714
6045839,11404
6045841,10939
6045842,10629
6045843,10319
6045845,9854
6045846,9544
6045847,9234
6045849,8769
6045850,8459
6045852,7994
6045853,7684
6045854,7374
6045856,6909
6045857,6599
6045858,6289
6045860,5824
6045861,5514
6045862,5204
6045864,4739
6045865,4429
6045867,3964
6045868,3654
6045869,3344
6045871,2879
6045872,2569
6045873,2259
6045875,1794
6045876,1484
6045878,1019
6045879,709
6045880,399
6046473,26285
6046474,26130
6046475,25820
6046476,25510
6046477,25200
6046478,25045
6046479,24735
6046480,24425
6046481,24115
6046482,23960
6046483,23650
6046484,23340
6046485,23185
6046486,22875
6046487,22565
6046488,22255
6046489,22100
6046490,21790
6046491,21480
6046492,21170
6046493,21015
6046494,20705
6046495,20395
6046496,20085
6046497,19930
6046498,19620
6046499,19310
6046500,19155
6046501,18845
6046502,18535
6046503,18225
6046504,18070
6046505,17760
6046506,17450
6046507,17140
6046508,16985
6046509,16675
6046510,16365
6046511,16055
6046512,15900
6046513,15590
6046514,15280
6046515,15125
6046516,14815
6046517,14505
6046518,14195
6046519,14040
6046520,13730
6046521,13420
6046522,13110
6046523,12955
6046524,12645
6046525,12335
6046526,12180
6046527,11870
6046528,11560
6046529,11250
6046530,11095
6046531,10785
6046532,10475
6046533,10165
6046534,10010
6046535,9700
6046536,9390
6046537,9080
6046538,8925
6046539,8615
6046540,8305
6046541,8150
6046542,7840
6046543,7530
6046544,7220
6046545,7065
6046546,6755
6046547,6445
6046548,6135
6046549,5980
6046550,5670
6046551,5360
6046552,5050
6046553,4895
6046554,4585
6046555,4275
6046556,4120
6046557,3810
6046558,3500
6046559,3190
6046560,3035
6046561,2725
6046562,2415
6046563,2105
6046564,1950
6046565,1640
6046566,1330
6046567,1175
6046568,865
6046569,555
6046570,245
6046571,90
6047162,26440
6047164,25975
6047165,25665
6047166,25355
6047168,24890
6047169,24580
6047170,24270
6047172,23805
6047173,23495
6047175,23030
6047176,22720
6047177,22410
6047179,21945
6047180,21635
6047181,21325
6047183,20860
6047184,20550
6047185,20240
6047187,19775
6047188,19465
6047190,19000
6047191,18690
6047192,18380
6047194,17915
6047195,17605
6047196,17295
6047198,16830
6047199,16520
6047200,16210
6047202,15745
6047203,15435
6047205,14970
6047206,14660
6047207,14350
6047209,13885
6047210,13575
6047211,13265
6047213,12800
6047214,12490
6047216,12025
6047217,11715
6047218,11405
6047220,10940
6047221,10630
6047222,10320
6047224,9855
6047225,9545
6047226,9235
6047228,8770
6047229,8460
6047231,7995
6047232,7685
6047233,7375
6047235,6910
6047236,6600
6047237,6290
6047239,5825
6047240,5515
6047241,5205
6047243,4740
6047244,4430
6047246,3965
6047247,3655
6047248,3345
6047250,2880
6047251,2570
6047252,2260
6047254,1795
6047255,1485
6047257,1020
6047258,710
6047259,400
6047852,26286
6047853,26131
6047854,25821
6047855,25511
6047856,25201
6047857,25046
6047858,24736
6047859,24426
6047860,24116
6047861,23961
6047862,23651
6047863,23341
6047864,23186
6047865,22876
6047866,22566
6047867,22256
