"index","GCM","SSP","RUN","PERIOD","Pl","Lw","Fd","Ac","At","Py","Ep","Pj","Sb","Sx","Bb","Bl","Bg","Cw","Dr","Hw","Mb","Pw","Ss","Bc","Ps","Yp","Oc","Ba","Bp","Yc","Hm","Act","Sw"
1,"obs","obs",NA,"1961_1990",132437,17773,45073,10013,68745,6203,17433,18,3358,87995,0,57336,802,30798,19864,37859,9880,8802,11534,0,0,0,0,18207,0,16293,15639,0,23794
2,"obs","obs",NA,"2001_2020",130763,19538,49438,9884,68048,8792,17470,73,4438,84319,0,54605,1566,30946,21525,38500,9473,9016,11400,0,0,0,0,17726,0,15838,14235,0,21674
3,"ACCESS-ESM1-5","ssp245","ensembleMean","2001_2020",125204,24989,63931,14953,58648,10843,24641,6978,2425,73741,0,49772,1289,39646,24501,43527,13150,15563,7751,3,7,0,203,19667,0,11288,12929,0,16493
4,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2001_2020",120802,27612,70151,14712,53369,13133,23674,9156,706,65821,0,45848,2381,40986,24565,42522,13016,19363,6667,9,13,0,322,20001,0,9205,11479,0,14375
5,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2001_2020",122400,24227,65607,12488,59435,12362,22044,7235,2027,74229,0,50399,2762,37204,24067,41533,11073,16594,7580,24,28,0,289,19497,0,10344,12506,0,16570
6,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2001_2020",122598,27801,66819,15373,54467,11667,25173,7656,1733,69846,0,48395,975,41269,24556,43971,13377,17152,6934,8,11,0,340,19932,0,10391,12522,0,15402
7,"EC-Earth3","ssp245","ensembleMean","2001_2020",127149,23909,61595,14107,56710,9853,23947,7854,526,71438,0,52412,1045,38244,24216,44460,12864,12134,9188,2,3,0,83,19497,0,13020,12780,0,17238
8,"EC-Earth3","ssp245","r15i1p1f1","2001_2020",128253,22230,59677,14268,56397,8505,24085,9493,803,71320,0,53311,965,38035,24379,45274,13029,11555,9439,0,0,0,37,19703,0,13601,13366,0,15949
9,"EC-Earth3","ssp245","r1i1p1f1","2001_2020",125576,26974,66470,13323,58485,13629,22192,4788,471,71740,0,50283,1281,38343,24244,41630,11979,13252,8380,0,4,0,115,19662,0,11503,11403,0,17605
10,"EC-Earth3","ssp245","r4i1p1f1","2001_2020",129065,24283,63063,15198,56858,8614,26265,9504,1907,74702,0,51747,1011,38902,23667,42904,14055,13489,8278,1,1,0,61,19923,0,11872,12372,0,16228
11,"GISS-E2-1-G","ssp245","ensembleMean","2001_2020",132476,19325,51320,12709,67165,6673,20457,2475,2122,86902,0,58394,816,36155,22027,42137,11966,11425,10615,0,0,0,0,19569,0,14986,15259,0,21316
12,"GISS-E2-1-G","ssp245","r1i1p3f1","2001_2020",135380,18436,51439,12648,71401,6041,20347,2201,2022,87102,0,58310,759,36418,22062,42543,11799,11471,10927,0,0,0,0,19450,0,15046,15179,0,20523
13,"GISS-E2-1-G","ssp245","r2i1p3f1","2001_2020",130606,18758,48673,12010,63387,6620,19421,4048,2092,86943,0,60197,762,35429,21396,41441,11463,10518,11049,0,0,0,0,19365,0,15159,15593,0,20966
14,"GISS-E2-1-G","ssp245","r3i1p3f1","2001_2020",130527,20565,54708,13386,63224,7482,21539,5127,2001,81705,0,55840,791,36695,22497,42049,12693,11904,9702,0,1,0,37,19695,0,14096,14366,0,18549
15,"MIROC6","ssp245","ensembleMean","2001_2020",129223,23083,58046,14284,60911,8750,25025,7482,3016,76448,0,52850,894,38710,23792,44914,12769,13413,9492,0,2,0,93,20021,0,14034,14804,0,16586
16,"MIROC6","ssp245","r1i1p1f1","2001_2020",128804,23573,58707,15124,57718,8478,25786,9201,3026,74227,0,52693,848,39879,23952,45551,13518,14223,8832,0,2,0,75,20685,0,13479,15001,0,14957
17,"MIROC6","ssp245","r2i1p1f1","2001_2020",130134,22947,57427,13736,63435,8608,24457,6156,2888,77813,0,53550,952,38078,23368,44363,12584,13130,9895,1,3,0,82,19806,0,14340,15000,0,16977
18,"MIROC6","ssp245","r3i1p1f1","2001_2020",128132,22483,58247,14167,61036,9389,24438,7288,2865,77195,0,52092,941,38479,24097,44681,12212,13125,9521,0,2,0,108,19863,0,13923,14250,0,18497
19,"MPI-ESM1-2-HR","ssp245","ensembleMean","2001_2020",128571,22267,57039,13318,64255,9223,21916,3621,2838,81260,0,53694,1018,36204,22743,41881,12231,12990,9145,0,1,0,40,20420,0,13123,14547,0,19526
20,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2001_2020",128966,20250,57047,13524,65972,8632,20576,3703,2244,83305,0,53746,930,35574,22560,39872,12343,12411,8799,0,1,0,23,20676,0,12312,13493,0,20284
21,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2001_2020",127200,25146,57946,13331,60483,10173,23679,4077,3420,78246,0,52806,1123,37400,22974,44067,12191,14036,9271,1,3,0,58,20555,0,13812,15484,0,18665
22,"MRI-ESM2-0","ssp245","ensembleMean","2001_2020",125527,22638,60284,14556,55103,9317,23010,8050,1797,75899,0,53499,1210,38095,23432,42542,13180,13505,9028,0,1,0,54,20700,0,13186,13761,0,16153
23,"MRI-ESM2-0","ssp245","r1i1p1f1","2001_2020",125527,22638,60284,14556,55103,9317,23010,8050,1797,75899,0,53499,1210,38095,23432,42542,13180,13505,9028,0,1,0,54,20700,0,13186,13761,0,16153
24,"ensembleMean","ssp245","ensembleMean","2001_2020",128433,22508,58283,14168,61266,8617,23586,5777,2448,78658,0,53444,933,37710,23504,43446,12848,12687,9320,0,1,0,72,20020,0,13353,14262,0,18174
25,"ACCESS-ESM1-5","ssp245","ensembleMean","2021_2040",117333,36035,83496,18759,48769,19703,33165,10416,159,55451,0,40118,2114,51300,26536,46280,15887,27881,4928,12,63,0,541,18953,0,6299,7585,0,10512
26,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2021_2040",115538,38200,83396,18595,40129,17836,34560,12207,355,47953,0,39221,1241,52983,26588,49275,15297,29050,5245,13,101,0,791,17892,0,6630,7509,0,6594
27,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2021_2040",117665,34944,83506,18022,47723,19606,30411,9096,173,58553,0,41907,3823,50253,26141,48309,14154,28669,4851,17,101,0,673,19473,0,6892,8738,0,13280
28,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2021_2040",113749,32273,80703,17129,46190,19964,33284,13026,125,45715,0,39146,2649,49175,27711,47532,15576,25053,5117,9,59,0,321,17443,0,6914,6587,0,5557
29,"EC-Earth3","ssp245","ensembleMean","2021_2040",123220,32694,75626,18187,52621,18665,35019,10650,1,51851,0,44306,2277,48288,26998,49256,16185,20788,6950,2,10,0,209,20239,0,9334,9146,0,11091
30,"EC-Earth3","ssp245","r15i1p1f1","2021_2040",124626,29240,71235,17477,55799,16845,26833,7398,7,66698,0,46600,1721,43282,26229,44398,14975,18030,8637,0,1,0,105,21925,0,10601,12048,0,17953
31,"EC-Earth3","ssp245","r1i1p1f1","2021_2040",123215,36707,81893,19591,51637,22065,37745,9867,5,51465,0,42903,2351,51831,26688,47715,17852,22720,5643,2,11,0,286,20446,0,8313,7937,0,10090
32,"EC-Earth3","ssp245","r4i1p1f1","2021_2040",118439,32652,76313,16095,51534,22041,31752,10343,0,50916,0,43142,3242,45697,27507,46901,14014,19404,7434,7,19,0,290,19822,0,9268,9396,0,11014
33,"GISS-E2-1-G","ssp245","ensembleMean","2021_2040",122929,28547,70528,19693,50610,11637,37146,8906,95,59850,0,52820,502,51840,28192,58297,14971,22321,8401,0,2,0,157,21943,0,12866,15492,0,11501
34,"GISS-E2-1-G","ssp245","r1i1p3f1","2021_2040",122664,34024,76104,19090,50868,14751,38332,9895,69,57435,0,49659,785,51885,27841,55233,14462,25290,7511,1,5,0,213,21143,0,11189,13964,0,10036
35,"GISS-E2-1-G","ssp245","r2i1p3f1","2021_2040",123210,26640,67183,18944,50821,11369,34428,8876,75,62049,0,53852,582,48943,27939,56266,15135,19414,8839,0,1,0,129,21577,0,12712,14424,0,12571
36,"GISS-E2-1-G","ssp245","r3i1p3f1","2021_2040",122251,24665,66477,18325,52341,9694,34365,9848,285,62136,0,53252,593,49541,26960,56572,13962,20603,9491,1,1,0,80,21433,0,13855,16608,0,12060
37,"MIROC6","ssp245","ensembleMean","2021_2040",123821,32064,74893,18984,51168,15497,34744,10939,76,58173,0,47777,1013,47551,27302,50725,15318,19858,8535,1,11,0,253,22096,0,10882,12723,0,10885
38,"MIROC6","ssp245","r1i1p1f1","2021_2040",127075,27203,70152,19574,53189,11781,33405,12057,221,62668,0,52345,622,46668,26313,52879,16398,18161,8016,0,3,0,173,23315,0,11098,13820,0,12384
39,"MIROC6","ssp245","r2i1p1f1","2021_2040",114904,33653,80099,18200,44341,19980,33691,12313,173,47381,0,41827,1761,48853,28888,49885,14105,23136,8235,13,27,0,302,21466,0,8778,11249,0,6233
40,"MIROC6","ssp245","r3i1p1f1","2021_2040",124712,32761,74437,17355,53512,17278,32148,9135,67,60785,0,46647,1534,46395,27055,48695,13801,18828,9114,4,16,0,335,21731,0,11916,12687,0,13031
41,"MPI-ESM1-2-HR","ssp245","ensembleMean","2021_2040",125707,29445,72752,17053,49548,13258,28522,13873,1219,63335,0,47780,1018,43597,25095,44951,14722,18463,6972,3,9,0,187,22234,0,10151,13045,0,7297
42,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2021_2040",125629,26639,68218,17059,54109,12826,26817,9301,1845,66578,0,47288,1332,42856,24032,45137,15604,17705,7495,3,6,0,221,21666,0,11089,13453,0,10543
43,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2021_2040",124746,29546,75318,17051,48133,12731,29849,15987,422,60361,0,49830,1023,44518,26033,47437,14004,18028,6283,1,6,0,158,22721,0,9156,12182,0,4822
44,"MRI-ESM2-0","ssp245","ensembleMean","2021_2040",117928,32981,80725,18129,48570,18814,37137,11949,40,51550,0,45118,1728,48918,26558,47374,14969,23715,6336,7,19,0,351,21040,0,6646,8373,0,7274
45,"MRI-ESM2-0","ssp245","r1i1p1f1","2021_2040",117928,32981,80725,18129,48570,18814,37137,11949,40,51550,0,45118,1728,48918,26558,47374,14969,23715,6336,7,19,0,351,21040,0,6646,8373,0,7274
46,"ensembleMean","ssp245","ensembleMean","2021_2040",123547,33435,77431,19353,50788,15812,35202,10988,74,58302,0,46533,1143,48591,26815,48810,16440,21885,6688,1,9,0,258,21385,0,8870,11016,0,10432
47,"ACCESS-ESM1-5","ssp245","ensembleMean","2041_2060",107743,45587,101917,19469,40435,34979,41444,15638,175,33644,0,32327,3932,59171,27247,48206,15783,37380,4519,41,1032,0,1281,17038,0,3911,3882,0,810
48,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2041_2060",109845,49979,108776,23015,42179,36101,46510,12748,171,37117,0,31936,1191,63031,26815,48004,17759,40404,4563,9,1218,0,1370,17484,0,2561,3575,0,1098
49,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2041_2060",104768,46665,105482,19493,38675,37174,43517,15412,169,31982,0,30115,5633,57775,27304,46439,15158,35315,4498,73,1830,0,1555,16882,0,3870,3923,0,470
50,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2041_2060",104797,49068,104153,19698,39235,37742,43734,13426,237,32540,0,31464,5888,59869,27314,47122,14691,38183,4461,71,1695,0,1682,17707,0,3120,3793,0,1485
51,"EC-Earth3","ssp245","ensembleMean","2041_2060",114542,40143,88423,21191,39846,29369,46371,15598,3,29490,0,38386,4566,59313,29647,56659,17932,30521,6433,19,53,0,558,19829,0,7508,5854,0,2141
52,"EC-Earth3","ssp245","r15i1p1f1","2041_2060",122131,39773,86293,20791,51411,26829,42582,11051,9,43724,0,39683,3079,57439,28348,51671,17801,28755,6217,13,26,0,452,20930,0,7995,7021,0,9383
53,"EC-Earth3","ssp245","r1i1p1f1","2041_2060",115466,39005,89732,21915,37875,28782,44730,15853,4,31143,0,37651,6614,59621,31225,58410,17081,31361,7229,32,127,0,678,21480,0,7636,7106,0,2801
54,"EC-Earth3","ssp245","r4i1p1f1","2041_2060",113800,36043,83531,20946,36822,23795,44425,15153,3,31300,0,40308,3502,57064,28510,57157,18377,28719,5780,10,40,0,604,19142,0,7672,6006,0,2154
55,"GISS-E2-1-G","ssp245","ensembleMean","2041_2060",118975,31347,76371,22504,42211,15747,43572,11664,19,44322,0,48681,1084,57202,29928,61279,16963,28198,8302,0,16,0,254,21701,0,10350,12365,0,3907
56,"GISS-E2-1-G","ssp245","r1i1p3f1","2041_2060",114922,39884,83175,19645,39968,24258,41228,11321,11,40312,0,43438,3046,55305,28993,55308,15285,26006,8169,12,37,0,370,20547,0,10432,10347,0,3727
57,"GISS-E2-1-G","ssp245","r2i1p3f1","2041_2060",122130,27295,76915,23214,50508,14264,40733,8673,5,59110,0,47488,1059,54765,28878,55861,18131,26541,6329,0,27,0,158,22360,0,7920,12352,0,11465
58,"GISS-E2-1-G","ssp245","r3i1p3f1","2041_2060",116565,28280,71875,22237,40358,12540,43736,12346,24,39823,0,51869,789,58455,30727,68037,17303,27594,9109,0,11,0,257,21682,0,10632,13533,0,2801
59,"MIROC6","ssp245","ensembleMean","2041_2060",123757,38234,87065,21988,43284,21775,42674,14517,91,43829,0,41842,1414,57820,29681,56699,16351,28561,7451,19,42,0,435,23588,0,9021,10915,0,4662
60,"MIROC6","ssp245","r1i1p1f1","2041_2060",122214,33460,81272,20552,43108,18433,44752,16279,104,36479,0,44987,1435,56760,29556,60893,15854,25121,8236,11,26,0,373,21862,0,10730,10620,0,1363
61,"MIROC6","ssp245","r2i1p1f1","2041_2060",117500,38282,90450,20719,41906,25253,38314,12122,117,42842,0,37605,1598,57784,30206,55955,15084,29993,7563,31,153,0,574,23563,0,6717,9875,0,6264
62,"MIROC6","ssp245","r3i1p1f1","2041_2060",127171,37639,88168,23411,46193,20932,41138,14358,27,53040,0,43301,1916,57075,29262,54427,16909,28285,6727,16,61,0,383,25764,0,8860,12361,0,7672
63,"MPI-ESM1-2-HR","ssp245","ensembleMean","2041_2060",121820,32659,78283,19474,45080,18742,35198,15896,112,46977,0,45571,1787,49489,28484,54457,15557,24745,7677,3,18,0,285,22145,0,9249,12846,0,2811
64,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2041_2060",122010,28403,74563,20260,44537,15625,37559,15790,174,44900,0,47206,1707,52448,29962,61498,14896,25617,9114,0,10,0,158,22207,0,11475,15809,0,1704
65,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2041_2060",120403,35948,81692,17920,45234,21844,33170,15877,92,48903,0,44873,2198,47237,27105,48209,14503,23360,6678,15,41,0,526,21904,0,7122,9657,0,3636
66,"MRI-ESM2-0","ssp245","ensembleMean","2041_2060",118843,31419,77873,22606,47786,15086,45940,8451,19,43787,0,50624,1780,60277,30073,61956,18693,31029,7064,6,47,0,156,21786,0,7174,8142,0,6410
67,"MRI-ESM2-0","ssp245","r1i1p1f1","2041_2060",118843,31419,77873,22606,47786,15086,45940,8451,19,43787,0,50624,1780,60277,30073,61956,18693,31029,7064,6,47,0,156,21786,0,7174,8142,0,6410
68,"ensembleMean","ssp245","ensembleMean","2041_2060",122698,38209,86254,22038,44515,22657,44837,14594,30,40467,0,43137,1949,58218,29303,56604,18043,30417,6325,14,66,0,395,20986,0,7143,8278,0,4014
69,"ACCESS-ESM1-5","ssp245","ensembleMean","2061_2080",106073,51027,109890,22046,36930,39188,49900,13338,171,29010,0,28870,4081,61857,27636,47466,17724,38226,4476,61,1904,0,1582,17005,0,3367,2745,0,113
70,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2061_2080",108364,50437,106765,25090,34587,37850,50813,12438,240,28829,0,29611,2584,64542,26880,50288,19651,40864,5124,60,1328,0,2350,17128,0,3950,2674,0,124
71,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2061_2080",106856,49519,107951,21598,35793,38501,54512,11787,163,26879,0,29907,2865,66534,28773,52441,17471,41632,4991,47,1969,0,1249,17345,0,4007,3554,0,58
72,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2061_2080",100388,45051,107921,18766,36767,39825,40627,15793,135,32811,0,26790,7490,53571,25417,42731,13639,35281,4042,78,2448,0,2348,15829,0,2913,2793,0,1500
73,"EC-Earth3","ssp245","ensembleMean","2061_2080",113848,47695,97561,24878,30914,33601,56392,15614,11,16946,0,28896,4946,70045,35252,61419,19525,36200,8187,20,350,0,684,22356,0,6795,5258,0,625
74,"EC-Earth3","ssp245","r15i1p1f1","2061_2080",111254,46721,96594,26507,27937,29563,53937,12541,14,21021,0,29484,3208,73200,35858,63577,19891,37336,9000,12,399,0,790,24068,0,7306,5901,0,1142
75,"EC-Earth3","ssp245","r1i1p1f1","2061_2080",122739,43048,94231,23851,37764,28572,56657,17736,9,22479,0,34245,3925,68969,34471,64157,19961,36552,7669,16,288,0,537,21280,0,6770,5182,0,2862
