"index","GCM","SSP","RUN","PERIOD","BAFAun","BAFAunp","CMAun","CMAunp","CWHws2","ESSFdcw","ESSFdkp","ESSFdkw","ESSFdv2","ESSFdvp","ESSFdvw","ESSFmc","ESSFmcp","ESSFmcw","ESSFmk","ESSFmkp","ESSFmkw","ESSFmm1","ESSFmmp","ESSFmmw","ESSFmv1","ESSFmv3","ESSFmvp","ESSFmw","ESSFunp","ESSFwc2","ESSFwcw","ESSFwmp","ESSFwv","ESSFwvp","ESSFwvw","ESSFxc3","ESSFxcp","ESSFxv1","ESSFxv2","ESSFxvp","ICHdw3","ICHmc1","ICHmc2","ICHmk2","IDFdk1","IDFxm","IMAun","IMAunp","MHmm2","MHmmp","SBSdk","SBSmc2","SBSwk1","SBSwk3","CWHds2","ESSFdc1","ESSFdc2","ESSFmwp","ESSFxcw","ICHmk3","ICHmw3","IDFdk2","IDFdk3","IDFdk4","MSdm2","MSxk2","MSxk3","SBSdw2","SBSmm","CMAun_WA","CWHms1","ESSFdh2","ESSFdk2","ESSFmh","ESSFmm3","ESSFmw1","ESSFmw2","ESSFwc3","ESSFwc4","ESSFwcp","ESSFwh1","ESSFwk1","ESSFwk2","ESSFwm2","ESSFxc2","ICHmk1","ICHmm","ICHmw1","ICHmw2","ICHmw5","ICHwk1","ICHxm1","IDFdc","IDFdk5","IDFdw","IDFmw2","IDFww","IDFxc","IDFxh2","MSdc1","MSdc3","MSdm1","SBSdh1","SBSdw3","SBSmh","SBSmk1","SBSmw","SBSwk2","ESSFdh1","ESSFmww","ESSFwh2","ESSFwmw","ICHdw4","ICHmk5","MSdk","MSdw","MSxk1","MSxv","ESSFabN","ESSFmm2","IMAab","SBSdh2","ESSFdv1","IDFxw","ICHwk3","ICHwk4","SBSdw1","ESSFwm1","ICHvc","SBSmc1","ICHwk2","ESSFdk1","ESSFwh3","ESSFwm_MT","ESSFwm3","ESSFwm4","ESSFxc1","ICHmk4","ESSFmv2","ICHvk1","ICHwc","CWHds1","ESSFvcp","ICHvk2","IDFxh1","SBSvk","ICHdm","ICHmw4","IDFdm2","BWBSwk1","ESSFvc","MHmm1","ESSFxh_WA","ESSFvh_ID","ICHdw1","ICHxw_WA","IMAun_MT","MHmm_WA","MSdm_WA","CWHms_WA","CWHvm_WA","ESSFmw_WA","ICHdw_ID","ICHxw","ICHxwa","MHms_WA","CWHws1","CWHvm2","CWHwm","ESSFvcw","IDFdm1","IDFww1","GOun_CO","CWHds_WA","IDFdh","IDFdh_UT","IDFxk","IDFxx1","PPxh1","CWHdm","CWHvm1","MSdh_UT"
119,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2061_2080",66,108,190,806,17591,40,NA,NA,NA,3,40,NA,3,15,1,104,4,8,31,NA,NA,NA,NA,1,NA,1937,135,2,1989,206,163,NA,NA,NA,NA,NA,34,1529,21678,2356,NA,NA,38,47,9264,1073,NA,NA,1326,NA,2984,760,5,7,NA,NA,2586,1672,NA,NA,6082,NA,NA,NA,NA,721,1771,447,NA,1801,NA,2,164,14,195,63,169,77,1,16,NA,1962,NA,NA,5004,17156,3573,11444,101,NA,NA,2746,NA,NA,768,NA,NA,141,NA,NA,4,216,NA,NA,NA,NA,35,2,3645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,10,1,NA,NA,NA,NA,NA,NA,NA,71,NA,101,NA,265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,"MRI-ESM2-0","ssp245","ensembleMean","2061_2080",1,NA,159,572,16637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,20,NA,NA,NA,NA,NA,NA,1471,145,NA,484,77,NA,NA,NA,NA,NA,NA,1334,11498,23682,NA,NA,NA,6,NA,6675,1412,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,4381,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,17,NA,NA,NA,292,261,221,1385,2104,5,2,NA,NA,3,NA,7071,24415,8246,5567,NA,NA,NA,365,NA,NA,179,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,1087,NA,NA,NA,NA,180,NA,7,NA,NA,NA,NA,NA,NA,12,NA,NA,11,861,NA,678,NA,NA,NA,NA,84,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,"MRI-ESM2-0","ssp245","r1i1p1f1","2061_2080",1,NA,159,572,16637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174,20,NA,NA,NA,NA,NA,NA,1471,145,NA,484,77,NA,NA,NA,NA,NA,NA,1334,11498,23682,NA,NA,NA,6,NA,6675,1412,NA,NA,NA,NA,29,NA,NA,NA,NA,NA,4381,NA,NA,NA,NA,NA,NA,NA,NA,NA,300,NA,NA,17,NA,NA,NA,292,261,221,1385,2104,5,2,NA,NA,3,NA,7071,24415,8246,5567,NA,NA,NA,365,NA,NA,179,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,4700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271,1087,NA,NA,NA,NA,180,NA,7,NA,NA,NA,NA,NA,NA,12,NA,NA,11,861,NA,678,NA,NA,NA,NA,84,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,398,NA,41,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,"ensembleMean","ssp245","ensembleMean","2061_2080",1,NA,119,902,14267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,39,64,NA,NA,NA,NA,NA,NA,1943,118,1,771,69,21,NA,NA,NA,NA,NA,33,2356,11559,99,NA,NA,11,12,6952,711,NA,NA,3,NA,563,60,NA,NA,NA,NA,4127,466,NA,NA,2267,NA,NA,NA,NA,68,1620,37,NA,247,NA,NA,44,183,325,145,758,1525,9,8,NA,68,NA,NA,12805,31360,5105,12359,NA,NA,NA,2973,NA,NA,690,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,7505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,191,608,NA,NA,NA,NA,34,NA,8,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,957,NA,278,NA,NA,NA,NA,3,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
123,"ACCESS-ESM1-5","ssp245","ensembleMean","2081_2100",NA,6,NA,50,436,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,27,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,37,1292,6,NA,NA,NA,NA,NA,91,NA,NA,NA,NA,8123,130,NA,NA,8,NA,NA,NA,NA,522,10616,NA,NA,1279,NA,132,70,58,379,NA,922,92,4,NA,NA,NA,NA,NA,21188,7910,1920,1879,NA,NA,NA,3,1576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,20,NA,4,7643,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273,49,22,NA,NA,NA,NA,NA,NA,3961,NA,NA,11201,NA,NA,425,NA,NA,NA,NA,NA,14,17991,24633,NA,1215,NA,NA,472,NA,NA,NA,583,17,1,NA,NA,NA,NA,271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
124,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2081_2100",NA,10,NA,19,70,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,854,1,NA,NA,NA,NA,NA,129,NA,NA,NA,NA,751,NA,NA,NA,NA,NA,NA,NA,NA,822,9534,NA,NA,492,NA,163,14,23,348,1,645,48,NA,13,NA,2,NA,NA,14603,6111,1339,649,NA,NA,NA,NA,720,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,4,15,6,3858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,329,609,25,8,NA,NA,NA,NA,NA,4549,NA,NA,6846,NA,3,2396,NA,NA,NA,NA,NA,468,40204,18642,1,1879,15,2,1172,NA,221,58,8107,148,NA,NA,NA,NA,NA,NA,NA,NA,528,NA,NA,42,NA,NA,NA,NA
125,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2081_2100",NA,NA,NA,136,103,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,64,NA,31,NA,NA,NA,NA,NA,NA,NA,NA,1,9,NA,NA,NA,NA,84,1779,2,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,14216,5622,NA,NA,684,NA,NA,NA,NA,369,12621,NA,NA,976,NA,140,525,3,406,NA,1026,92,NA,NA,NA,NA,NA,NA,16575,10780,1612,645,NA,NA,NA,61,3019,194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,130,NA,NA,2241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,2,NA,NA,NA,NA,146,NA,2,2,NA,NA,NA,2,NA,2094,NA,NA,12476,NA,NA,919,NA,NA,NA,11,NA,NA,14745,17670,NA,611,NA,NA,36,NA,NA,NA,3700,NA,18,NA,NA,NA,NA,851,NA,NA,NA,NA,NA,NA,3,NA,NA,NA
126,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2081_2100",NA,NA,4,80,1178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,525,33,NA,57,NA,1,NA,NA,NA,NA,NA,768,35,2715,NA,NA,NA,NA,7,1709,42,NA,NA,NA,NA,NA,15,NA,NA,NA,NA,39147,822,NA,NA,100,NA,NA,NA,NA,182,9472,NA,NA,407,NA,3,15,72,177,NA,552,290,32,NA,NA,NA,NA,NA,15521,1890,8271,11732,NA,NA,NA,1585,693,139,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,8,12287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,NA,NA,NA,NA,386,NA,80,NA,NA,NA,NA,203,NA,2149,7,NA,5665,3,NA,99,NA,NA,83,NA,NA,2,3239,4152,NA,265,NA,NA,24,NA,NA,NA,NA,NA,144,NA,NA,32,NA,110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,"CNRM-ESM2-1","ssp245","ensembleMean","2081_2100",1,NA,75,992,12133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,25,NA,NA,NA,NA,NA,NA,1045,139,NA,353,45,3,NA,NA,NA,NA,NA,282,780,4925,NA,NA,NA,1,8,6164,428,NA,NA,NA,NA,232,43,NA,NA,NA,NA,4450,128,NA,NA,139,NA,NA,NA,NA,26,2173,118,NA,170,NA,NA,78,228,524,170,1589,1426,9,3,NA,NA,NA,NA,23942,31081,3616,14028,NA,NA,NA,758,NA,NA,248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,12819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1138,NA,NA,NA,NA,215,NA,12,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,211,293,78,NA,14,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,"CNRM-ESM2-1","ssp245","r1i1p1f2","2081_2100",5,NA,82,435,19423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,160,70,NA,NA,NA,NA,NA,NA,1803,59,NA,575,64,27,NA,NA,NA,NA,NA,1352,3668,17013,20,NA,NA,NA,2,5768,682,NA,NA,NA,NA,788,NA,NA,NA,NA,NA,20949,38,NA,NA,NA,NA,NA,NA,NA,NA,836,8,NA,5,NA,NA,1,26,31,40,93,567,16,NA,NA,NA,NA,NA,5781,9762,7892,5548,NA,NA,NA,9154,NA,NA,445,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,12,NA,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175,NA,344,NA,NA,NA,NA,1,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1603,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,"CNRM-ESM2-1","ssp245","r2i1p1f2","2081_2100",1,NA,2,1495,5017,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,279,140,NA,161,41,NA,NA,NA,NA,NA,NA,NA,109,609,NA,NA,NA,NA,60,7186,190,NA,NA,NA,NA,NA,171,NA,NA,NA,NA,1616,46,NA,NA,261,NA,NA,NA,NA,119,6843,163,NA,1626,NA,7,423,270,1203,172,2648,1191,2,49,NA,3,NA,NA,30203,33656,2807,12355,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,12897,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,NA,NA,NA,NA,15,NA,36,NA,NA,1,NA,NA,NA,NA,NA,15,NA,NA,1498,3,NA,192,NA,NA,NA,43,NA,NA,1005,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,147,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,"CNRM-ESM2-1","ssp245","r3i1p1f2","2081_2100",1,NA,51,1083,12608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1806,128,NA,689,40,2,NA,NA,NA,NA,NA,46,1201,17637,21,NA,NA,3,12,5675,393,NA,NA,3,NA,80,173,NA,NA,NA,NA,7497,798,NA,NA,406,NA,NA,NA,NA,NA,1057,7,NA,837,NA,NA,127,175,443,172,1177,1198,NA,3,NA,NA,NA,NA,10932,27487,5769,10947,NA,NA,NA,5928,NA,NA,902,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,7747,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,NA,NA,NA,NA,54,NA,15,NA,NA,NA,NA,NA,NA,6,NA,NA,3,54,703,1,NA,10,NA,NA,30,130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441,6,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,"EC-Earth3","ssp245","ensembleMean","2081_2100",NA,NA,6,542,9360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,NA,NA,NA,NA,NA,59,64,NA,21,4,NA,NA,NA,NA,NA,NA,2533,31,440,NA,NA,NA,NA,NA,4692,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20847,NA,NA,NA,NA,NA,NA,NA,NA,9,9201,NA,NA,NA,NA,NA,1,138,214,43,792,988,11,NA,NA,NA,NA,NA,43580,485,4803,2124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,NA,NA,NA,NA,11,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,677,NA,NA,429,NA,NA,1276,NA,NA,NA,501,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199,23,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,"EC-Earth3","ssp245","r15i1p1f1","2081_2100",NA,NA,2,659,12218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,NA,NA,NA,NA,NA,NA,NA,13,61,NA,NA,4,NA,NA,NA,NA,NA,NA,1489,68,20,NA,NA,NA,NA,NA,5743,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24199,NA,NA,NA,NA,NA,NA,NA,NA,6,13988,NA,NA,NA,NA,NA,NA,139,222,59,471,614,NA,NA,NA,NA,NA,NA,43298,NA,3698,927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1066,NA,NA,NA,NA,NA,788,NA,NA,NA,874,NA,NA,1914,NA,NA,5,NA,NA,1,NA,NA,NA,NA,NA,240,185,332,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,9,NA
133,"EC-Earth3","ssp245","r1i1p1f1","2081_2100",NA,NA,15,372,11188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,NA,NA,NA,NA,NA,27,67,NA,23,6,NA,NA,NA,NA,NA,NA,1271,52,45,NA,NA,NA,NA,17,4809,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11463,NA,NA,NA,NA,NA,NA,NA,NA,67,7082,NA,NA,1,NA,NA,14,101,279,36,966,665,4,1,NA,NA,NA,NA,52160,1688,4263,1972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,115,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,824,NA,NA,730,2,NA,161,NA,NA,NA,86,NA,NA,689,NA,NA,42,NA,NA,1,NA,NA,NA,NA,NA,131,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,"EC-Earth3","ssp245","r4i1p1f1","2081_2100",NA,NA,8,399,6729,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118,NA,NA,NA,NA,NA,NA,NA,54,65,NA,17,1,NA,NA,NA,NA,NA,NA,3090,19,175,NA,NA,NA,NA,NA,3227,132,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,25980,NA,NA,NA,NA,NA,NA,NA,NA,4,4944,NA,NA,8,NA,NA,12,101,323,14,1202,923,3,NA,NA,NA,NA,NA,19459,8408,3730,5668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,436,NA,NA,NA,NA,4,NA,181,NA,18,7,NA,NA,NA,NA,NA,412,NA,NA,1332,NA,NA,8827,NA,NA,NA,105,NA,NA,5372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,"GFDL-ESM4","ssp245","ensembleMean","2081_2100",19,NA,110,1069,21763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265,77,NA,NA,NA,NA,NA,NA,694,32,NA,1651,133,4,NA,NA,NA,NA,NA,237,18103,26919,NA,NA,NA,NA,77,6887,489,NA,NA,NA,NA,682,NA,NA,1,NA,NA,3922,250,NA,NA,NA,NA,NA,NA,NA,51,1037,6,NA,6,NA,NA,8,23,26,13,46,292,NA,NA,NA,NA,26,NA,5383,9034,2500,11950,NA,NA,NA,2212,NA,NA,321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,242,NA,NA,NA,NA,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,NA,13,NA,70,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1522,NA,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
136,"GFDL-ESM4","ssp245","r1i1p1f1","2081_2100",47,NA,112,874,23266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,146,12,NA,NA,NA,NA,NA,NA,349,19,NA,1579,160,53,NA,NA,NA,NA,NA,80,20827,30732,NA,NA,NA,NA,77,7131,511,NA,NA,NA,NA,1235,NA,NA,1,NA,NA,4369,22,NA,NA,NA,NA,NA,NA,NA,34,718,NA,NA,NA,NA,NA,12,4,25,1,50,22,2,NA,NA,NA,NA,NA,2834,4850,2343,9500,NA,NA,NA,2651,NA,NA,188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,9,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,7,NA,31,NA,NA,NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2614,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,"GFDL-ESM4","ssp245","r2i1p1f1","2081_2100",5,NA,69,1719,17760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137,61,NA,NA,NA,NA,NA,NA,898,38,NA,1802,130,NA,NA,NA,NA,NA,NA,210,13140,20319,9,NA,NA,NA,93,7565,291,NA,NA,NA,NA,178,22,NA,NA,NA,NA,1865,1403,NA,NA,3461,NA,NA,NA,NA,83,2740,1107,NA,41,NA,NA,99,91,39,77,66,794,NA,1,NA,11,49,NA,8609,14819,2378,14355,NA,NA,NA,971,NA,NA,602,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,399,1168,NA,NA,NA,NA,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,158,8,82,NA,1,NA,NA,NA,110,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,343,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
138,"GFDL-ESM4","ssp245","r3i1p1f1","2081_2100",4,NA,93,918,21299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238,77,NA,NA,NA,NA,NA,NA,710,51,NA,1457,110,NA,NA,NA,NA,NA,NA,648,19781,27442,NA,NA,NA,NA,57,6383,516,NA,NA,NA,NA,462,1,NA,1,NA,NA,3886,74,NA,NA,NA,NA,NA,NA,NA,30,674,NA,NA,NA,NA,NA,1,45,25,31,41,377,NA,NA,NA,NA,106,NA,5125,7548,2521,11234,NA,NA,NA,2167,NA,NA,295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505,898,NA,NA,NA,NA,223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,24,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499,NA,131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
139,"GISS-E2-1-G","ssp245","ensembleMean","2081_2100",1,NA,197,813,20382,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,350,88,NA,NA,NA,NA,NA,NA,3548,157,NA,564,89,14,NA,NA,NA,NA,NA,5481,2181,13708,1,NA,NA,1,5,7928,1059,NA,NA,NA,NA,1066,NA,NA,NA,NA,NA,30614,NA,NA,NA,10,NA,NA,NA,NA,NA,644,NA,NA,9,NA,NA,NA,157,42,96,59,922,50,NA,NA,NA,11,NA,2890,6319,13140,1795,NA,NA,NA,4594,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5811,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,830,173,NA,NA,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,198,NA,337,NA,NA,NA,NA,112,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1047,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,"GISS-E2-1-G","ssp245","r1i1p3f1","2081_2100",9,NA,90,593,19023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,506,76,NA,NA,NA,NA,NA,NA,1844,76,NA,477,58,1,NA,NA,NA,NA,NA,6149,4400,14841,NA,NA,NA,NA,5,6188,760,NA,NA,NA,NA,472,NA,NA,NA,NA,NA,15935,NA,NA,NA,NA,NA,NA,NA,NA,NA,645,NA,NA,3,NA,NA,NA,88,22,77,70,921,14,NA,NA,NA,177,NA,6311,15775,7594,5682,NA,NA,NA,3299,NA,NA,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1057,752,NA,NA,NA,NA,320,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,104,NA,NA,NA,NA,100,82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2626,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,"GISS-E2-1-G","ssp245","r2i1p3f1","2081_2100",11,NA,570,407,19375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,279,20,NA,NA,NA,NA,NA,NA,1370,52,NA,1778,170,40,NA,NA,NA,NA,NA,7332,39321,26061,NA,NA,NA,NA,NA,8650,3198,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,9827,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,18,27,NA,50,56,NA,NA,NA,11,NA,3,288,5150,1,NA,NA,NA,617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,437,NA,NA,NA,192,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,65,NA,129,NA,NA,NA,NA,90,278,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,626,NA,458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
