"index","GCM","SSP","RUN","PERIOD","Pl","Lw","Fd","Ac","At","Py","Ep","Pj","Sb","Sx","Bb","Bl","Bg","Cw","Dr","Hw","Mb","Pw","Ss","Bc","Ps","Yp","Oc","Ba","Bp","Yc","Hm","Act","Sw"
1,"obs","obs",NA,"1961_1990",98128,66767,64389,3251,66900,225,18103,0,0,101032,0,106542,0,2845,740,9803,0,1822,3732,0,0,0,0,12064,0,3732,17916,0,0
2,"obs","obs",NA,"2001_2020",98408,69458,69406,1884,69895,1810,21284,0,0,103332,0,101016,0,4068,1237,13745,30,1693,6625,0,0,0,0,13294,0,6625,21077,0,0
3,"ACCESS-ESM1-5","ssp245","ensembleMean","2001_2020",100448,70899,74741,14748,72291,6836,49277,0,0,97415,0,103508,0,31651,12644,34861,258,4685,10469,0,0,0,0,26406,0,10692,32760,0,0
4,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2001_2020",100542,75876,79698,15204,61050,22180,34769,0,0,102822,0,106928,0,25038,8937,25879,1165,3569,10201,0,0,0,0,20095,0,10529,25452,0,0
5,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2001_2020",100451,71489,74801,13069,73505,7081,40508,0,0,99987,0,102678,0,20383,10555,28815,620,3423,10483,0,0,0,0,23902,0,10582,30610,0,0
6,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2001_2020",98868,71723,76896,13514,67410,14663,42305,0,0,99998,0,108878,0,34435,10195,30287,317,4334,10892,0,0,0,0,22914,0,11346,28921,0,0
7,"CNRM-ESM2-1","ssp245","ensembleMean","2001_2020",99291,69727,69844,9988,70912,922,35271,0,0,99830,0,101257,0,12990,8163,31293,14,3587,8897,0,0,0,0,23425,0,8928,31920,0,0
8,"CNRM-ESM2-1","ssp245","r1i1p1f2","2001_2020",98640,69619,70618,11350,70426,1600,43515,0,0,99003,0,101286,0,19167,10153,41944,8,5709,9566,0,0,0,0,28408,0,9610,35258,0,0
9,"CNRM-ESM2-1","ssp245","r2i1p1f2","2001_2020",98691,69728,71059,9173,71044,2987,32728,0,0,100152,0,102539,0,14175,8077,28888,42,2832,10218,0,0,0,0,22783,0,10396,30343,0,0
10,"CNRM-ESM2-1","ssp245","r3i1p1f2","2001_2020",98566,69726,70283,10471,70779,589,41840,0,0,99801,0,99816,0,14487,8917,39914,74,4502,9109,0,0,0,0,27992,0,9121,35083,0,0
11,"EC-Earth3","ssp245","ensembleMean","2001_2020",100844,75107,76489,19010,73600,5085,73734,0,0,103283,0,105542,0,49526,13383,55903,518,13649,9124,0,0,0,0,32991,0,9368,35670,0,0
12,"EC-Earth3","ssp245","r15i1p1f1","2001_2020",100949,72790,74054,19809,73058,3225,78743,0,0,99567,0,104394,0,49427,16673,61981,581,13095,9206,0,0,0,0,39105,0,9258,40162,0,0
13,"EC-Earth3","ssp245","r1i1p1f1","2001_2020",102532,81985,83175,15725,73470,19670,46999,0,0,112802,0,99768,0,38518,4725,36338,268,13956,7981,0,0,0,0,16207,0,8710,21801,0,0
14,"EC-Earth3","ssp245","r4i1p1f1","2001_2020",99041,77129,79685,17580,76740,4123,76714,0,0,105097,0,102318,0,46631,11239,48000,546,12042,8876,0,0,0,0,28899,0,9118,31170,0,0
15,"GFDL-ESM4","ssp245","ensembleMean","2001_2020",100600,70595,69963,11302,71595,795,37702,0,0,99763,0,100285,0,12743,8594,31210,0,3536,7862,0,0,0,0,23305,0,7875,31489,0,0
16,"GFDL-ESM4","ssp245","r1i1p1f1","2001_2020",101278,71100,68444,9940,72420,554,32713,0,0,102000,0,101441,0,8653,5477,22034,0,2780,6674,0,0,0,0,18782,0,6683,26927,0,0
17,"GFDL-ESM4","ssp245","r2i1p1f1","2001_2020",99713,70278,70868,9686,70097,3124,42512,0,0,100054,0,100254,0,17169,9077,41940,0,6596,9245,0,0,0,0,27286,0,9256,33647,0,0
18,"GFDL-ESM4","ssp245","r3i1p1f1","2001_2020",100499,70912,69881,13923,72222,366,42146,0,0,99004,0,100329,0,14663,10399,34298,0,3612,8111,0,0,0,0,26203,0,8130,32955,0,0
19,"GISS-E2-1-G","ssp245","ensembleMean","2001_2020",99212,68383,65241,9441,69863,84,28723,0,0,102983,0,106140,0,7651,4434,20655,3,2535,7780,0,0,0,0,20603,0,7881,27529,0,0
20,"GISS-E2-1-G","ssp245","r1i1p3f1","2001_2020",100857,69484,62471,15093,72226,1,36239,0,0,103136,0,104290,0,7829,4777,19090,2,2709,7085,0,0,0,0,19492,0,7102,26307,0,0
21,"GISS-E2-1-G","ssp245","r2i1p3f1","2001_2020",99538,66132,60588,9928,67915,0,24972,0,0,103494,0,109717,0,5007,2436,15020,0,2151,6266,0,0,0,0,18377,0,6266,24678,0,0
22,"GISS-E2-1-G","ssp245","r3i1p3f1","2001_2020",98482,68355,70190,6666,70149,1109,31584,0,0,103681,0,105485,0,9189,5075,21277,47,2538,8471,0,0,0,0,19722,0,8642,27396,0,0
23,"MIROC6","ssp245","ensembleMean","2001_2020",99245,68285,70321,14098,68983,4386,46752,0,0,95342,0,101569,0,27936,13709,41883,0,5637,10896,0,0,0,0,29530,0,11083,36817,0,0
24,"MIROC6","ssp245","r1i1p1f1","2001_2020",97186,63619,65400,16553,62481,6070,52276,0,0,92843,0,105891,0,36679,16343,50955,29,8477,12081,0,0,0,0,34824,0,12285,41449,0,0
25,"MIROC6","ssp245","r2i1p1f1","2001_2020",99753,69589,70034,9562,72298,1374,29184,0,0,101840,0,103772,0,9826,6665,21727,53,1755,10458,0,0,0,0,21805,0,10717,25924,0,0
26,"MIROC6","ssp245","r3i1p1f1","2001_2020",103830,70350,70857,20068,68990,9415,71633,0,0,93650,0,105468,0,52622,19583,65938,0,16516,8552,0,0,0,0,38384,0,8614,42713,0,0
27,"MPI-ESM1-2-HR","ssp245","ensembleMean","2001_2020",99650,70165,71695,7390,71523,3040,31346,0,0,102352,0,105086,0,13625,6289,24402,97,2462,9256,0,0,0,0,21020,0,9375,27987,0,0
28,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2001_2020",101455,72085,73023,6627,72408,3317,33411,0,0,105458,0,104737,0,6669,3875,15435,451,1719,7234,0,0,0,0,16640,0,7244,22261,0,0
