"BGC","SS_NoSpace","Spp","ESuit"
"ICHmk1","ICHmk1/103","Pl",2
"ICHmk1","ICHmk1/103","Py",4
"ICHmk1","ICHmk1/103","Sx",3
"ICHmk1","ICHmk1/104","At",2
"ICHmk1","ICHmk1/104","Bl",2
"ICHmk1","ICHmk1/104","Cw",3
"ICHmk1","ICHmk1/104","Ep",2
"ICHmk1","ICHmk1/104","Fd",2
"ICHmk1","ICHmk1/104","Lw",2
"ICHmk1","ICHmk1/104","Pl",1
"ICHmk1","ICHmk1/104","Py",4
"ICHmk1","ICHmk1/104","Sx",2
"ICHmk1","ICHmk1/105","At",2
"ICHmk1","ICHmk1/105","Bl",3
"ICHmk1","ICHmk1/105","Cw",2
"ICHmk1","ICHmk1/105","Ep",2
"ICHmk1","ICHmk1/105","Fd",1
"ICHmk1","ICHmk1/105","Lw",1
"ICHmk1","ICHmk1/105","Pl",1
"ICHmk1","ICHmk1/105","Sx",2
"ICHmk1","ICHmk1/110","Act",2
"ICHmk1","ICHmk1/110","At",2
"ICHmk1","ICHmk1/110","Bl",2
"ICHmk1","ICHmk1/110","Cw",1
"ICHmk1","ICHmk1/110","Ep",3
"ICHmk1","ICHmk1/110","Fd",1
"ICHmk1","ICHmk1/110","Lw",2
"ICHmk1","ICHmk1/110","Pl",2
"ICHmk1","ICHmk1/110","Sx",1
"ICHmk1","ICHmk1/111","Act",2
"ICHmk1","ICHmk1/111","At",2
"ICHmk1","ICHmk1/111","Bl",2
"ICHmk1","ICHmk1/111","Cw",1
"ICHmk1","ICHmk1/111","Ep",2
"ICHmk1","ICHmk1/111","Fd",2
"ICHmk1","ICHmk1/111","Lw",2
"ICHmk1","ICHmk1/111","Pl",2
"ICHmk1","ICHmk1/111","Sx",1
"ICHmk1","ICHmk1/112","Act",2
"ICHmk1","ICHmk1/112","At",3
"ICHmk1","ICHmk1/112","Bl",2
"ICHmk1","ICHmk1/112","Cw",2
"ICHmk1","ICHmk1/112","Ep",3
"ICHmk1","ICHmk1/112","Fd",5
"ICHmk1","ICHmk1/112","Lw",5
"ICHmk1","ICHmk1/112","Pl",3
"ICHmk1","ICHmk1/112","Sx",1
"ICHmk2","ICHmk2/01","Act",3
"ICHmk2","ICHmk2/01","At",2
"ICHmk2","ICHmk2/01","Bl",2
"ICHmk2","ICHmk2/01","Cw",2
"ICHmk2","ICHmk2/01","Ep",2
"ICHmk2","ICHmk2/01","Fd",2
"ICHmk2","ICHmk2/01","Lw",4
"ICHmk2","ICHmk2/01","Pl",1
"ICHmk2","ICHmk2/01","Sx",1
"ICHmk2","ICHmk2/02","At",3
"ICHmk2","ICHmk2/02","Bl",3
"ICHmk2","ICHmk2/02","Ep",3
"ICHmk2","ICHmk2/02","Fd",1
"ICHmk2","ICHmk2/02","Lw",4
"ICHmk2","ICHmk2/02","Pl",1
"ICHmk2","ICHmk2/02","Sx",3
"ICHmk2","ICHmk2/03","At",3
"ICHmk2","ICHmk2/03","Bl",3
"ICHmk2","ICHmk2/03","Cw",3
"ICHmk2","ICHmk2/03","Ep",3
"ICHmk2","ICHmk2/03","Fd",1
"ICHmk2","ICHmk2/03","Lw",4
"ICHmk2","ICHmk2/03","Pl",1
"ICHmk2","ICHmk2/03","Sx",2
"ICHmk2","ICHmk2/04","At",3
"ICHmk2","ICHmk2/04","Bl",2
"ICHmk2","ICHmk2/04","Cw",3
"ICHmk2","ICHmk2/04","Ep",2
"ICHmk2","ICHmk2/04","Fd",1
"ICHmk2","ICHmk2/04","Lw",4
"ICHmk2","ICHmk2/04","Pl",1
"ICHmk2","ICHmk2/04","Sx",2
"ICHmk2","ICHmk2/05","Act",3
"ICHmk2","ICHmk2/05","At",2
"ICHmk2","ICHmk2/05","Bl",2
"ICHmk2","ICHmk2/05","Cw",2
"ICHmk2","ICHmk2/05","Ep",2
"ICHmk2","ICHmk2/05","Fd",2
"ICHmk2","ICHmk2/05","Lw",4
"ICHmk2","ICHmk2/05","Pl",1
"ICHmk2","ICHmk2/05","Sx",1
"ICHmk2","ICHmk2/06","Act",2
"ICHmk2","ICHmk2/06","At",2
"ICHmk2","ICHmk2/06","Bl",1
"ICHmk2","ICHmk2/06","Cw",2
"ICHmk2","ICHmk2/06","Ep",2
"ICHmk2","ICHmk2/06","Fd",2
"ICHmk2","ICHmk2/06","Pl",2
"ICHmk2","ICHmk2/06","Sx",1
"ICHmk3","ICHmk3/01","Act",3
"ICHmk3","ICHmk3/01","At",2
"ICHmk3","ICHmk3/01","Bl",1
"ICHmk3","ICHmk3/01","Cw",2
"ICHmk3","ICHmk3/01","Ep",2
"ICHmk3","ICHmk3/01","Fd",1
"ICHmk3","ICHmk3/01","Lw",4
"ICHmk3","ICHmk3/01","Pl",1
"ICHmk3","ICHmk3/01","Sx",1
"ICHmk3","ICHmk3/02","At",3
"ICHmk3","ICHmk3/02","Bl",3
"ICHmk3","ICHmk3/02","Fd",2
"ICHmk3","ICHmk3/02","Pl",2
"ICHmk3","ICHmk3/02","Sx",3
"ICHmk3","ICHmk3/03","At",3
"ICHmk3","ICHmk3/03","Bl",3
"ICHmk3","ICHmk3/03","Cw",3
"ICHmk3","ICHmk3/03","Fd",1
"ICHmk3","ICHmk3/03","Lw",4
"ICHmk3","ICHmk3/03","Pl",1
"ICHmk3","ICHmk3/03","Sx",3
"ICHmk3","ICHmk3/04","Act",3
"ICHmk3","ICHmk3/04","At",2
"ICHmk3","ICHmk3/04","Bl",1
"ICHmk3","ICHmk3/04","Cw",1
"ICHmk3","ICHmk3/04","Ep",2
"ICHmk3","ICHmk3/04","Fd",1
"ICHmk3","ICHmk3/04","Lw",4
"ICHmk3","ICHmk3/04","Pl",2
"ICHmk3","ICHmk3/04","Sx",1
"ICHmk3","ICHmk3/05","Act",3
"ICHmk3","ICHmk3/05","At",2
"ICHmk3","ICHmk3/05","Bl",1
"ICHmk3","ICHmk3/05","Cw",1
"ICHmk3","ICHmk3/05","Pl",1
"ICHmk3","ICHmk3/05","Sx",1
"ICHmk3","ICHmk3/06","Act",3
"ICHmk3","ICHmk3/06","At",2
"ICHmk3","ICHmk3/06","Bl",1
"ICHmk3","ICHmk3/06","Cw",2
"ICHmk3","ICHmk3/06","Ep",2
"ICHmk3","ICHmk3/06","Fd",2
"ICHmk3","ICHmk3/06","Pl",2
"ICHmk3","ICHmk3/06","Sx",1
"ICHmk3","ICHmk3/07","Act",2
"ICHmk3","ICHmk3/07","Bl",1
"ICHmk3","ICHmk3/07","Cw",1
"ICHmk3","ICHmk3/07","Pl",2
"ICHmk3","ICHmk3/07","Sx",1
"ICHmk4","ICHmk4/101","Act",3
"ICHmk4","ICHmk4/101","At",2
"ICHmk4","ICHmk4/101","Bl",2
"ICHmk4","ICHmk4/101","Cw",1
"ICHmk4","ICHmk4/101","Ep",2
"ICHmk4","ICHmk4/101","Fd",2
"ICHmk4","ICHmk4/101","Lw",2
"ICHmk4","ICHmk4/101","Pl",3
"ICHmk4","ICHmk4/101","Sx",1
"ICHmk4","ICHmk4/102","At",3
"ICHmk4","ICHmk4/102","Ep",3
"ICHmk4","ICHmk4/102","Fd",2
"ICHmk4","ICHmk4/102","Lw",3
"ICHmk4","ICHmk4/102","Pl",3
"ICHmk4","ICHmk4/102","Py",4
"ICHmk4","ICHmk4/103","At",2
"ICHmk4","ICHmk4/103","Bl",3
"ICHmk4","ICHmk4/103","Ep",2
"ICHmk4","ICHmk4/103","Fd",1
"ICHmk4","ICHmk4/103","Lw",2
"ICHmk4","ICHmk4/103","Pl",2
"ICHmk4","ICHmk4/103","Sx",2
"ICHmk4","ICHmk4/110","Act",2
"ICHmk4","ICHmk4/110","At",2
"ICHmk4","ICHmk4/110","Bl",2
"ICHmk4","ICHmk4/110","Cw",1
"ICHmk4","ICHmk4/110","Ep",2
"ICHmk4","ICHmk4/110","Fd",3
"ICHmk4","ICHmk4/110","Lw",3
"ICHmk4","ICHmk4/110","Sx",1
"ICHmk4","ICHmk4/111","Act",2
"ICHmk4","ICHmk4/111","At",3
"ICHmk4","ICHmk4/111","Bl",2
"ICHmk4","ICHmk4/111","Cw",1
"ICHmk4","ICHmk4/111","Ep",2
"ICHmk4","ICHmk4/111","Sx",1
"ICHmk4","ICHmk4/112","Act",2
"ICHmk4","ICHmk4/112","At",2
"ICHmk4","ICHmk4/112","Bl",2
"ICHmk4","ICHmk4/112","Cw",2
"ICHmk4","ICHmk4/112","Ep",2
"ICHmk4","ICHmk4/112","Sx",1
"ICHmk5","ICHmk5/101","Act",3
"ICHmk5","ICHmk5/101","At",2
"ICHmk5","ICHmk5/101","Bl",2
"ICHmk5","ICHmk5/101","Cw",2
"ICHmk5","ICHmk5/101","Ep",2
"ICHmk5","ICHmk5/101","Fd",1
"ICHmk5","ICHmk5/101","Lw",4
"ICHmk5","ICHmk5/101","Pl",2
"ICHmk5","ICHmk5/101","Sx",1
"ICHmk5","ICHmk5/102","At",3
"ICHmk5","ICHmk5/102","Ep",3
"ICHmk5","ICHmk5/102","Fd",1
"ICHmk5","ICHmk5/102","Pf",3
"ICHmk5","ICHmk5/102","Pl",3
"ICHmk5","ICHmk5/103","At",2
"ICHmk5","ICHmk5/103","Ep",2
"ICHmk5","ICHmk5/103","Fd",1
"ICHmk5","ICHmk5/103","Lw",4
"ICHmk5","ICHmk5/103","Pl",2
"ICHmk5","ICHmk5/104","At",2
"ICHmk5","ICHmk5/104","Bl",3
"ICHmk5","ICHmk5/104","Ep",2
"ICHmk5","ICHmk5/104","Fd",1
"ICHmk5","ICHmk5/104","Lw",4
"ICHmk5","ICHmk5/104","Pl",2
"ICHmk5","ICHmk5/104","Sx",2
"ICHmk5","ICHmk5/110","Act",2
"ICHmk5","ICHmk5/110","At",2
"ICHmk5","ICHmk5/110","Bl",2
"ICHmk5","ICHmk5/110","Cw",1
"ICHmk5","ICHmk5/110","Ep",2
"ICHmk5","ICHmk5/110","Fd",2
"ICHmk5","ICHmk5/110","Lw",4
"ICHmk5","ICHmk5/110","Sx",1
"ICHmk5","ICHmk5/111","Act",2
"ICHmk5","ICHmk5/111","At",2
"ICHmk5","ICHmk5/111","Bl",2
"ICHmk5","ICHmk5/111","Ep",2
"ICHmk5","ICHmk5/111","Fd",2
"ICHmk5","ICHmk5/111","Sx",1
"ICHmk5","ICHmk5/112","Act",2
"ICHmk5","ICHmk5/112","At",3
"ICHmk5","ICHmk5/112","Bl",2
"ICHmk5","ICHmk5/112","Cw",2
"ICHmk5","ICHmk5/112","Ep",2
"ICHmk5","ICHmk5/112","Sx",1
"ICHmm","ICHmm/01","At",1
"ICHmm","ICHmm/01","Bl",2
"ICHmm","ICHmm/01","Cw",2
"ICHmm","ICHmm/01","Ep",3
"ICHmm","ICHmm/01","Fd",1
"ICHmm","ICHmm/01","Hw",1
"ICHmm","ICHmm/01","Lw",4
"ICHmm","ICHmm/01","Pl",1
"ICHmm","ICHmm/01","Sx",1
"ICHmm","ICHmm/02","At",3
"ICHmm","ICHmm/02","Bl",3
"ICHmm","ICHmm/02","Cw",3
"ICHmm","ICHmm/02","Ep",3
"ICHmm","ICHmm/02","Fd",1
"ICHmm","ICHmm/02","Hw",2
"ICHmm","ICHmm/02","Pl",1
"ICHmm","ICHmm/02","Sx",3
"ICHmm","ICHmm/03","At",3
"ICHmm","ICHmm/03","Bl",2
"ICHmm","ICHmm/03","Cw",2
"ICHmm","ICHmm/03","Ep",3
"ICHmm","ICHmm/03","Fd",1
"ICHmm","ICHmm/03","Hw",1
"ICHmm","ICHmm/03","Pl",1
"ICHmm","ICHmm/03","Sx",2
"ICHmm","ICHmm/04","Act",3
"ICHmm","ICHmm/04","At",3
"ICHmm","ICHmm/04","Bl",1
"ICHmm","ICHmm/04","Cw",1
"ICHmm","ICHmm/04","Ep",3
"ICHmm","ICHmm/04","Fd",2
"ICHmm","ICHmm/04","Hw",1
"ICHmm","ICHmm/04","Pl",2
"ICHmm","ICHmm/04","Pw",3
"ICHmm","ICHmm/04","Sx",1
"ICHmm","ICHmm/05","Act",3
"ICHmm","ICHmm/05","At",3
"ICHmm","ICHmm/05","Bl",1
"ICHmm","ICHmm/05","Cw",1
"ICHmm","ICHmm/05","Ep",3
"ICHmm","ICHmm/05","Fd",3
"ICHmm","ICHmm/05","Hw",1
"ICHmm","ICHmm/05","Pl",2
"ICHmm","ICHmm/05","Sx",1
"ICHmm","ICHmm/06","Act",3
"ICHmm","ICHmm/06","Bl",1
"ICHmm","ICHmm/06","Cw",1
"ICHmm","ICHmm/06","Hw",1
"ICHmm","ICHmm/06","Pl",2
"ICHmm","ICHmm/06","Sx",1
"ICHmm","ICHmm/07","Pl",2
"ICHmm","ICHmm/07","Sb",2
"ICHmm","ICHmm/07","Sx",2
"ICHmm","ICHmm/08","Bl",2
"ICHmm","ICHmm/08","Cw",2
"ICHmm","ICHmm/08","Hw",2
"ICHmm","ICHmm/08","Pl",2
"ICHmm","ICHmm/08","Sx",2
"ICHmw_MT","ICHmw_MT/101","At",2
"ICHmw_MT","ICHmw_MT/101","Bg",2
"ICHmw_MT","ICHmw_MT/101","Bl",3
"ICHmw_MT","ICHmw_MT/101","Cw",2
"ICHmw_MT","ICHmw_MT/101","Ep",3
"ICHmw_MT","ICHmw_MT/101","Fd",1
"ICHmw_MT","ICHmw_MT/101","Hw",2
"ICHmw_MT","ICHmw_MT/101","Lw",1
"ICHmw_MT","ICHmw_MT/101","Pl",3
"ICHmw_MT","ICHmw_MT/101","Pw",2
"ICHmw_MT","ICHmw_MT/101","Sx",2
"ICHmw_MT","ICHmw_MT/102","Fd",1
"ICHmw_MT","ICHmw_MT/102","Lw",2
"ICHmw_MT","ICHmw_MT/102","Pl",1
"ICHmw_MT","ICHmw_MT/102","Py",2
"ICHmw_MT","ICHmw_MT/103","Bl",5
"ICHmw_MT","ICHmw_MT/103","Cw",3
"ICHmw_MT","ICHmw_MT/103","Fd",1
"ICHmw_MT","ICHmw_MT/103","Lw",1
"ICHmw_MT","ICHmw_MT/103","Pl",1
"ICHmw_MT","ICHmw_MT/103","Pw",2
"ICHmw_MT","ICHmw_MT/103","Py",3
"ICHmw_MT","ICHmw_MT/103","Sx",5
"ICHmw_MT","ICHmw_MT/110","At",3
"ICHmw_MT","ICHmw_MT/110","Bg",2
"ICHmw_MT","ICHmw_MT/110","Bl",2
"ICHmw_MT","ICHmw_MT/110","Cw",1
"ICHmw_MT","ICHmw_MT/110","Ep",5
"ICHmw_MT","ICHmw_MT/110","Fd",2
"ICHmw_MT","ICHmw_MT/110","Hw",2
"ICHmw_MT","ICHmw_MT/110","Lw",2
"ICHmw_MT","ICHmw_MT/110","Pl",3
"ICHmw_MT","ICHmw_MT/110","Pw",2
"ICHmw_MT","ICHmw_MT/110","Sx",2
"ICHmw_MT","ICHmw_MT/111","Act",5
"ICHmw_MT","ICHmw_MT/111","Bg",3
"ICHmw_MT","ICHmw_MT/111","Bl",3
"ICHmw_MT","ICHmw_MT/111","Cw",1
"ICHmw_MT","ICHmw_MT/111","Hw",2
"ICHmw_MT","ICHmw_MT/111","Pw",5
"ICHmw_MT","ICHmw_MT/111","Sx",2
"ICHmw_MT","ICHmw_MT/112","At",2
"ICHmw_MT","ICHmw_MT/112","Bg",2
"ICHmw_MT","ICHmw_MT/112","Cw",1
"ICHmw_MT","ICHmw_MT/112","Ep",2
"ICHmw_MT","ICHmw_MT/112","Fd",2
"ICHmw_MT","ICHmw_MT/112","Hw",3
"ICHmw_MT","ICHmw_MT/112","Lw",2
"ICHmw_MT","ICHmw_MT/112","Pw",2
"ICHmw_MT","ICHmw_MT/112","Sx",2
"ICHmw_MT","ICHmw_MT/113","Act",2
"ICHmw_MT","ICHmw_MT/113","Bg",2
"ICHmw_MT","ICHmw_MT/113","Cw",1
"ICHmw_MT","ICHmw_MT/113","Pw",3
"ICHmw_MT","ICHmw_MT/113","Sx",2
"ICHmw1","ICHmw1/01","At",2
"ICHmw1","ICHmw1/01","Bl",3
"ICHmw1","ICHmw1/01","Cw",2
"ICHmw1","ICHmw1/01","Ep",2
"ICHmw1","ICHmw1/01","Fd",1
"ICHmw1","ICHmw1/01","Hw",3
"ICHmw1","ICHmw1/01","Lw",4
"ICHmw1","ICHmw1/01","Pl",1
"ICHmw1","ICHmw1/01","Pw",2
"ICHmw1","ICHmw1/01","Sx",2
"ICHmw1","ICHmw1/02","At",3
"ICHmw1","ICHmw1/02","Bl",3
"ICHmw1","ICHmw1/02","Cw",3
"ICHmw1","ICHmw1/02","Ep",3
"ICHmw1","ICHmw1/02","Fd",1
"ICHmw1","ICHmw1/02","Hw",3
"ICHmw1","ICHmw1/02","Lw",4
"ICHmw1","ICHmw1/02","Pl",2
"ICHmw1","ICHmw1/02","Pw",2
"ICHmw1","ICHmw1/02","Sx",3
"ICHmw1","ICHmw1/03","At",3
"ICHmw1","ICHmw1/03","Bl",2
"ICHmw1","ICHmw1/03","Cw",3
"ICHmw1","ICHmw1/03","Ep",3
"ICHmw1","ICHmw1/03","Fd",1
"ICHmw1","ICHmw1/03","Hw",3
"ICHmw1","ICHmw1/03","Lw",4
"ICHmw1","ICHmw1/03","Pl",1
"ICHmw1","ICHmw1/03","Pw",2
"ICHmw1","ICHmw1/03","Sx",2
"ICHmw1","ICHmw1/04","At",3
"ICHmw1","ICHmw1/04","Bl",3
"ICHmw1","ICHmw1/04","Cw",3
"ICHmw1","ICHmw1/04","Ep",2
"ICHmw1","ICHmw1/04","Fd",1
"ICHmw1","ICHmw1/04","Hw",3
"ICHmw1","ICHmw1/04","Lw",4
"ICHmw1","ICHmw1/04","Pa",3
"ICHmw1","ICHmw1/04","Pl",1
"ICHmw1","ICHmw1/04","Pw",2
"ICHmw1","ICHmw1/04","Sx",3
"ICHmw1","ICHmw1/05","Act",2
"ICHmw1","ICHmw1/05","At",3
"ICHmw1","ICHmw1/05","Bl",2
"ICHmw1","ICHmw1/05","Cw",1
"ICHmw1","ICHmw1/05","Ep",2
"ICHmw1","ICHmw1/05","Fd",1
"ICHmw1","ICHmw1/05","Hw",1
"ICHmw1","ICHmw1/05","Pl",2
"ICHmw1","ICHmw1/05","Pw",2
"ICHmw1","ICHmw1/05","Sx",1
"ICHmw1","ICHmw1/06","Act",2
"ICHmw1","ICHmw1/06","At",3
"ICHmw1","ICHmw1/06","Bl",1
"ICHmw1","ICHmw1/06","Cw",1
"ICHmw1","ICHmw1/06","Ep",2
"ICHmw1","ICHmw1/06","Fd",2
"ICHmw1","ICHmw1/06","Hw",1
"ICHmw1","ICHmw1/06","Lw",4
"ICHmw1","ICHmw1/06","Pl",2
"ICHmw1","ICHmw1/06","Pw",2
"ICHmw1","ICHmw1/06","Sx",1
"ICHmw1","ICHmw1/07","Act",2
"ICHmw1","ICHmw1/07","At",3
"ICHmw1","ICHmw1/07","Bl",2
"ICHmw1","ICHmw1/07","Cw",1
"ICHmw1","ICHmw1/07","Ep",2
"ICHmw1","ICHmw1/07","Fd",2
"ICHmw1","ICHmw1/07","Hw",1
"ICHmw1","ICHmw1/07","Pl",2
"ICHmw1","ICHmw1/07","Sx",1
"ICHmw2","ICHmw2/101","Act",3
"ICHmw2","ICHmw2/101","At",2
"ICHmw2","ICHmw2/101","Bl",3
"ICHmw2","ICHmw2/101","Cw",1
"ICHmw2","ICHmw2/101","Ep",2
"ICHmw2","ICHmw2/101","Fd",2
"ICHmw2","ICHmw2/101","Hw",1
"ICHmw2","ICHmw2/101","Lw",2
"ICHmw2","ICHmw2/101","Pw",2
"ICHmw2","ICHmw2/101","Sx",3
"ICHmw2","ICHmw2/102","At",3
"ICHmw2","ICHmw2/102","Cw",3
"ICHmw2","ICHmw2/102","Ep",3
"ICHmw2","ICHmw2/102","Fd",1
"ICHmw2","ICHmw2/102","Hw",3
"ICHmw2","ICHmw2/102","Lw",3
"ICHmw2","ICHmw2/102","Pl",1
"ICHmw2","ICHmw2/102","Py",4
"ICHmw2","ICHmw2/103","At",2
"ICHmw2","ICHmw2/103","Cw",3
"ICHmw2","ICHmw2/103","Ep",2
"ICHmw2","ICHmw2/103","Fd",1
"ICHmw2","ICHmw2/103","Lw",2
"ICHmw2","ICHmw2/103","Pl",2
"ICHmw2","ICHmw2/103","Pw",3
"ICHmw2","ICHmw2/103","Py",4
"ICHmw2","ICHmw2/104","At",2
"ICHmw2","ICHmw2/104","Bl",3
"ICHmw2","ICHmw2/104","Cw",1
"ICHmw2","ICHmw2/104","Ep",2
"ICHmw2","ICHmw2/104","Fd",1
"ICHmw2","ICHmw2/104","Hw",2
"ICHmw2","ICHmw2/104","Lw",2
"ICHmw2","ICHmw2/104","Pl",3
"ICHmw2","ICHmw2/104","Pw",2
"ICHmw2","ICHmw2/104","Py",4
"ICHmw2","ICHmw2/104","Sx",3
"ICHmw2","ICHmw2/110","Act",2
"ICHmw2","ICHmw2/110","At",3
"ICHmw2","ICHmw2/110","Bl",3
"ICHmw2","ICHmw2/110","Cw",1
"ICHmw2","ICHmw2/110","Ep",2
"ICHmw2","ICHmw2/110","Fd",3
"ICHmw2","ICHmw2/110","Hw",1
"ICHmw2","ICHmw2/110","Lw",3
"ICHmw2","ICHmw2/110","Pw",3
"ICHmw2","ICHmw2/110","Sx",2
"ICHmw2","ICHmw2/111","Act",2
"ICHmw2","ICHmw2/111","At",3
"ICHmw2","ICHmw2/111","Bl",3
"ICHmw2","ICHmw2/111","Cw",1
"ICHmw2","ICHmw2/111","Ep",3
"ICHmw2","ICHmw2/111","Fd",5
"ICHmw2","ICHmw2/111","Hw",1
"ICHmw2","ICHmw2/111","Lw",5
"ICHmw2","ICHmw2/111","Pw",5
"ICHmw2","ICHmw2/111","Sx",2
"ICHmw2","ICHmw2/112","Act",2
"ICHmw2","ICHmw2/112","Bl",1
"ICHmw2","ICHmw2/112","Cw",3
"ICHmw2","ICHmw2/112","Hw",2
"ICHmw2","ICHmw2/112","Sx",1
"ICHmw2","ICHmw2/113","Act",2
"ICHmw2","ICHmw2/113","Bl",3
"ICHmw2","ICHmw2/113","Cw",1
"ICHmw2","ICHmw2/113","Hw",1
"ICHmw2","ICHmw2/113","Sx",2
"ICHmw2","ICHmw2/114","Act",2
"ICHmw2","ICHmw2/114","Bl",3
"ICHmw2","ICHmw2/114","Cw",1
"ICHmw2","ICHmw2/114","Hw",1
"ICHmw2","ICHmw2/114","Sx",2
"ICHmw3","ICHmw3/01","Act",3
"ICHmw3","ICHmw3/01","At",2
"ICHmw3","ICHmw3/01","Bl",3
"ICHmw3","ICHmw3/01","Cw",2
"ICHmw3","ICHmw3/01","Ep",2
"ICHmw3","ICHmw3/01","Fd",1
"ICHmw3","ICHmw3/01","Hw",2
"ICHmw3","ICHmw3/01","Lw",4
"ICHmw3","ICHmw3/01","Pl",2
"ICHmw3","ICHmw3/01","Pw",3
"ICHmw3","ICHmw3/01","Sx",2
"ICHmw3","ICHmw3/02","Cw",3
"ICHmw3","ICHmw3/02","Ep",3
"ICHmw3","ICHmw3/02","Fd",1
"ICHmw3","ICHmw3/02","Lw",4
"ICHmw3","ICHmw3/02","Pl",1
"ICHmw3","ICHmw3/02","Pw",3
"ICHmw3","ICHmw3/02","Py",3
"ICHmw3","ICHmw3/03","At",2
"ICHmw3","ICHmw3/03","Bl",3
"ICHmw3","ICHmw3/03","Cw",3
"ICHmw3","ICHmw3/03","Ep",2
"ICHmw3","ICHmw3/03","Fd",1
"ICHmw3","ICHmw3/03","Hw",3
"ICHmw3","ICHmw3/03","Lw",4
"ICHmw3","ICHmw3/03","Pl",2
"ICHmw3","ICHmw3/03","Pw",3
"ICHmw3","ICHmw3/03","Py",4
"ICHmw3","ICHmw3/03","Sx",3
"ICHmw3","ICHmw3/04","At",3
"ICHmw3","ICHmw3/04","Bl",3
"ICHmw3","ICHmw3/04","Cw",2
"ICHmw3","ICHmw3/04","Ep",3
"ICHmw3","ICHmw3/04","Fd",1
"ICHmw3","ICHmw3/04","Hw",3
"ICHmw3","ICHmw3/04","Lw",4
"ICHmw3","ICHmw3/04","Pl",1
"ICHmw3","ICHmw3/04","Pw",3
"ICHmw3","ICHmw3/04","Sx",3
"ICHmw3","ICHmw3/05","Act",3
"ICHmw3","ICHmw3/05","At",2
"ICHmw3","ICHmw3/05","Bl",3
"ICHmw3","ICHmw3/05","Cw",2
"ICHmw3","ICHmw3/05","Ep",2
"ICHmw3","ICHmw3/05","Fd",1
"ICHmw3","ICHmw3/05","Hw",3
"ICHmw3","ICHmw3/05","Lw",4
"ICHmw3","ICHmw3/05","Pl",2
"ICHmw3","ICHmw3/05","Pw",3
"ICHmw3","ICHmw3/05","Sx",2
"ICHmw3","ICHmw3/06","Act",2
"ICHmw3","ICHmw3/06","At",2
"ICHmw3","ICHmw3/06","Bl",3
"ICHmw3","ICHmw3/06","Cw",1
"ICHmw3","ICHmw3/06","Ep",2
"ICHmw3","ICHmw3/06","Fd",2
"ICHmw3","ICHmw3/06","Hw",1
"ICHmw3","ICHmw3/06","Lw",4
"ICHmw3","ICHmw3/06","Pl",2
"ICHmw3","ICHmw3/06","Pw",3
"ICHmw3","ICHmw3/06","Sx",1
"ICHmw3","ICHmw3/07","Act",2
"ICHmw3","ICHmw3/07","At",2
"ICHmw3","ICHmw3/07","Bl",3
"ICHmw3","ICHmw3/07","Cw",1
"ICHmw3","ICHmw3/07","Ep",2
"ICHmw3","ICHmw3/07","Fd",2
"ICHmw3","ICHmw3/07","Hw",2
"ICHmw3","ICHmw3/07","Lw",4
"ICHmw3","ICHmw3/07","Pl",2
"ICHmw3","ICHmw3/07","Pw",3
"ICHmw3","ICHmw3/07","Sx",1
"ICHmw3","ICHmw3/08","Act",2
"ICHmw3","ICHmw3/08","At",3
"ICHmw3","ICHmw3/08","Bl",3
"ICHmw3","ICHmw3/08","Cw",1
"ICHmw3","ICHmw3/08","Ep",3
"ICHmw3","ICHmw3/08","Hw",2
"ICHmw3","ICHmw3/08","Pl",2
"ICHmw3","ICHmw3/08","Pw",3
"ICHmw3","ICHmw3/08","Sx",1
"ICHmw4","ICHmw4/101","Act",3
"ICHmw4","ICHmw4/101","At",3
"ICHmw4","ICHmw4/101","Bg",3
"ICHmw4","ICHmw4/101","Bl",2
"ICHmw4","ICHmw4/101","Cw",1
"ICHmw4","ICHmw4/101","Ep",2
"ICHmw4","ICHmw4/101","Fd",2
"ICHmw4","ICHmw4/101","Hw",1
"ICHmw4","ICHmw4/101","Lw",2
"ICHmw4","ICHmw4/101","Pl",2
"ICHmw4","ICHmw4/101","Pw",2
"ICHmw4","ICHmw4/101","Sx",2
"ICHmw4","ICHmw4/102","Fd",1
"ICHmw4","ICHmw4/102","Lw",2
"ICHmw4","ICHmw4/102","Pl",1
"ICHmw4","ICHmw4/102","Py",4
"ICHmw4","ICHmw4/103","At",2
"ICHmw4","ICHmw4/103","Bl",3
"ICHmw4","ICHmw4/103","Cw",3
"ICHmw4","ICHmw4/103","Ep",2
"ICHmw4","ICHmw4/103","Fd",1
"ICHmw4","ICHmw4/103","Lw",2
"ICHmw4","ICHmw4/103","Pl",2
"ICHmw4","ICHmw4/103","Pw",3
"ICHmw4","ICHmw4/103","Py",4
"ICHmw4","ICHmw4/104","At",2
"ICHmw4","ICHmw4/104","Bg",3
"ICHmw4","ICHmw4/104","Bl",3
"ICHmw4","ICHmw4/104","Cw",1
"ICHmw4","ICHmw4/104","Ep",2
"ICHmw4","ICHmw4/104","Fd",1
"ICHmw4","ICHmw4/104","Hw",2
"ICHmw4","ICHmw4/104","Lw",1
"ICHmw4","ICHmw4/104","Pl",2
"ICHmw4","ICHmw4/104","Pw",2
"ICHmw4","ICHmw4/104","Py",4
"ICHmw4","ICHmw4/104","Sx",3
"ICHmw4","ICHmw4/110","Act",2
"ICHmw4","ICHmw4/110","At",3
"ICHmw4","ICHmw4/110","Bg",3
