"Region","ZoneSubzone","SiteSeries","SiteSeriesName","Standard","StockingTarget","StockingMINpa","StockingMINp","StockingDelay","AssessmentEarliest","AssessmentLatest","Flag","Comment"
"LMH75-Boundary-Ok (2021)","ICHmw5","113","CwSxw – Skunk cabbage","1050366",1000,500,400,4,9,15,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","101","FdCw – Falsebox – Prince’s pine","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","102","Py – Juniper – Penstemon – Bluebunch wheatgrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","103","FdPy – Oregon-grape – Bluebunch wheatgrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","104","Fd – Falsebox – Pinegrass","999",1000,500,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","110","CwFd – Thimbleberry – Sarsaparilla","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","111","Cw – Devil’s club – Baneberry","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","ICHxm1","112","CwSxw – Skunk cabbage","999",1000,500,400,4,9,20,0,
"LMH75-Boundary-Ok (2021)","IDFdh","101","FdLw – Ninebark – Pinegrass","999",1000,500,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdh","102","PyFd – Ninebark – Selaginella","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdh","103","PyFd - Snowberry - Bluebunch wheatgrass","999",600,400,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdh","104","104 FdPy – Snowberry – Pinegrass","999",1000,500,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdh","110","Fd(Lw) – Douglas maple – Sarsaparilla","999",1000,500,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdh","111","Sxw – Douglas maple – Oak fern","999",1000,500,400,4,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","101","Fd(Lw) - Pinegrass - Twinflower","999",1000,500,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","102","PyFd - Bluebunch wheatgrass - Kinnikinnick","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","103","FdPy – Bluebunch wheatgrass – Pinegrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","104","FdLw – Pinegrass – Kinnikinnick","999",1000,500,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","110","CwFd - Douglas maple - Sarsaparilla","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","110","CwFd - Douglas maple - Sarsaparilla","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","111","SxwFd - Dogwood - Gooseberry","999",1000,500,400,4,9,20,0,
"LMH75-Boundary-Ok (2021)","IDFdm1","112","Sxw - Dogwood - Horsetail","999",1000,500,400,4,9,20,0,
"LMH75-Boundary-Ok (2021)","IDFxx1","101","FdPy – Pinegrass – Bluebunch wheatgrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFxx1","102","Py – Mock-orange – Bluebunch wheatgrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFxx1","103","Py – Bluebunch wheatgrass – Balsamroot","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFxx1","104","Py – Bluebunch wheatgrass – Rough fescue","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFxx1","110","Fd – Ninebark – Pinegrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","IDFxx1","111","Py(Lw) – Snowberry – Kentucky bluegrass","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","101","Sxw - Falsebox - Feathermoss","999",1200,700,600,7,12,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","102","Fd - Douglas maple - Penstemon","999",600,400,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","103","Fd(Lw) - Pinegrass - Kinnikinnick","999",1000,500,400,7,12,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","104","Pl(Lw) – Pinegrass – Grouseberry","999",1200,700,600,7,9,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","110","SxwBl - Trapper's tea - Grouseberry","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","111","SxwBlCw - Huckleberry","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","111","SxwBlCw - Huckleberry","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","112","Sxw - Gooseberry - Oak fern","999",1200,700,600,4,9,20,0,
"LMH75-Boundary-Ok (2021)","MSdm1","113","Sxw(Bl) - Horsetail","999",1000,500,400,4,9,20,0,
"LMH76-Southern TO (2021)","BGxh1","102",,"1068548",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxh1","103",,"999",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxh1","110",,"1068549",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxh2","102",,"1069712",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxh2","110",,"999",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxw1","102",,"999",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxw1","110",,"999",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","BGxw1","111",,"999",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","101",,"1065452",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","102",,"1065447",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","103",,"1065448",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","104",,"1065449",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","110",,"1065453",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","111",,"1068155",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdc2","112",,"1065454",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdh1","101",,"1065470",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdh1","102",,"1065467",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdh1","103",,"1065468",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFdh1","104",,"1065469",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFdh1","110",,"1065671",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFdh1","111",,"1065672",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","101",,"1065834",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","102",,"1065829",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","103",,"1065831",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","104",,"1065832",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","105",,"1065833",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","110",,"1065836",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFmw1","111",,"1065837",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","101",,"1065883",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","102",,"1065879",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","103",,"1065880",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","104",,"1065881",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","105",,"1065882",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","110",,"1065884",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","111",,"1065885",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","112",,"1065886",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFxc1","113",,"1065887",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","ESSFxc2","101",,"1065890",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc2","102",,"1065888",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc2","103",,"1065889",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc2","110",,"1065891",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","ESSFxc2","111",,"1065892",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","ESSFxc2","112",,"1065893",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","101",,"1066017",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","102",,"1066013",600,400,400,4,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","103",,"1066014",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","104",,"1066015",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","105",,"1066016",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","110",,"1066018",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","IDFdk1","111",,"1066019",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","101",,"1066024",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","102",,"1066020",600,400,400,4,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","103",,"1066021",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","104",,"1066022",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","105",,"1066023",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","110",,"1066025",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","IDFdk2","111",,"1066026",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","101",,"1066069",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","102",,"1066064",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","103",,"1066065",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","104",,"1066066",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","105",,"1066067",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","106",,"1066068",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","110",,"1066070",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","111",,"1066071",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","111",,"1066072",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","IDFxh1","112",,"1066073",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","101",,"1066077",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","102",,"1066074",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","103",,"1066075",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","104",,"1066076",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","110",,"1066078",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","111",,"1066079",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","112",,"1066080",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","IDFxh2","113",,"1066081",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSdm2","101",,"1066198",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSdm2","102",,"1066176",600,400,400,4,,20,0,
"LMH76-Southern TO (2021)","MSdm2","103",,"1066195",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","MSdm2","104",,"1066196",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSdm2","105",,"1066197",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSdm2","110",,"1066199",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSdm2","111",,"1066200",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSdm2","112",,"1066201",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSdm2","113",,"1066202",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk1","101",,"1066215",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSxk1","102",,"1066210",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk1","103",,"1066211",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk1","104",,"1066213",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSxk1","105",,"1066214",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSxk1","110",,"1066216",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSxk1","111",,"1066217",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSxk1","112",,"1066218",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk1","113",,"1066219",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk2","101",,"1066272",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSxk2","102",,"1066220",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk2","103",,"1066245",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","MSxk2","104",,"1066246",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","MSxk2","105",,"1066247",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSxk2","106",,"1066271",1200,700,600,7,,20,0,
"LMH76-Southern TO (2021)","MSxk2","110",,"1066273",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSxk2","111",,"1066274",1200,700,600,4,,20,0,
"LMH76-Southern TO (2021)","MSxk2","112",,"1066275",1000,500,400,4,,20,0,
"LMH76-Southern TO (2021)","PPxh1","101",,"1066111",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh1","102",,"1066108",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh1","103",,"1066109",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh1","104",,"1066110",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh1","110",,"1066112",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","PPxh1","111",,"1066113",1000,500,400,7,,20,0,
"LMH76-Southern TO (2021)","PPxh2","101",,"1066117",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh2","102",,"1066114",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh2","103",,"1066115",400,200,200,7,,20,0,
"LMH76-Southern TO (2021)","PPxh2","110",,"1066118",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","PPxh2","110",,"1066308",600,400,400,7,,20,0,
"LMH76-Southern TO (2021)","PPxh2","111",,"1066119",600,400,400,4,,20,0,
"Prince George","ESSFmm1","01","Bl - Azalea - Gooseberry","81061",1200,700,600,4,12,20,0,
"Prince George","ESSFmm1","02","Bl - Huckleberry - Feathermoss","81062",1000,500,400,7,15,20,0,
"Prince George","ESSFmm1","03","BlPl - Cladina","81063",1000,500,400,4,12,20,0,
"Prince George","ESSFmm1","04","Bl - Azalea - Rhododendron","81064",1200,700,600,4,12,20,0,
"Prince George","ESSFmm1","05","Bl - Oak fern - Bramble","81065",1200,700,600,4,12,20,0,
"Prince George","ESSFmm1","06","Bl - Devil's club - Lady fern","81066",1200,700,600,4,12,20,0,
"Prince George","ESSFmm1","07*","Bl - Labrador tea - Horsetail","81067",400,200,200,4,12,15,0,
"Prince George","ESSFmv1","01","Bl - Rhododendron - Feathermoss","81068",1200,700,600,4,12,20,0,
"Prince George","ESSFmv1","02","Pl - Huckleberry - Cladonia","81069",1000,500,400,7,12,15,0,
"Prince George","ESSFmv1","03","Bl - Huckleberry - Feathermoss","81070",1000,500,400,7,15,20,0,
"Prince George","ESSFmv1","04","Bl - Huckleberry - Gooseberry","81071",1000,500,400,7,15,20,0,
"Prince George","ESSFmv1","05","Bl - Horsetail - Glow moss","81072",1000,500,400,4,12,20,0,
"Prince George","ESSFmv2","01","Bl - Rhododendron - Feathermoss","81073",1200,700,600,4,12,20,0,
"Prince George","ESSFmv2","02*","Bl - Lingonberry","81074",1200,700,600,4,12,20,0,
"Prince George","ESSFmv2","03","BlSb - Labrador tea","81075",1000,500,400,4,12,20,0,
"Prince George","ESSFmv2","04","Bl - Oak fern - Knight's plume","81076",1200,700,600,4,12,20,0,
"Prince George","ESSFmv2","05","Bl - Devil's club - Rhododendron","81077",1200,700,600,4,12,20,0,
"Prince George","ESSFmv2","06*","Bl - Alder - Horsetail","81078",400,200,200,4,12,20,0,
"Prince George","ESSFmv3","01","Bl - Rhododendron - Feathermoss","81079",1200,700,600,4,12,20,0,
"Prince George","ESSFmv3","02*","BlPl - Crowberry - Cladina","81080",1000,500,400,4,12,20,0,
"Prince George","ESSFmv3","03","BlSb - Labrador tea","81081",1000,500,400,4,12,20,0,
"Prince George","ESSFmv3","04","Bl - Oak fern - Knight's plume","81082",1200,700,600,4,12,20,0,
"Prince George","ESSFmv3","05","Bl - Devil's club - Rhododendron","81083",1200,700,600,4,12,20,0,
"Prince George","ESSFmv3","06","Sxw - Huckleberry - Highbush-cranberry","81084",1200,700,600,7,12,15,0,
"Prince George","ESSFmv3","07","Bl - Horsetail - Feathermoss","81085",1000,500,400,4,12,20,0,
"Prince George","ESSFmv3","08","Bl - Horsetail - Feathermoss","1050548",1000,500,400,4,12,20,0,
"Prince George","ESSFmv4","01","Bl - Rhododendron - Feathermoss","81086",1200,700,600,4,12,20,0,
"Prince George","ESSFmv4","02*","BlPl - Crowberry - Cladina","81087",1000,500,400,4,12,20,0,
"Prince George","ESSFmv4","03","BlSb - Labrador tea","81088",1000,500,400,4,12,20,0,
"Prince George","ESSFmv4","04","Bl - Rhododendron - Horsetail","81089",1200,700,600,4,12,20,0,
"Prince George","ESSFmv4","05*","Bl - Alder - Horsetail","81090",400,200,200,4,12,20,0,
"Prince George","ESSFwc2","01","Bl - Azalea - Oak fern","81091",1200,700,600,4,12,20,0,
"Prince George","ESSFwc2","02*","Pl - Huckleberry - Cladonia","81092",1000,500,400,7,15,20,0,
"Prince George","ESSFwc2","03","Bl - Huckleberry - Arnica","81093",1000,500,400,7,15,20,0,
"Prince George","ESSFwc2","04","Bl - Rhododendron - Heron's-bill","81094",1200,700,600,7,15,20,0,
"Prince George","ESSFwc2","05","Bl - Azalea - Feathermoss","81095",1200,700,600,7,15,20,0,
"Prince George","ESSFwc2","06","Bl - Valerian - Oak fern","81096",1200,700,600,4,12,20,0,
"Prince George","ESSFwc2","07","Bl - Devil's club - Lady fern","81097",1200,700,600,4,12,20,0,
"Prince George","ESSFwc2","08","Bl - Horsetail - Sphagnum","81098",1000,500,400,4,12,20,0,
"Prince George","ESSFwc2","09*","Pl - Dwarf blueberry - Sphagnum","81099",400,200,200,4,12,20,0,
"Prince George","ESSFwc2","10","Sedge - Sphagnum","999",,,,,,,0,
"Prince George","ESSFwc3","01","Bl - Rhododendron - Oak fern","81100",1200,700,600,4,12,20,0,
"Prince George","ESSFwc3","02","Bl - Rhododendron - Queen's cup","81101",1000,500,400,7,15,20,0,
"Prince George","ESSFwc3","03*","Bl - Globeflower - Horsetail","81102",400,200,200,7,15,20,0,
"Prince George","ESSFwk1","01","Bl - Oak fern - Brachythecium","81103",1200,700,600,4,12,20,0,
"Prince George","ESSFwk1","02","Bl - Huckleberry - Feathermoss","81104",1000,500,400,7,15,20,0,
"Prince George","ESSFwk1","03","Bl - Oak fern - Knight's plume","81105",1200,700,600,4,12,20,0,
"Prince George","ESSFwk1","04","Bl - Twinberry - Lady fern","81106",1200,700,600,4,12,20,0,
"Prince George","ESSFwk1","05","Bl - Devil's club - Lady fern","81107",1200,700,600,4,12,20,0,
"Prince George","ESSFwk1","06","Bl - Horsetail - Sphagnum","81108",1000,500,400,4,12,20,0,
"Prince George","ESSFwk1","07","Bl - Lady fern - Horsetail","81109",1000,500,400,4,12,20,0,
"Prince George","ESSFwk1","08","Scrub birch - Sedge - Sphagnum","999",,,,,,,0,
"Prince George","ESSFwk2","01","Bl - Oak fern - Knight's plume","81110",1200,700,600,4,12,20,0,
"Prince George","ESSFwk2","02","Bl - Oak fern - Sarsaparilla","81111",1200,700,600,4,12,20,0,
"Prince George","ESSFwk2","03","Bl - Oak fern - Bluebells","81112",1200,700,600,4,12,20,0,
"Prince George","ESSFwk2","04","Bl - Devil's club - Rhododendron","81113",1200,700,600,4,12,20,0,
"Prince George","ESSFwk2","05","Bl - Rhododendron - Lady fern","81114",1200,700,600,4,12,20,0,
"Prince George","ESSFwk2","06","Bl - Horsetail Sphagnum","81115",1000,500,400,4,12,20,0,
"Prince George","ICHmm","01","HwCw - Spruce - Step moss","81116",1200,700,600,4,9,15,0,
"Prince George","ICHmm","02","CwSxw - Soopolallie","81117",1000,500,400,4,9,15,0,
"Prince George","ICHmm","03","HwCw - Step moss","81118",1200,700,600,4,9,15,0,
"Prince George","ICHmm","04","CwHw - Oak fern","81119",1200,700,600,4,9,15,0,
"Prince George","ICHmm","05","CwHw - Devil's club - Lady fern","81120",1200,700,600,4,9,15,0,
"Prince George","ICHmm","06","CwSxw - Devil's club - Horsetail","81121",1000,500,400,4,9,15,0,
"Prince George","ICHmm","07*","SbPl - Bog-laurel - Sphagnum","81122",400,200,200,4,9,15,0,
"Prince George","ICHmm","08*","CwSxw - Skunk cabbage - Sphagnum","81123",400,200,200,4,9,15,0,
"Prince George","ICHvk2","01","CwHw - Devil's club - Lady fern","81124",1200,700,600,4,9,15,0,
"Prince George","ICHvk2","02*","HwCw - Cladonia","81125",1000,500,400,7,12,15,0,
"Prince George","ICHvk2","03","HwCw - Step moss","81126",1200,700,600,4,9,15,0,
"Prince George","ICHvk2","04","CwHw - Oak fern","81127",1200,700,600,4,9,15,0,
"Prince George","ICHvk2","05","Cw - Devil's club - Ostrich fern","81128",1200,700,600,4,9,15,0,
"Prince George","ICHvk2","06*","CwSxw - Skunk cabbage","81129",1000,500,400,4,9,15,0,
"Prince George","ICHvk2","07*","Sb - Sphagnum","81130",400,200,200,4,9,15,0,
"Prince George","ICHwk1","01","CwHw - Oak fern","81131",1200,700,600,4,9,15,0,
"Prince George","ICHwk1","02","Rhacomitrium - Cladonia","999",,,,,,,0,
"Prince George","ICHwk1","03","PlHw - Velvet-leaved blueberry","81132",1000,500,400,7,12,15,0,
"Prince George","ICHwk1","04","HwCw - Falsebox - Feathermoss","81133",1200,700,600,4,9,15,0,
"Prince George","ICHwk1","05","CwHw - Devil's club - Lady fern","81134",1200,700,600,4,9,15,0,
"Prince George","ICHwk1","06","CwSxw - Devil's club - Horsetail","81135",1000,500,400,4,9,15,0,
"Prince George","ICHwk1","07","Act - Dogwood - Twinberry","81136",1000,500,400,4,9,15,0,
"Prince George","ICHwk1","08","CwSxw - Skunk cabbage","81137",1000,500,400,4,9,15,0,
"Prince George","ICHwk1","09","Sedge - Sphagnum","999",,,,,,,0,
"Prince George","ICHwk3","01","CwHw - Oak fern","81138",1200,700,600,4,9,15,0,
"Prince George","ICHwk3","02*","Hw - Azalea - Cladonia","81139",1000,500,400,7,12,15,0,
"Prince George","ICHwk3","03","CwSxw - Prince's pine - Cat's-tail moss","81140",1200,700,600,4,9,15,0,
"Prince George","ICHwk3","04","HwCw - Step moss","81141",1200,700,600,4,9,15,0,
"Prince George","ICHwk3","05","CwHw - Devil's club - Lady fern","81142",1200,700,600,4,9,15,0,
"Prince George","ICHwk3","06","CwSxw - Devil's club - Horsetail","81143",1000,500,400,4,9,15,0,
"Prince George","ICHwk3","07*","Hw - Wood horsetail - Sphagnum","81144",1000,500,400,4,9,15,0,
"Prince George","ICHwk3","08*","CwSxw - Skunk cabbage","81145",1000,500,400,4,9,15,0,
"Prince George","ICHwk3","09*","PlSb - Sedge - Sphagnum","81146",400,200,200,3,8,11,0,
"Prince George","ICHwk4","01","CwHw - Oak fern","81147",1200,700,600,4,9,15,0,
"Prince George","ICHwk4","02*","HwCw - Cladonia","81148",1000,500,400,7,12,15,0,
"Prince George","ICHwk4","03*","CwSxw - Soopolallie","81149",1000,500,400,7,12,15,0,
"Prince George","ICHwk4","04","CwSxw - Velvet-leaved blueberry","81150",1200,700,600,4,9,15,0,
"Prince George","ICHwk4","05","HwCw - Step moss","81151",1200,700,600,4,9,15,0,
"Prince George","ICHwk4","06","Sxw - Twinberry - Oak fern","81152",1200,700,600,4,9,15,0,
"Prince George","ICHwk4","07","CwHw - Devil's club - Lady fern","81153",1200,700,600,4,9,15,0,
"Prince George","ICHwk4","08","Sxw - Devil's club - Lady fern","81154",1000,500,400,4,9,15,0,
"Prince George","SBPSmc","01","Pl - Feathermoss - Cladina","81155",1200,700,600,7,12,15,0,
"Prince George","SBPSmc","02*","Pl - Kinnikinnick - Cladonia","81156",1000,500,400,7,12,15,0,
"Prince George","SBPSmc","03","SbPl - Feathermoss","81157",1200,700,600,7,12,15,0,
"Prince George","SBPSmc","04","Sxw - Scrub birch - Feathermoss","81158",1000,500,400,4,9,15,0,
"Prince George","SBPSmc","05","Sxw - Horsetail","81159",1000,500,400,4,9,15,0,
"Prince George","SBPSmc","06","Sxw - Horsetail - Glow moss","81160",1000,500,400,4,9,15,0,
"Prince George","SBPSmc","07*","SbSxw - Scrub birch - Sedge","81161",400,200,200,4,9,15,0,
"Prince George","SBSdh","01","SxwFd - Ricegrass","81162",1200,700,600,7,12,15,0,
"Prince George","SBSdh","02*","Pl - Velvet-leaved blueberry - Cladonia","81163",1000,500,400,7,12,15,0,
"Prince George","SBSdh","03*","FdPl - Pinegrass - Feathermoss","81164",1000,500,400,7,12,15,0,
"Prince George","SBSdh","04","Pl - Pinegrass - Feathermoss","81165",1200,700,600,7,12,15,0,
"Prince George","SBSdh","05","Pl - Labrador tea - Velvet-leaved blueberry","81166",1200,700,600,7,12,15,0,
"Prince George","SBSdh","06","SxwFd - Thimbleberry","81167",1200,700,600,7,12,15,0,
"Prince George","SBSdh","07","Sxw - Horsetail","81168",1000,500,400,4,9,15,0,
"Prince George","SBSdh","08*","Sb - Scrub birch - Sedge","81169",400,200,200,4,9,15,0,
"Prince George","SBSdk","01","Sxw - Spirea - Purple peavine","81170",1200,700,600,7,12,15,0,
"Prince George","SBSdk","02*","Pl - Juniper - Ricegrass","81171",1000,500,400,7,12,15,0,
"Prince George","SBSdk","03* ","Pl - Feathermoss - Cladina","81172",1200,700,600,7,12,15,0,
"Prince George","SBSdk","04","Fd - Soopolallie -Feathermoss","81173",1200,700,600,7,12,15,0,
"Prince George","SBSdk","05","Sxw - Spirea -Feathermoss","81174",1200,700,600,7,12,15,0,
"Prince George","SBSdk","06","Sxw - Twinberry - Coltsfoot","81175",1200,700,600,4,9,15,0,
"Prince George","SBSdk","07","Sxw - Horsetail","81176",1000,500,400,4,9,15,0,
"Prince George","SBSdk","08","Act - Dogwood - Prickly rose","81177",1200,700,600,4,9,15,0,
"Prince George","SBSdk","09*","Sb - Creeping-snowberry - Sphagnum","81178",400,200,200,4,9,15,0,
"Prince George","SBSdk","10*","Sb - Soft-leaved sedge - Sphagnum","81179",400,200,200,4,9,15,0,
"Prince George","SBSdk","81","Saskatoon - Slender wheatgrass","999",,,,,,,0,
