"Region","ZoneSubzone","SiteSeries","SiteSeriesName","Standard","StockingTarget","StockingMINpa","StockingMINp","StockingDelay","AssessmentEarliest","AssessmentLatest","Flag"
"Kamloops","IDFxh2a","95","At - Snowberry - Kentucky bluegrass","82173",1200,700,600,4,9,15,0
"Kamloops","IDFxw","01","Fd - Juniper - Bluebunch wheatgrass","82174",1200,700,600,7,12,15,0
"Kamloops","IDFxw","02","FdPy - Bluebunch wheatgrass - Pinegrass","82175",600,400,400,7,12,15,0
"Kamloops","IDFxw","03","FdPy - Western snowberry - Bluebunch wheatgrass","82176",600,400,400,7,12,15,0
"Kamloops","IDFxw","04","FdPy - Bluebunch wheatgrass - Balsamroot","82177",600,400,400,7,12,15,0
"Kamloops","IDFxw","05","Fd - Feathermoss","82178",1200,700,600,7,12,15,0
"Kamloops","IDFxw","06","Sxw - Water birch","82179",1000,500,400,4,9,15,0
"Kamloops","IDFxw","07","Sxw - Prickly rose - Coltsfoot","82180",1000,500,400,4,9,15,0
"Kamloops","MSdc1","01","Sxw - Wintergreen - Feathermoss","82181",1200,700,600,7,12,15,0
"Kamloops","MSdc1","02","FdPl - Juniper","82182",1000,500,400,7,12,15,0
"Kamloops","MSdc1","03","Pl - Spirea - Pinegrass","82183",1000,500,400,7,12,15,0
"Kamloops","MSdc1","04","Sxw - Gooseberry","82184",1200,700,600,4,9,15,0
"Kamloops","MSdc1","05","Sedge - Glow moss","999",,,,,,,0
"Kamloops","MSdm1","01","Sxw - Falsebox - Feathermoss","82185",1200,700,600,7,12,15,0
"Kamloops","MSdm1","02","Fd - Penstemon - Pinegrass","82186",600,400,400,7,12,15,0
"Kamloops","MSdm1","03","Pl - Grouseberry - Cladonia","82187",1000,500,400,7,12,15,0
"Kamloops","MSdm1","04","Pl - Pinegrass - Kinnikinnick","82188",1200,700,600,7,12,15,0
"Kamloops","MSdm1","05","Sxw - Trapper's tea - Grouseberry","82189",1200,700,600,4,9,15,0
"Kamloops","MSdm1","06","Sxw - Gooseberry","82190",1200,700,600,4,9,15,0
"Kamloops","MSdm1","07","Sxw - Trapper's tea - Horsetail","82191",1000,500,400,4,9,15,0
"Kamloops","MSdm1","08","Sxw - Gooseberry - Oak fern","999",,,,,,,0
"Kamloops","MSdm2","01","Sxw - Falsebox - Feathermoss","82192",1200,700,600,7,12,15,0
"Kamloops","MSdm2","01","Sxw - Falsebox - Feathermoss","82192CC",,,,,,,0
"Kamloops","MSdm2","02","Juniper - Bluebunch wheatgrass","999",,,,,,,0
"Kamloops","MSdm2","03","Pl - Juniper - Grouseberry","82193",1000,500,400,7,12,15,0
"Kamloops","MSdm2","04","Pl - Grouseberry - Pinegrass","82194",1200,700,600,7,12,15,0
"Kamloops","MSdm2","05","Sxw - Gooseberry - Grouseberry","82195",1200,700,600,4,9,15,0
"Kamloops","MSdm2","06","Sxw - Gooseberry - Devil's club","82196",1200,700,600,4,9,15,0
"Kamloops","MSdm2","07","Sxw - Horsetail - Leafy moss","82197",1000,500,400,4,9,15,0
"Kamloops","MSxk","01","Pl - Pinegrass - Lupine","82198",1200,700,600,7,12,15,0
"Kamloops","MSxk","01","Pl - Pinegrass - Lupine","82198CC",,,,,,,0
"Kamloops","MSxk","02","Fd - Juniper - Grouseberry","82199",1000,500,400,7,12,15,1
"Kamloops","MSxk","03","Bluebunch wheatgrass - Junegrass","999",,,,,,,0
"Kamloops","MSxk","04","Big sage - Pinegrass","999",,,,,,,0
"Kamloops","MSxk","05","FdPl - Pinegrass - Arnica","82200",1000,500,400,7,12,15,0
"Kamloops","MSxk","06","Pl - Falsebox - Lupine","82201",1200,700,600,7,12,15,0
"Kamloops","MSxk","07","Sxw - Trapper's tea - Grouseberry","82202",1200,700,600,4,9,15,0
"Kamloops","MSxk","08","Sxw - Gooseberry - Grouseberry","82203",1200,700,600,4,9,15,0
"Kamloops","MSxk","09","Sxw - Horsetail - Leafy moss","82204",1000,500,400,4,9,15,0
"Kamloops","PPxh1","01","Py - Bluebunch wheatgrass - Idaho fescue","82205",400,200,200,7,12,15,0
"Kamloops","PPxh1","02","Py - Red three-awn","82206",400,200,200,7,12,15,0
"Kamloops","PPxh1","03","Big sage - Bluebunch wheatgrass","999",,,,,,,0
"Kamloops","PPxh1","04","Py - Bluebunch wheatgrass - Cheatgrass","82207",400,200,200,7,12,15,0
"Kamloops","PPxh1","05","Py - Bluebunch wheatgrass - Rough fescue","82208",400,200,200,7,12,15,0
"Kamloops","PPxh1","06","FdPy - Snowberry - Pinegrass","82209",600,400,400,7,12,15,0
"Kamloops","PPxh1","07","FdPy - Snowberry - Spirea","82210",1000,500,400,7,12,15,0
"Kamloops","PPxh1","08","Fd - Water birch - Douglas maple","82211",1000,500,400,4,9,15,0
"Kamloops","PPxh2","01","Py - Bluebunch wheatgrass - Fescue","82212",400,200,200,7,12,15,0
"Kamloops","PPxh2","02","FdPy - Bluebunch wheatgrass - Selaginella","82213",400,200,200,7,12,15,0
"Kamloops","PPxh2","03","Py - Bluebunch wheatgrass","82214",400,200,200,7,12,15,0
"Kamloops","PPxh2","04","Py - Big sage - Bluebunch wheatgrass","82215",400,200,200,7,12,15,0
"Kamloops","PPxh2","05","Big sage - Bluebunch wheatgrass - Fescue","999",,,,,,,0
"Kamloops","PPxh2","06","FdPy - Snowberry - Saskatoon","82216",600,400,400,7,12,15,0
"Kamloops","PPxh2","07","Act - Water birch","82217",1000,500,400,4,9,15,0
"Kamloops","SBSmm","01","Sxw - Falsebox - Knight's plume","82218",1200,700,600,7,12,15,0
"Kamloops","SBSmm","02","Pl - Huckleberry - Cladonia","82219",1000,500,400,7,12,15,0
"Kamloops","SBSmm","03","Pl - Douglas-fir - Juniper","82220",1000,500,400,7,12,15,0
"Kamloops","SBSmm","04","Pl - Soopolallie - Pinegrass","82221",1000,500,400,7,12,15,0
"Kamloops","SBSmm","05","Sxw - Soopolallie - Falsebox","82222",1200,700,600,7,12,15,0
"Kamloops","SBSmm","06","Sxw - Huckleberry - Falsebox","82223",1200,700,600,7,12,15,0
"Kamloops","SBSmm","07","Sxw - Oak fern","82224",1200,700,600,4,9,15,0
"Kamloops","SBSmm","08","Sxw - Horsetail","82225",1000,500,400,4,9,15,0
"Kamloops","SBSmm","09","Sedge - Sphagnum","999",1000,500,400,4,9,15,0
"LMH702016","ESSFdc1","101","BlSe – Rhododendron – Valerian","1050217",1200,700,600,4,12,20,0
"LMH702016","ESSFdc1","102","BlPl – Huckleberry","1050218",1000,500,400,7,15,20,0
"LMH702016","ESSFdc1","103","BlPl – Falsebox – Grouseberry","1050219",1200,700,600,7,15,20,0
"LMH702016","ESSFdc1","104","Bl – Rhododendron – Grouseberry","1050220",1200,700,600,4,12,20,0
"LMH702016","ESSFdc1","110","BlSe – Rhododendron – Hellebore","1050221",1200,700,600,4,12,20,0
"LMH702016","ESSFdc1","111","Bl – Valerian – Foamflower","1050222",1200,700,600,4,12,20,0
"LMH702016","ESSFdc1","112","Se – Horsetail – Globeflower","1050223",1000,500,400,4,12,20,0
"LMH702016","ESSFdcw","101","Bl – Valerian – Wood–rush","1050224",1200,700,600,4,12,20,0
"LMH702016","ESSFdcw","102","BlPa – Grouseberry","1050225",1000,500,400,7,15,20,0
"LMH702016","ESSFdcw","103","Bl – Rhododendron – Grouseberry","1050226",1200,700,600,7,15,20,0
"LMH702016","ESSFdcw","110","Bl – Valerian – Hellebore – Globeflower","1050227",1000,500,400,4,12,20,0
"LMH702016","ESSFmh","101","BlSe – Rhododendron – Foamflower","1050228",1200,700,600,4,12,20,0
"LMH702016","ESSFmh","102","FdPl – Juniper – Falsebox","1050229",1000,500,400,7,15,20,0
"LMH702016","ESSFmh","103","BlFd – Huckleberry – Falsebox","1050230",1200,700,600,7,15,20,0
"LMH702016","ESSFmh","104","BlPl – Falsebox – Grouseberry","1050231",1200,700,600,4,12,20,0
"LMH702016","ESSFmh","105","BlCwLw – Queen's cup","1050232",1200,700,600,4,12,20,0
"LMH702016","ESSFmh","110","Bl – Rhododendron – Oak fern","1050233",1200,700,600,4,12,20,0
"LMH702016","ESSFmh","111","BlSe – Lady fern – Oak fern","1050234",1200,700,600,4,12,20,0
"LMH702016","ESSFmh","112","SeBl – Horsetail – Arrow–leaved groundsel","1050235",1000,500,400,4,12,20,0
"LMH702016","ESSFwc4","101","Bl – Rhododendron – Oak fern","1050236",1200,700,600,4,12,20,0
"LMH702016","ESSFwc4","102","BlPa – Huckleberry – Clad lichen","1050237",1000,500,400,7,15,20,0
"LMH702016","ESSFwc4","103","Bl – Rhododendron – Huckleberry – Heron's-bill moss","1050238",1200,700,600,7,15,20,0
"LMH702016","ESSFwc4","110","BlSe – Lady fern – Oak fern","1050239",1200,700,600,4,12,20,0
"LMH702016","ESSFwc4","111","Bl – Valerian – Foamflower","1050240",1200,700,600,4,12,20,0
"LMH702016","ESSFwc4","112","Se – Horsetail – Valerian","1050241",1000,500,400,4,12,20,0
"LMH702016","ESSFwcw","101","Bl – Rhododendron – Valerian","1050242",1200,700,600,4,12,20,0
"LMH702016","ESSFwcw","102","BlPa – Huckleberry – Clad lichen","1050243",1000,500,400,7,15,20,0
"LMH702016","ESSFwcw","103","Bl – Rhododendron – Wood-rush","1050244",1200,700,600,7,15,20,0
"LMH702016","ESSFwcw","104","Bl – Mountain-heather","1050245",1200,700,600,4,12,20,0
"LMH702016","ESSFwcw","110","Bl – Valerian – Hellebore – Globeflower","1050246",1000,500,400,4,12,20,0
"LMH702016","ESSFwh1","101","BlHw – Rhododendron – Foamflower","1050247",1200,700,600,4,12,20,1
"LMH702016","ESSFwh1","102","Bl – Huckleberry – Rock-moss","1050248",1000,500,400,7,15,20,0
"LMH702016","ESSFwh1","103","BlFd – Huckleberry – Falsebox","1050249",1200,700,600,7,15,20,0
"LMH702016","ESSFwh1","104","BlHw – Huckleberry – Pipecleaner moss","1050250",1200,700,600,7,15,20,0
"LMH702016","ESSFwh1","110","Se – Devil's club – Lady fern","10550251",1200,700,600,4,12,20,0
"LMH702016","ESSFwh1","111","SeBl – Horsetail – Canby's lovage","1050252",1000,500,400,4,12,20,0
"LMH702016","ESSFwh2","101","BlHw – Rhododendron – Foamflower","1050253",1200,700,600,4,12,20,0
"LMH702016","ESSFwh2","102","Bl – Huckleberry – Rock-moss","1050254",1000,500,400,7,15,20,0
"LMH702016","ESSFwh2","103","Bl – Huckleberry – Falsebox","1050255",1200,700,600,7,15,20,0
"LMH702016","ESSFwh2","104","BlHw – Huckleberry – Pipecleaner moss","1050256",1200,700,600,4,12,20,1
"LMH702016","ESSFwh2","110","BlSe – Azalea – Oak fern","1050257",1200,700,600,4,12,20,0
"LMH702016","ESSFwh2","111","Se – Devil's club – Lady fern","1050258",1200,700,600,4,12,20,0
"LMH702016","ESSFwh2","112","SeBl – Horsetail – Canby's lovage","1050259",1000,500,400,4,12,20,0
"LMH702016","ESSFwh3","101","BlHw – Rhododendron – Foamflower","1050260",1200,700,600,4,12,20,1
"LMH702016","ESSFwh3","102","BlFd – Bear-grass – Rock-moss","1050261",1000,500,400,7,15,20,0
"LMH702016","ESSFwh3","103","BlPl – Huckleberry – Bear-grass","1050262",1200,700,600,7,15,20,0
"LMH702016","ESSFwh3","104","Bl – Rhododendron – Bear-grass – Pipecleaner moss","1050263",1200,700,600,4,12,20,0
"LMH702016","ESSFwh3","110","Bl – Rhododendron – Oak fern","1050264",1200,700,600,4,12,20,0
"LMH702016","ESSFwh3","111","Se – Devil's club – Lady fern","1050265",1200,700,600,4,12,20,0
"LMH702016","ESSFwh3","112","SeBl – Horsetail – Canby's lovage","1060266",1000,500,400,4,12,20,0
"LMH702016","ESSFwm2","101","Bl – Rhododendron – Azalea – Foamflower","1050267",1200,700,600,4,12,20,0
"LMH702016","ESSFwm2","102","BlPa – Huckleberry – Clad lichen","1050268",1000,500,400,7,15,20,0
"LMH702016","ESSFwm2","103","Bl – Azalea – Rhododendron ","1050269",1200,700,600,7,15,20,1
"LMH702016","ESSFwm2","104","Bl – Rhododendron – Huckleberry – Heron's-bill moss","1050270",1200,700,600,7,15,20,0
"LMH702016","ESSFwm2","110","BlSe – Azalea – Oak fern","1050271",1200,700,600,4,12,20,0
"LMH702016","ESSFwm2","111","Bl – Arrow-leaved groundsel – Canby's lovage","1050272",1200,700,600,4,12,20,0
"LMH702016","ESSFwm2","112","SeBl – Horsetail – Canby's lovage","1050273",1000,500,400,4,12,20,0
"LMH702016","ESSFwm3","101","Bl – Rhododendron – Azalea – Foamflower","1050274",1200,700,600,4,12,20,0
"LMH702016","ESSFwm3","102","Bl – Huckleberry – Bear-grass","1050275",1000,500,400,7,15,20,0
"LMH702016","ESSFwm3","103","BlSe – Rhododendron – Bear-grass","1050276",1200,700,600,7,15,20,0
"LMH702016","ESSFwm3","104","Bl – Rhododendron – Huckleberry – Heron's-bill moss","1050277",1200,700,600,4,12,20,0
"LMH702016","ESSFwm3","105","BlSe – Bear-grass – Arnica","1050278",1200,700,600,4,12,20,0
"LMH702016","ESSFwm3","110","Bl – Rhododendron – Foamflower – Arnica","1050279",1200,700,600,4,12,20,0
"LMH702016","ESSFwm3","111","Bl – Arrow-leaved groundsel – Canby's lovage","1050280",1200,700,600,4,12,20,0
"LMH702016","ESSFwm3","112","SeBl – Horsetail – Canby's lovage","1050281",1000,500,400,4,12,20,0
"LMH702016","ESSFwm4","101","Bl – Rhododendron – Azalea – Foamflower","1050282",1200,700,600,4,12,20,0
"LMH702016","ESSFwm4","102","BlPl – Low bilberry – Bear-grass","1050283",1000,500,400,4,12,20,0
"LMH702016","ESSFwm4","103","Bl – Azalea – Low bilberry","1050284",1200,700,600,4,12,20,0
"LMH702016","ESSFwm4","110","BlSe – Azalea – Oak fern","1050285",1200,700,600,4,12,20,0
"LMH702016","ESSFwm4","111","Bl – Arrow-leaved groundsel – Canby's lovage","1050286",1000,500,400,4,12,20,0
"LMH702016","ESSFwmw","102","BlLa – Heron's-bill moss","1050288",1000,500,400,7,15,20,1
"LMH702016","ESSFwmw","103","Bl(La) – Huckleberry – Grouseberry","1050289",1200,700,600,7,15,20,1
"LMH702016","ICHdm","101","HwCw – Queen's cup – Pipecleaner moss","1050291",1200,700,600,4,9,15,0
"LMH702016","ICHdm","102","Fd – Snowberry – Oregon-grape","1050292",1000,500,400,7,12,15,0
"LMH702016","ICHdm","103","Pl(Lw) – Pinegrass – Grouseberry","1050293",1200,700,600,7,12,15,0
"LMH702016","ICHdm","110","CwHw – Oak fern","1050294",1200,700,600,4,9,15,1
"LMH702016","ICHdm","111","CwHw – Devil's club – Lady fern","1050295",1200,700,600,4,9,15,0
"LMH702016","ICHdm","112","SxwCw – Horsetail – Lady fern","1050296",1000,500,400,4,9,15,0
"LMH702016","ICHdw1","101","CwFd – Prince's pine – Twinflower","1050297",1200,700,600,7,12,15,0
"LMH702016","ICHdw1","102","FdPy – Pinegrass – Rock-moss","1050298",600,400,400,7,12,15,0
"LMH702016","ICHdw1","103","Fd(Py) – Douglas maple – Pinegrass","1050299",1000,500,400,7,12,15,0
"LMH702016","ICHdw1","104","FdCw – Douglas maple – Prince's pine","1050300",1200,700,600,7,12,15,0
"LMH702016","ICHdw1","110","CwHw – Oak fern","1050301",1200,700,600,4,9,15,0
"LMH702016","ICHdw1","111","CwHw – Devil's club – Lady fern","1050302",1200,700,600,4,9,15,0
"LMH702016","ICHdw1","112","CwHw – Horsetail – Lady fern","1050303",1000,500,400,4,9,15,0
"LMH702016","ICHdw1","113","CwSxw – Skunk cabbage","1050304",1000,500,400,4,9,15,0
"LMH702016","ICHdw4","101","CwFd – Prince's pine – Twinflower","1050305",1200,700,600,7,12,15,0
"LMH702016","ICHdw4","102","FdPl – Juniper – Kinnikinnick","1050306",600,400,400,7,12,15,0
"LMH702016","ICHdw4","103","Fd – Douglas maple – Pinegrass","1050307",1000,500,400,7,12,15,0
"LMH702016","ICHdw4","104","FdCw – Douglas maple – Prince's pine","1050308",1200,700,600,7,12,15,0
"LMH702016","ICHdw4","110","CwHw – Devil's club – Lady fern","1050309",1200,700,600,4,9,15,0
"LMH702016","ICHdw4","111","CwHw – Horsetail – Lady fern","1050310",1000,500,400,4,9,15,0
"LMH702016","ICHdw4","112","CwSxw – Skunk cabbage","1050311",1000,500,400,4,9,15,0
"LMH702016","ICHmw2","101","HwCw – Falsebox","1050312",1200,700,600,4,9,15,0
"LMH702016","ICHmw2","102","Fd(Pl) – Falsebox – Pinegrass","1050313",1000,500,400,7,12,15,0
"LMH702016","ICHmw2","103","Fd – Douglas maple – Falsebox","1050314",1000,500,400,7,12,15,0
"LMH702016","ICHmw2","104","FdCw – Falsebox – Prince's pine","1050315",1200,700,600,7,12,15,0
"LMH702016","ICHmw2","110","CwHw – Oak fern","1050316",1200,700,600,4,9,15,0
"LMH702016","ICHmw2","111","CwHw – Devil's club – Lady fern","1050317",1200,700,600,4,9,15,0
"LMH702016","ICHmw2","112","Sxw(Hw) – Huckleberry – Oak fern","1050318",1200,700,600,4,9,15,0
"LMH702016","ICHmw2","113","CwHw – Horsetail – Lady fern","1050331",1000,500,400,4,9,15,0
"LMH702016","ICHmw2","114","CwSxw – Skunk cabbage","1050322",1000,500,400,4,9,15,0
"LMH702016","ICHmw4","101","HwCw – Falsebox","1050333",1200,700,600,4,9,15,0
"LMH702016","ICHmw4","102","FdPl – Juniper – Kinnikinnick","1050334",1000,500,400,7,12,15,0
"LMH702016","ICHmw4","103","Fd – Douglas maple – Falsebox","1050335",1000,500,400,7,12,15,0
"LMH702016","ICHmw4","104","FdCw – Falsebox – Prince's pine","1050336",1200,700,600,7,12,15,0
"LMH702016","ICHmw4","110","CwHw – Oak fern","1050337",1200,700,600,4,9,15,0
"LMH702016","ICHmw4","111","Sxw(Hw) – Huckleberry – Oak fern","1050338",1200,700,600,4,9,15,0
"LMH702016","ICHmw4","112","CwHw – Devil's club – Lady fern","1050339",1200,700,600,4,9,15,0
"LMH702016","ICHmw4","113","SxwBl – Devil's club – Lady fern","1050357",1200,700,600,4,9,15,0
"LMH702016","ICHmw4","114","SxwCw – Horsetail – Lady fern","1050358",1000,500,400,4,9,15,0
"LMH702016","ICHmw5","101","HwCw – Falsebox","1050359",1200,700,600,4,9,15,0
"LMH702016","ICHmw5","102","FdPl – Juniper – Kinnikinnick","1050360",1000,500,400,7,12,15,0
"LMH702016","ICHmw5","103","Fd – Douglas maple – Falsebox","1050361",1000,500,400,7,12,15,0
"LMH702016","ICHmw5","104","FdCw – Falsebox – Prince's pine","1050362",1200,700,600,7,12,15,1
"LMH702016","ICHmw5","110","CwHw – Oak fern","1050363",1200,700,600,4,9,15,0
"LMH702016","ICHmw5","111","CwHw – Devil's club – Lady fern","1050364",1200,700,600,4,9,15,0
"LMH702016","ICHmw5","112","Sxw(Hw) – Huckleberry – Oak fern","1050365",1200,700,600,4,9,15,1
"LMH702016","ICHmw5","113","CwSxw – Skunk cabbage","1050366",1000,500,400,4,9,15,0
"LMH702016","ICHxw","101","CwFd – Hazelnut – Sarsaparilla","1050367",1200,700,600,7,12,20,0
"LMH702016","ICHxw","102","FdPy – Oceanspray – Bluebunch wheatgrass","1050368",600,400,400,7,12,20,0
"LMH702016","ICHxw","103","FdPy – Oregon-grape – Pinegrass","1050369",600,400,400,7,12,20,0
"LMH702016","ICHxw","104","Fd(Py) – Douglas maple – Pinegrass","1050370",1000,500,400,7,12,20,0
"LMH702016","ICHxw","110","CwHw – Foamflower","1050371",1200,700,600,7,12,20,0
"LMH702016","ICHxw","111","CwHw – Oak fern","1050372",1200,700,600,4,9,20,0
"LMH702016","ICHxw","112","CwHw – Horsetail – Lady fern","1050373",1000,500,400,4,9,20,0
"LMH702016","ICHxw","113","CwSxw – Skunk cabbage","1050374",1000,500,400,4,9,15,0
"LMH702016","ICHxwa","101","CwFd – Hazelnut – Sarsaparilla","1050375",1200,700,600,7,12,20,0
"LMH702016","ICHxwa","102","FdPy – Oceanspray – Bluebunch wheatgrass","1050377",600,400,400,7,12,20,0
"LMH702016","ICHxwa","103","FdPy – Oregon-grape – Pinegrass","1050378",600,400,400,7,12,20,0
"LMH702016","ICHxwa","104","Fd(Py) – Douglas maple – Pinegrass","1050379",1000,500,400,7,12,20,0
"LMH702016","ICHxwa","110","CwHw – Foamflower","1050380",1200,700,600,7,12,20,0
"LMH702016","ICHxwa","111","CwHw – Oak fern","1050381",1200,700,600,4,9,20,0
"LMH702016","ICHxwa","112","CwHw – Horsetail – Lady fern","1050382",1000,500,400,4,9,20,0
"LMH702016","ICHxwa","113","CwSxw – Skunk cabbage","1050383",1000,500,400,4,9,15,0
"Nelson","ESSFvc","01","BlHm - Rhododendron - Oak fern","83012",1200,700,600,4,12,20,0
"Nelson","ESSFvc","02","BlHm - Rhododendron - Leafy liverwort","83013",1000,500,400,7,15,20,0
"Nelson","ESSFvc","03","BlHm - Rhododendron - Pipecleaner moss","83014",1000,500,400,7,15,20,0
"Nelson","ESSFvc","04","BlHm - Devil's club - Lady fern","83015",1200,700,600,4,12,20,0
"Nelson","ESSFvc","05","BlHm - Horsetail","83016",1000,500,400,4,12,20,0
"Nelson","ESSFvc","06","Sedge - Sphagnum","999",,,,,,,0
"Nelson","ESSFwc2","01","Bl - Azalea - Oak fern","83021",1200,700,600,4,12,20,0
"Nelson","ESSFwc2","02","Pl - Huckleberry - Cladonia","83022",1000,500,400,7,15,20,0
"Nelson","ESSFwc2","03","Bl - Huckleberry - Arnica","83023",1000,500,400,7,15,20,0
"Nelson","ESSFwc2","04","Bl - Rhododendron - Heron's-bill","83024",1200,700,600,7,15,20,0
"Nelson","ESSFwc2","05","Bl - Azalea - Feathermoss","83025",1200,700,600,7,15,20,0
"Nelson","ESSFwc2","06","Bl - Valerian - Oak fern","83026",1200,700,600,4,12,20,0
"Nelson","ESSFwc2","07","Bl - Devil's club - Lady fern","83027",1200,700,600,4,12,20,0
"Nelson","ESSFwc2","08","Bl - Horsetail - Sphagnum","83028",1000,500,400,4,12,20,0
"Nelson","ESSFwc2","09","Pl - Dwarf blueberry - Sphagnum","83029",400,200,200,4,12,20,0
"Nelson","ESSFwc2","10","Sedge - Sphagnum","999",,,,,,,0
"Nelson","ESSFwm","01","Bl - Azalea - Arnica","83037",1200,700,600,4,12,20,0
"Nelson","ESSFwm","02","Bl - Rhododendron - Azalea","83038",1200,700,600,7,15,20,0
"Nelson","ESSFwm","03","BlHw - Rhododendron - Azalea","83039",1200,700,600,4,12,20,0
"Nelson","ESSFwm","04","Bl - Azalea - Queen's cup","83040",1200,700,600,4,12,20,0
"Nelson","ICHmk1","01","CwSxw - Falsebox","83046",1200,700,600,7,12,15,0
"Nelson","ICHmk1","02","Fd - Penstemon - Pinegrass","83047",600,400,400,7,12,15,0
"Nelson","ICHmk1","03","FdPl - Pinegrass - Twinflower","83048",1000,500,400,7,12,15,0
"Nelson","ICHmk1","04","FdPl - Sitka alder - Pinegrass","83049",1200,700,600,7,12,15,0
"Nelson","ICHmk1","05","SxwFd - Gooseberry - Sarsaparilla","83050",1200,700,600,4,9,15,0
"Nelson","ICHmk1","05","SxwFd - Gooseberry - Sarsaparilla","83050CC",,,,,,,0
"Nelson","ICHmk1","06","Sxw - Oak fern","83051",1200,700,600,4,9,15,0
"Nelson","ICHmk1","07","Sxw - Horsetail","83052",1000,500,400,4,9,15,0
"Nelson","ICHmk1","08","Sedge - Cinquefoil","999",,,,,,,0
"Nelson","ICHmw1","01","HwCw - Falsebox - Feathermoss","83053",1200,700,600,4,9,15,0
"Nelson","ICHmw1","01","HwCw - Falsebox - Feathermoss","83053CC",,,,,,,0
"Nelson","ICHmw1","02","Pl - Juniper - Twinflower","83054",1200,700,600,7,12,15,0
"Nelson","ICHmw1","03","HwCw - Falsebox - Pipecleaner moss","83055",1200,700,600,7,12,15,0
"Nelson","ICHmw1","03","HwCw - Falsebox - Pipecleaner moss","83055CC",,,,,,,0
"Nelson","ICHmw1","04","CwFd - Soopolallie - Douglas maple","83056",1200,700,600,7,12,15,0
"Nelson","ICHmw1","04","CwFd - Soopolallie - Douglas maple","83056CC",,,,,,,0
"Nelson","ICHmw1","05","CwHw - Devil's club - Lady fern","83057",1200,700,600,4,9,15,0
"Nelson","ICHmw1","06","CwHw - Oval-leaved blueberry - Oak fern","83058",1200,700,600,4,9,15,0
"Nelson","ICHmw1","07","CwHw - Horsetail","83059",1000,500,400,4,9,15,0
"Nelson","ICHmw3","01","HwCw - Falsebox - Feathermoss","83067",1200,700,600,4,9,15,0
"Nelson","ICHmw3","01","HwCw - Falsebox - Feathermoss","83067CC",,,,,,,0
"Nelson","ICHmw3","02","Fd - Juniper - Cladina","83069",1000,500,400,7,12,15,0
"Nelson","ICHmw3","03","Fd - Pinegrass - Feathermoss","83070",1000,500,400,7,12,15,0
"Nelson","ICHmw3","03","Fd - Pinegrass - Feathermoss","83070CC",,,,,,,0
"Nelson","ICHmw3","04","CwFd - Soopolallie - Twinflower","83071",1200,700,600,7,12,15,0
"Nelson","ICHmw3","04","CwFd - Soopolallie - Twinflower","83071CC",,,,,,,0
"Nelson","ICHmw3","05","CwFd - Falsebox","83072",1200,700,600,7,12,15,0
"Nelson","ICHmw3","06","CwHw - Oak fern","83073",1200,700,600,4,9,15,0
"Nelson","ICHmw3","07","CwHw - Devil's club - Lady fern","83074",1200,700,600,4,9,15,0
"Nelson","ICHmw3","08","CwSxw - Skunk cabbage","83075",1000,500,400,4,9,15,0
"Nelson","ICHmw3","09","Sedge - Sphagnum","999",,,,,,,0
"Nelson","ICHvk1","01","CwHw - Devil's club - Lady fern","83076",1200,700,600,4,9,15,0
"Nelson","ICHvk1","03","HwCw - Falsebox - Feathermoss","83077",1200,700,600,4,9,15,0
"Nelson","ICHvk1","04","CwHw - Oak fern - Spiny wood fern","83078",1200,700,600,4,9,15,0
"Nelson","ICHvk1","05","CwSxw - Devil's club - Horsetail","83079",1000,500,400,4,9,15,0
"Nelson","ICHvk1","06","CwSxw - Skunk cabbage","83080",1000,500,400,4,9,15,0
"Nelson","ICHwk1","01","CwHw - Oak fern","83081",1200,700,600,4,9,15,0
"Nelson","ICHwk1","02","Rhacomitrium - Cladonia","999",,,,,,,0
"Nelson","ICHwk1","04","HwCw - Falsebox - Feathermoss","83082",1200,700,600,4,9,15,0
"Nelson","ICHwk1","05","CwHw - Devil's club - Lady fern","83083",1200,700,600,4,9,15,0
"Nelson","ICHwk1","06","CwSxw - Devil's club - Horsetail","83084",1000,500,400,4,9,15,0
"Nelson","ICHwk1","07","Act - Dogwood - Twinberry","83085",1000,500,400,4,9,15,0
"Nelson","ICHwk1","08","CwSxw - Skunk cabbage","83086",1000,500,400,4,9,15,0
"Nelson","ICHwk1","09","Sedge - Sphagnum","999",,,,,,,0
"Nelson","IDFdm1","01","FdPl - Pinegrass - Twinflower","83093",1000,500,400,7,12,15,0
"Nelson","IDFdm1","02","Bluebunch wheatgrass - Junegrass","999",,,,,,,0
"Nelson","IDFdm1","03","FdPy - Bluebunch wheatgrass - Pinegrass","83094",600,400,400,7,12,15,0
"Nelson","IDFdm1","04","Fd - Pinegrass - Kinnikinnick","83095",1000,500,400,7,12,15,0
"Nelson","IDFdm1","05","FdLw - Spruce - Pinegrass","83096",1200,700,600,7,12,15,0
"Nelson","IDFdm1","06","SxwFd - Dogwood - Gooseberry","83097",1200,700,600,4,9,15,0
"Nelson","IDFdm1","07","Sxw - Horsetail","83098",1000,500,400,4,9,15,0
"Nelson","IDFdm2","01","FdPl - Pinegrass - Twinflower","83099",1000,500,400,7,12,15,0
"Nelson","IDFdm2","02","Antelope-brush - Bluebunch wheatgrass","999",,,,,,,0
"Nelson","IDFdm2","03","Fd - Snowberry - Balsamroot","83100",600,400,400,7,12,15,0
