Region,Source,ZoneSubzone,SiteSeries,Standard,Species,Height
Kamloops,Kamloops,ICHmw3,ICHmw3/06,82090,Lw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/06,82090,Others,1
Kamloops,Kamloops,ICHmw3,ICHmw3/06,82090,Pl Pw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/07,82091,Fd,1.4
Kamloops,Kamloops,ICHmw3,ICHmw3/07,82091,Lw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/07,82091,Others,1
Kamloops,Kamloops,ICHmw3,ICHmw3/07,82091,Pl Pw,2
Kamloops,Kamloops,ICHmw3,ICHmw3/08,82092,Others,0.8
Kamloops,Kamloops,ICHmw3,ICHmw3/08,82092,Pl,1.4
Kamloops,Kamloops,ICHvk1,ICHvk1/01,82093,Fd,1.4
Kamloops,Kamloops,ICHvk1,ICHvk1/01,82093,Others,1
Kamloops,Kamloops,ICHvk1,ICHvk1/01,82093,Pw,2
Kamloops,Kamloops,ICHvk1,ICHvk1/02,82094,Fd,1.4
Kamloops,Kamloops,ICHvk1,ICHvk1/02,82094,Lw,2
Kamloops,Kamloops,ICHvk1,ICHvk1/02,82094,Others,1
Kamloops,Kamloops,ICHvk1,ICHvk1/02,82094,Pl  Pw,2
Kamloops,Kamloops,ICHvk1,ICHvk1/03,82095,Fd,1.4
Kamloops,Kamloops,ICHvk1,ICHvk1/03,82095,Others,1
Kamloops,Kamloops,ICHvk1,ICHvk1/03,82095,Pw  Lw,2
Kamloops,Kamloops,ICHvk1,ICHvk1/04,82096,Fd,1.4
Kamloops,Kamloops,ICHvk1,ICHvk1/04,82096,Others,1
Kamloops,Kamloops,ICHvk1,ICHvk1/04,82096,Pw  Lw,2
Kamloops,Kamloops,ICHvk1,ICHvk1/05,82097,Others,0.8
Kamloops,Kamloops,ICHvk1,ICHvk1/05,82097,Pw,1.4
Kamloops,Kamloops,ICHvk1,ICHvk1/06,82098,Others,0.8
Kamloops,Kamloops,ICHvk1,ICHvk1/06,82098,Pl,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/01,82099,Fd,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/01,82099,Lw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/01,82099,Others,1
Kamloops,Kamloops,ICHwk1,ICHwk1/01,82099,Pl  Pw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/02,82100,Fd,1
Kamloops,Kamloops,ICHwk1,ICHwk1/02,82100,Others,0.8
Kamloops,Kamloops,ICHwk1,ICHwk1/02,82100,Pl  Pw,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/03,82101,Fd,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/03,82101,Others,1
Kamloops,Kamloops,ICHwk1,ICHwk1/03,82101,Pl  Lw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/04,82102,Fd,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/04,82102,Lw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/04,82102,Others,1
Kamloops,Kamloops,ICHwk1,ICHwk1/04,82102,Pl  Pw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/05,82103,Fd,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/05,82103,Lw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/05,82103,Others,1
Kamloops,Kamloops,ICHwk1,ICHwk1/05,82103,Pl  Pw,2
Kamloops,Kamloops,ICHwk1,ICHwk1/06,82104,Others,0.8
Kamloops,Kamloops,ICHwk1,ICHwk1/06,82104,Pl  Pw,1.4
Kamloops,Kamloops,ICHwk1,ICHwk1/07,82105,Others,0.8
Kamloops,Kamloops,ICHwk1,ICHwk1/07,82105,Pl,1.4
Kamloops,Kamloops,IDFdk1,IDFdk1/01,82106,Pl,1
Kamloops,Kamloops,IDFdk1,IDFdk1/02,82107,Fd,0.8
Kamloops,Kamloops,IDFdk1,IDFdk1/02,82107,Pl,1
Kamloops,Kamloops,IDFdk1,IDFdk1/02,82107,Py,0.6
Kamloops,Kamloops,IDFdk1,IDFdk1/03,82108,Fd,0.8
Kamloops,Kamloops,IDFdk1,IDFdk1/03,82108,Pl,1
Kamloops,Kamloops,IDFdk1,IDFdk1/03,82108,Py,0.6
Kamloops,Kamloops,IDFdk1,IDFdk1/04,82109,Fd,0.8
Kamloops,Kamloops,IDFdk1,IDFdk1/04,82109,Others,0.6
Kamloops,Kamloops,IDFdk1,IDFdk1/04,82109,Pl,1
Kamloops,Kamloops,IDFdk1,IDFdk1/05,82110,Fd,0.8
Kamloops,Kamloops,IDFdk1,IDFdk1/05,82110,Others,0.6
Kamloops,Kamloops,IDFdk1,IDFdk1/05,82110,Pl Lw,1
Kamloops,Kamloops,IDFdk1,IDFdk1/06,82111,Fd,0.8
Kamloops,Kamloops,IDFdk1,IDFdk1/06,82111,Others,0.6
Kamloops,Kamloops,IDFdk1,IDFdk1/06,82111,Pl,1
Kamloops,Kamloops,IDFdk1a,IDFdk1a/94,82112,Fd,1
Kamloops,Kamloops,IDFdk1a,IDFdk1a/94,82112,Pl,1.4
Kamloops,Kamloops,IDFdk2,IDFdk2/01,82113,Pl  Lw,1
Kamloops,Kamloops,IDFdk2,IDFdk2/02,82114,Fd,0.8
Kamloops,Kamloops,IDFdk2,IDFdk2/02,82114,Py,0.6
Kamloops,Kamloops,IDFdk2,IDFdk2/03,82115,Fd,0.8
Kamloops,Kamloops,IDFdk2,IDFdk2/03,82115,Pl,1
Kamloops,Kamloops,IDFdk2,IDFdk2/03,82115,Py,0.6
Kamloops,Kamloops,IDFdk2,IDFdk2/04,82116,Fd,1
Kamloops,Kamloops,IDFdk2,IDFdk2/04,82116,Pl Lw,1.4
Kamloops,Kamloops,IDFdk2,IDFdk2/04,82116,Py,0.8
Kamloops,Kamloops,IDFdk2,IDFdk2/05,82117,Fd,1
Kamloops,Kamloops,IDFdk2,IDFdk2/05,82117,Others,0.8
Kamloops,Kamloops,IDFdk2,IDFdk2/05,82117,Pl Lw,1.4
Kamloops,Kamloops,IDFdk2,IDFdk2/06,82118,Fd,0.8
Kamloops,Kamloops,IDFdk2,IDFdk2/06,82118,Others,0.6
Kamloops,Kamloops,IDFdk2,IDFdk2/06,82118,Pl,1
Kamloops,Kamloops,IDFdk2,IDFdk2/07,82119,Others,0.6
Kamloops,Kamloops,IDFdk2,IDFdk2/07,82119,Pl,1
Kamloops,Kamloops,IDFdk3,IDFdk3/01,82120,Fd,1
Kamloops,Kamloops,IDFdk3,IDFdk3/01,82120,Pl,1.4
Kamloops,Kamloops,IDFdk3,IDFdk3/01,82120,Sxw,0.8
Kamloops,Kamloops,IDFdk3,IDFdk3/02,82121,Fd,0.8
Kamloops,Kamloops,IDFdk3,IDFdk3/02,82121,Pl,1
Kamloops,Kamloops,IDFdk3,IDFdk3/03,82122,Fd,0.8
Kamloops,Kamloops,IDFdk3,IDFdk3/03,82122,Pl,1
Kamloops,Kamloops,IDFdk3,IDFdk3/04,82123,Fd,1
Kamloops,Kamloops,IDFdk3,IDFdk3/04,82123,Pl,1.4
Kamloops,Kamloops,IDFdk3,IDFdk3/05,82124,Fd,1
Kamloops,Kamloops,IDFdk3,IDFdk3/05,82124,Pl,1.4
Kamloops,Kamloops,IDFdk3,IDFdk3/06,82125,Fd,1
Kamloops,Kamloops,IDFdk3,IDFdk3/06,82125,Pl,1.4
Kamloops,Kamloops,IDFdk3,IDFdk3/07,82126,Fd,0.8
Kamloops,Kamloops,IDFdk3,IDFdk3/07,82126,Pl,1
Kamloops,Kamloops,IDFdk3,IDFdk3/07,82126,Sxw,0.6
Kamloops,Kamloops,IDFdk3,IDFdk3/08,82127,Fd,0.8
Kamloops,Kamloops,IDFdk3,IDFdk3/08,82127,Pl,1
Kamloops,Kamloops,IDFdk3,IDFdk3/08,82127,Sxw,0.6
Kamloops,Kamloops,IDFdk3,IDFdk3/09,82128,Pl,1
Kamloops,Kamloops,IDFdk3,IDFdk3/09,82128,Sxw,0.6
Kamloops,Kamloops,IDFdm1,IDFdm1/01,82129,Fd,0.8
Kamloops,Kamloops,IDFdm1,IDFdm1/01,82129,Others,0.6
Kamloops,Kamloops,IDFdm1,IDFdm1/01,82129,Pl  Lw,1
Kamloops,Kamloops,IDFdm1,IDFdm1/03,82130,Fd,0.8
Kamloops,Kamloops,IDFdm1,IDFdm1/03,82130,Pl,1
Kamloops,Kamloops,IDFdm1,IDFdm1/03,82130,Py,0.6
Kamloops,Kamloops,IDFdm1,IDFdm1/04,82131,Fd,0.8
Kamloops,Kamloops,IDFdm1,IDFdm1/04,82131,Others,0.6
Kamloops,Kamloops,IDFdm1,IDFdm1/04,82131,Pl  Lw,1
Kamloops,Kamloops,IDFdm1,IDFdm1/05,82132,Fd,1
Kamloops,Kamloops,IDFdm1,IDFdm1/05,82132,Others,0.8
Kamloops,Kamloops,IDFdm1,IDFdm1/05,82132,Pl  Lw,1.4
Kamloops,Kamloops,IDFdm1,IDFdm1/06,82133,Fd,1
Kamloops,Kamloops,IDFdm1,IDFdm1/06,82133,Others,0.8
Kamloops,Kamloops,IDFdm1,IDFdm1/06,82133,Pl  Lw,1.4
Kamloops,Kamloops,IDFdm1,IDFdm1/07,82134,Fd,0.8
Kamloops,Kamloops,IDFdm1,IDFdm1/07,82134,Others,0.6
Kamloops,Kamloops,IDFdm1,IDFdm1/07,82134,Pl  Lw,1
Kamloops,Kamloops,IDFmw1,IDFmw1/01,82135,Fd,1
Kamloops,Kamloops,IDFmw1,IDFmw1/01,82135,Others,0.8
Kamloops,Kamloops,IDFmw1,IDFmw1/01,82135,Pl  Lw,1.6
Kamloops,Kamloops,IDFmw1,IDFmw1/02,82137,Fd,0.8
Kamloops,Kamloops,IDFmw1,IDFmw1/02,82137,Pl,1.2
Kamloops,Kamloops,IDFmw1,IDFmw1/02,82137,Py,0.6
Kamloops,Kamloops,IDFmw1,IDFmw1/03,82138,Fd,0.8
Kamloops,Kamloops,IDFmw1,IDFmw1/03,82138,Pl  Lw,1.2
Kamloops,Kamloops,IDFmw1,IDFmw1/03,82138,Py,0.6
Kamloops,Kamloops,IDFmw1,IDFmw1/04,82139,Fd,0.8
Kamloops,Kamloops,IDFmw1,IDFmw1/04,82139,Others,0.6
Kamloops,Kamloops,IDFmw1,IDFmw1/04,82139,Pl  Lw,1.2
Kamloops,Kamloops,IDFmw1,IDFmw1/05,82140,Fd,1
Kamloops,Kamloops,IDFmw1,IDFmw1/05,82140,Others,0.8
Kamloops,Kamloops,IDFmw1,IDFmw1/05,82140,Pl  Lw,1.6
Kamloops,Kamloops,IDFmw1,IDFmw1/06,82141,Fd,1
Kamloops,Kamloops,IDFmw1,IDFmw1/06,82141,Others,0.8
Kamloops,Kamloops,IDFmw1,IDFmw1/06,82141,Pl  Lw,1.6
Kamloops,Kamloops,IDFmw2,IDFmw2/01,82142,Fd,1
Kamloops,Kamloops,IDFmw2,IDFmw2/01,82142,Others,0.8
Kamloops,Kamloops,IDFmw2,IDFmw2/01,82142,Pl  Lw,1.6
Kamloops,Kamloops,IDFmw2,IDFmw2/02,82145,Fd,0.8
Kamloops,Kamloops,IDFmw2,IDFmw2/02,82145,Pl,1.2
Kamloops,Kamloops,IDFmw2,IDFmw2/02,82145,Py,0.6
Kamloops,Kamloops,IDFmw2,IDFmw2/03,82146,Fd,1
Kamloops,Kamloops,IDFmw2,IDFmw2/03,82146,Others,0.8
Kamloops,Kamloops,IDFmw2,IDFmw2/03,82146,Pl  Lw,1.6
Kamloops,Kamloops,IDFmw2,IDFmw2/04,821,Fd,1
Kamloops,Kamloops,IDFmw2,IDFmw2/04,821,Others,0.8
Kamloops,Kamloops,IDFmw2,IDFmw2/04,821,Pl  Lw,1.6
Kamloops,Kamloops,IDFmw2,IDFmw2/04,82147,Fd,1
Kamloops,Kamloops,IDFmw2,IDFmw2/04,82147,Others,0.8
Kamloops,Kamloops,IDFmw2,IDFmw2/04,82147,Pl Lw,1.6
Kamloops,Kamloops,IDFmw2,IDFmw2/05,82148,Others,0.6
Kamloops,Kamloops,IDFmw2,IDFmw2/05,82148,Pl,1.2
Kamloops,Kamloops,IDFww,IDFww/01,82149,Cw  Py,1.5
Kamloops,Kamloops,IDFww,IDFww/01,82149,Fd  Lw,1.5
Kamloops,Kamloops,IDFww,IDFww/01,82149,Pl,2
Kamloops,Kamloops,IDFww,IDFww/01,82149,Sxw,3
Kamloops,Kamloops,IDFww,IDFww/02,82150,Fd,1
Kamloops,Kamloops,IDFww,IDFww/02,82150,Others,0.8
Kamloops,Kamloops,IDFww,IDFww/02,82150,Pl  Lw,1.6
Kamloops,Kamloops,IDFww,IDFww/03,82151,Fd,1
Kamloops,Kamloops,IDFww,IDFww/03,82151,Pl  Lw,1.6
Kamloops,Kamloops,IDFww,IDFww/03,82151,Sxw  Py,0.8
Kamloops,Kamloops,IDFww,IDFww/04,82152,Cw  Py,0.6
Kamloops,Kamloops,IDFww,IDFww/04,82152,Fd,0.8
Kamloops,Kamloops,IDFww,IDFww/04,82152,Pl,1.2
Kamloops,Kamloops,IDFww,IDFww/05,82153,Fd,1
Kamloops,Kamloops,IDFww,IDFww/05,82153,Others,0.8
Kamloops,Kamloops,IDFww,IDFww/05,82153,Pl  Lw,1.6
Kamloops,Kamloops,IDFww,IDFww/06,82154,Fd,1
Kamloops,Kamloops,IDFww,IDFww/06,82154,Others,0.8
Kamloops,Kamloops,IDFww,IDFww/06,82154,Pl  Lw,1.6
Kamloops,Kamloops,IDFww,IDFww/07,82155,Others,0.6
Kamloops,Kamloops,IDFww,IDFww/07,82155,Pl,1.2
Kamloops,Kamloops,IDFxh1,IDFxh1/01,82156,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/02,82157,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/03,82158,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/04,82159,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/05,82160,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/06,82161,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/07,82162,All,0.6
Kamloops,Kamloops,IDFxh1,IDFxh1/08,82163,Others,0.8
Kamloops,Kamloops,IDFxh1,IDFxh1/08,82163,Pl Lw,1
Kamloops,Kamloops,IDFxh1a,IDFxh1a/98,82164,Fd,0.8
Kamloops,Kamloops,IDFxh1a,IDFxh1a/98,82164,Py,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/01,82165,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/02,82166,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/03,82167,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/04,82168,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/05,82169,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/06,82170,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/07,82171,All,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/08,82172,Others,0.6
Kamloops,Kamloops,IDFxh2,IDFxh2/08,82172,Pl,0.8
Kamloops,Kamloops,IDFxh2a,IDFxh2a/95,82173,All,0.8
Kamloops,Kamloops,IDFxw,IDFxw/01,82174,Fd  Py,0.8
Kamloops,Kamloops,IDFxw,IDFxw/02,82175,Fd  Py,0.6
Kamloops,Kamloops,IDFxw,IDFxw/03,82176,Fd  Py,0.6
Kamloops,Kamloops,IDFxw,IDFxw/04,82177,Fd  Py,0.6
Kamloops,Kamloops,IDFxw,IDFxw/05,82178,Fd,0.8
Kamloops,Kamloops,IDFxw,IDFxw/06,82179,Fd  Sxw,0.6
Kamloops,Kamloops,IDFxw,IDFxw/07,82180,Fd  Sxw,0.6
Kamloops,Kamloops,MSdc1,MSdc1/01,82181,Others,0.8
Kamloops,Kamloops,MSdc1,MSdc1/01,82181,Pl,1.4
Kamloops,Kamloops,MSdc1,MSdc1/02,82182,Others,0.6
Kamloops,Kamloops,MSdc1,MSdc1/02,82182,Pl,1
Kamloops,Kamloops,MSdc1,MSdc1/03,82183,Others,0.6
Kamloops,Kamloops,MSdc1,MSdc1/03,82183,Pl,1
Kamloops,Kamloops,MSdc1,MSdc1/04,82184,Others,0.8
Kamloops,Kamloops,MSdc1,MSdc1/04,82184,Pl,1.4
Kamloops,Kamloops,MSdm1,MSdm1/01,82185,Others,0.8
Kamloops,Kamloops,MSdm1,MSdm1/01,82185,Pl  Lw,1.4
Kamloops,Kamloops,MSdm1,MSdm1/02,82186,Fd,0.6
Kamloops,Kamloops,MSdm1,MSdm1/02,82186,Pl  Lw,1
Kamloops,Kamloops,MSdm1,MSdm1/03,82187,Others,0.6
Kamloops,Kamloops,MSdm1,MSdm1/03,82187,Pl  Lw,1
Kamloops,Kamloops,MSdm1,MSdm1/04,82188,Others,0.8
Kamloops,Kamloops,MSdm1,MSdm1/04,82188,Pl  Lw,1.4
Kamloops,Kamloops,MSdm1,MSdm1/05,82189,Others,0.8
Kamloops,Kamloops,MSdm1,MSdm1/05,82189,Pl  Lw,1.4
Kamloops,Kamloops,MSdm1,MSdm1/06,82190,Others,0.8
Kamloops,Kamloops,MSdm1,MSdm1/06,82190,Pl  Lw,1.4
Kamloops,Kamloops,MSdm1,MSdm1/07,82191,Others,0.6
Kamloops,Kamloops,MSdm1,MSdm1/07,82191,Pl,1
Kamloops,Kamloops,MSdm2,MSdm2/01,82192,Pl  Lw,1.4
Kamloops,Kamloops,MSdm2,MSdm2/03,82193,Others,0.6
Kamloops,Kamloops,MSdm2,MSdm2/03,82193,Pl,1
Kamloops,Kamloops,MSdm2,MSdm2/04,82194,Others,0.8
Kamloops,Kamloops,MSdm2,MSdm2/04,82194,Pl Lw,1.4
Kamloops,Kamloops,MSdm2,MSdm2/05,82195,Others,0.8
Kamloops,Kamloops,MSdm2,MSdm2/05,82195,Pl Lw,1.4
Kamloops,Kamloops,MSdm2,MSdm2/06,82196,Others,0.8
Kamloops,Kamloops,MSdm2,MSdm2/06,82196,Pl Lw,1.4
Kamloops,Kamloops,MSdm2,MSdm2/07,82197,Others,0.6
Kamloops,Kamloops,MSdm2,MSdm2/07,82197,Pl,1
Kamloops,Kamloops,MSxk,MSxk/01,82198,Pl,1.4
Kamloops,Kamloops,MSxk,MSxk/02,82199,Others,0.6
Kamloops,Kamloops,MSxk,MSxk/02,82199,Pl,1
Kamloops,Kamloops,MSxk,MSxk/05,82200,Others,0.6
Kamloops,Kamloops,MSxk,MSxk/05,82200,Pl,1
Kamloops,Kamloops,MSxk,MSxk/06,82201,Others,0.8
Kamloops,Kamloops,MSxk,MSxk/06,82201,"Pl, Lw",1.4
Kamloops,Kamloops,MSxk,MSxk/07,82202,Others,0.8
Kamloops,Kamloops,MSxk,MSxk/07,82202,Pl,1.4
Kamloops,Kamloops,MSxk,MSxk/08,82203,Others,0.8
Kamloops,Kamloops,MSxk,MSxk/08,82203,Pl,1.4
Kamloops,Kamloops,MSxk,MSxk/09,82204,Others,0.6
Kamloops,Kamloops,MSxk,MSxk/09,82204,Pl,1
Kamloops,Kamloops,PPxh1,PPxh1/01,82205,All,0.6
Kamloops,Kamloops,PPxh1,PPxh1/02,82206,All,0.6
Kamloops,Kamloops,PPxh1,PPxh1/04,82207,All,0.6
Kamloops,Kamloops,PPxh1,PPxh1/05,82208,All,0.6
Kamloops,Kamloops,PPxh1,PPxh1/06,82209,All,0.6
Kamloops,Kamloops,PPxh1,PPxh1/07,82210,All,0.6
Kamloops,Kamloops,PPxh1,PPxh1/08,82211,All,0.6
Kamloops,Kamloops,PPxh2,PPxh2/01,82212,All,0.6
Kamloops,Kamloops,PPxh2,PPxh2/02,82213,All,0.6
Kamloops,Kamloops,PPxh2,PPxh2/03,82214,All,0.6
Kamloops,Kamloops,PPxh2,PPxh2/04,82215,All,0.6
Kamloops,Kamloops,PPxh2,PPxh2/06,82216,All,0.6
Kamloops,Kamloops,PPxh2,PPxh2/07,82217,All,0.6
Kamloops,Kamloops,SBSmm,SBSmm/01,82218,Fd,1.4
Kamloops,Kamloops,SBSmm,SBSmm/01,82218,Others,1
Kamloops,Kamloops,SBSmm,SBSmm/01,82218,Pl  Lw,2
Kamloops,Kamloops,SBSmm,SBSmm/02,82219,Fd,1
Kamloops,Kamloops,SBSmm,SBSmm/02,82219,Others,0.8
Kamloops,Kamloops,SBSmm,SBSmm/02,82219,Pl,1.4
Kamloops,Kamloops,SBSmm,SBSmm/03,82220,Fd,1
Kamloops,Kamloops,SBSmm,SBSmm/03,82220,Others,0.8
Kamloops,Kamloops,SBSmm,SBSmm/03,82220,Pl,1.4
Kamloops,Kamloops,SBSmm,SBSmm/04,82221,Fd,1
Kamloops,Kamloops,SBSmm,SBSmm/04,82221,Others,0.8
Kamloops,Kamloops,SBSmm,SBSmm/04,82221,Pl,1.4
Kamloops,Kamloops,SBSmm,SBSmm/05,82222,Fd,1.4
Kamloops,Kamloops,SBSmm,SBSmm/05,82222,Others,1
Kamloops,Kamloops,SBSmm,SBSmm/05,82222,Pl  Lw,2
Kamloops,Kamloops,SBSmm,SBSmm/06,82223,Fd,1.4
Kamloops,Kamloops,SBSmm,SBSmm/06,82223,Others,1
Kamloops,Kamloops,SBSmm,SBSmm/06,82223,Pl  Lw,2
Kamloops,Kamloops,SBSmm,SBSmm/07,82224,Fd,1.4
Kamloops,Kamloops,SBSmm,SBSmm/07,82224,Others,1
Kamloops,Kamloops,SBSmm,SBSmm/07,82224,Pl,2
Kamloops,Kamloops,SBSmm,SBSmm/08,82225,Others,0.8
Kamloops,Kamloops,SBSmm,SBSmm/08,82225,Pl,1.4
LMH702016,LMH702016,ESSFdc1,ESSFdc1/101,1050217,Others,0.8
LMH702016,LMH702016,ESSFdc1,ESSFdc1/101,1050217,Pl,1.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/102,1050218,Others,0.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/102,1050218,Pl,1.2
LMH702016,LMH702016,ESSFdc1,ESSFdc1/103,1050219,Others,0.8
LMH702016,LMH702016,ESSFdc1,ESSFdc1/103,1050219,Pl,1.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/104,1050220,Others,0.8
LMH702016,LMH702016,ESSFdc1,ESSFdc1/104,1050220,Pl,1.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/110,1050221,Others,0.8
LMH702016,LMH702016,ESSFdc1,ESSFdc1/110,1050221,Pl,1.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/111,1050222,Others,0.8
LMH702016,LMH702016,ESSFdc1,ESSFdc1/111,1050222,Pl,1.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/112,1050223,Others,0.6
LMH702016,LMH702016,ESSFdc1,ESSFdc1/112,1050223,Pl,1.2
LMH702016,LMH702016,ESSFdcw,ESSFdcw/101,1050224,All,0.8
LMH702016,LMH702016,ESSFdcw,ESSFdcw/102,1050225,Others,0.6
LMH702016,LMH702016,ESSFdcw,ESSFdcw/102,1050225,Pl,1.2
LMH702016,LMH702016,ESSFdcw,ESSFdcw/103,1050226,All,0.8
LMH702016,LMH702016,ESSFdcw,ESSFdcw/110,1050227,All,0.6
LMH702016,LMH702016,ESSFmh,ESSFmh/101,1050228,Fdi,1.4
LMH702016,LMH702016,ESSFmh,ESSFmh/101,1050228,Lw  Pw  Pl,2
LMH702016,LMH702016,ESSFmh,ESSFmh/101,1050228,Others,1
LMH702016,LMH702016,ESSFmh,ESSFmh/102,1050229,Fdi,1.2
LMH702016,LMH702016,ESSFmh,ESSFmh/102,1050229,Lw  Pl,1.6
LMH702016,LMH702016,ESSFmh,ESSFmh/102,1050229,Others,0.8
LMH702016,LMH702016,ESSFmh,ESSFmh/103,1050230,Fdi,1.4
LMH702016,LMH702016,ESSFmh,ESSFmh/103,1050230,Lw  Pw  Pl,2
LMH702016,LMH702016,ESSFmh,ESSFmh/103,1050230,Others,1
LMH702016,LMH702016,ESSFmh,ESSFmh/104,1050231,Others,1
LMH702016,LMH702016,ESSFmh,ESSFmh/104,1050231,Pl,2
LMH702016,LMH702016,ESSFmh,ESSFmh/105,1050232,Fdi,1.4
LMH702016,LMH702016,ESSFmh,ESSFmh/105,1050232,Lw  Pw  Pl,2
LMH702016,LMH702016,ESSFmh,ESSFmh/105,1050232,Others,1
LMH702016,LMH702016,ESSFmh,ESSFmh/110,1050233,All,1
LMH702016,LMH702016,ESSFmh,ESSFmh/111,1050234,All,1
LMH702016,LMH702016,ESSFmh,ESSFmh/112,1050235,All,0.8
LMH702016,LMH702016,ESSFwc4,ESSFwc4/101,1050236,Others,0.8
LMH702016,LMH702016,ESSFwc4,ESSFwc4/101,1050236,Pl,1.6
LMH702016,LMH702016,ESSFwc4,ESSFwc4/102,1050237,Others,0.6
LMH702016,LMH702016,ESSFwc4,ESSFwc4/102,1050237,Pl,1.2
LMH702016,LMH702016,ESSFwc4,ESSFwc4/103,1050238,Others,0.8
LMH702016,LMH702016,ESSFwc4,ESSFwc4/103,1050238,Pl,1.6
LMH702016,LMH702016,ESSFwc4,ESSFwc4/110,1050239,All,0.8
LMH702016,LMH702016,ESSFwc4,ESSFwc4/111,1050240,All,0.8
LMH702016,LMH702016,ESSFwc4,ESSFwc4/112,1050241,All,0.6
LMH702016,LMH702016,ESSFwcw,ESSFwcw/101,1050242,All,0.8
LMH702016,LMH702016,ESSFwcw,ESSFwcw/102,1050243,Others,0.6
LMH702016,LMH702016,ESSFwcw,ESSFwcw/102,1050243,Pl,1.2
LMH702016,LMH702016,ESSFwcw,ESSFwcw/103,1050244,All,0.8
LMH702016,LMH702016,ESSFwcw,ESSFwcw/104,1050245,All,0.8
LMH702016,LMH702016,ESSFwcw,ESSFwcw/110,1050246,All,0.6
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,10502,Fd,1.4
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,10502,Lw  Pl,2
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,10502,Others,1
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,1050247,Fd,1.4
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,1050247,Lw Pl,2
LMH702016,LMH702016,ESSFwh1,ESSFwh1/101,1050247,Others,1
LMH702016,LMH702016,ESSFwh1,ESSFwh1/102,1050248,Fd,1.2
LMH702016,LMH702016,ESSFwh1,ESSFwh1/102,1050248,Others,0.8
LMH702016,LMH702016,ESSFwh1,ESSFwh1/102,1050248,Pl,1.6
LMH702016,LMH702016,ESSFwh1,ESSFwh1/103,1050249,Fd,1.4
LMH702016,LMH702016,ESSFwh1,ESSFwh1/103,1050249,Lw  Pw  Pl,2
LMH702016,LMH702016,ESSFwh1,ESSFwh1/103,1050249,Others,1
LMH702016,LMH702016,ESSFwh1,ESSFwh1/104,1050250,Fd,1.4
LMH702016,LMH702016,ESSFwh1,ESSFwh1/104,1050250,Lw  Pw  Pl,2
LMH702016,LMH702016,ESSFwh1,ESSFwh1/104,1050250,Others,1
LMH702016,LMH702016,ESSFwh1,ESSFwh1/110,10550251,All,1
LMH702016,LMH702016,ESSFwh1,ESSFwh1/111,1050252,All,0.8
LMH702016,LMH702016,ESSFwh2,ESSFwh2/101,1050253,Fd,1.4
LMH702016,LMH702016,ESSFwh2,ESSFwh2/101,1050253,Lw  Pl  Pw,2
LMH702016,LMH702016,ESSFwh2,ESSFwh2/101,1050253,Others,1
LMH702016,LMH702016,ESSFwh2,ESSFwh2/102,1050254,Fd,1.2
LMH702016,LMH702016,ESSFwh2,ESSFwh2/102,1050254,Others,0.8
LMH702016,LMH702016,ESSFwh2,ESSFwh2/102,1050254,Pl,1.6
LMH702016,LMH702016,ESSFwh2,ESSFwh2/103,1050255,Fd,1.4
