Region,ZoneSubzone,SS_NoSpace,Species,Suitability,PreferredAcceptable,Standard,FN1,FN2,FN3,FN4,FN5
Nelson,IDFxh1,IDFxh1/08,Ep,3,X,83111,901,,,,
Nelson,IDFxh1,IDFxh1/08,Fd,1,P,83111,1,32,,,
Nelson,IDFxh1,IDFxh1/08,Py,1,P,83111,1,32,,,
Nelson,IDFxh1,IDFxh1/08,Sx,1,P,83111,,,,,
Nelson,IDFxh1,IDFxh1/08,Pl,2,A,83111,1,,,,
Nelson,IDFxh1,IDFxh1/08,Lw,3,A,83111,1,32,,,
Nelson,MSdk,MSdk/01,Act,3,X,83112,901,,,,
Nelson,MSdk,MSdk/01,At,3,X,83112,901,,,,
Nelson,MSdk,MSdk/01,Ep,1,X,83112,53,900,,,
Nelson,MSdk,MSdk/01,Fd,1,P,83112,32,,,,
Nelson,MSdk,MSdk/01,Lw,1,P,83112,32,,,,
Nelson,MSdk,MSdk/01,Pl,1,P,83112,,,,,
Nelson,MSdk,MSdk/01,Sx,1,P,83112,,,,,
Nelson,MSdk,MSdk/01,Bl,2,A,83112,,,,,
Nelson,MSdk,MSdk/03,At,3,X,83113,901,,,,
Nelson,MSdk,MSdk/03,Ep,3,X,83113,901,,,,
Nelson,MSdk,MSdk/03,Fd,1,P,83113,,,,,
Nelson,MSdk,MSdk/03,Lw,1,P,83113,,,,,
Nelson,MSdk,MSdk/03,Pl,1,P,83113,,,,,
Nelson,MSdk,MSdk/03,Bl,3,X,83113,,,,,
Nelson,MSdk,MSdk/03,Sx,3,A,83113,,,,,
Nelson,MSdk,MSdk/04,At,3,X,83114,901,,,,
Nelson,MSdk,MSdk/04,Ep,3,X,83114,901,,,,
Nelson,MSdk,MSdk/04,Fd,1,P,83114,,,,,
Nelson,MSdk,MSdk/04,Lw,1,P,83114,,,,,
Nelson,MSdk,MSdk/04,Pl,1,P,83114,,,,,
Nelson,MSdk,MSdk/04,Bl,2,A,83114,,,,,
Nelson,MSdk,MSdk/04,Sx,2,P,83114,,,,,
Nelson,MSdk,MSdk/05,Act,3,X,83115,901,,,,
Nelson,MSdk,MSdk/05,At,3,X,83115,901,,,,
Nelson,MSdk,MSdk/05,Ep,3,X,83115,901,,,,
Nelson,MSdk,MSdk/05,Fd,1,P,83115,32,,,,
Nelson,MSdk,MSdk/05,Lw,1,P,83115,32,,,,
Nelson,MSdk,MSdk/05,Pl,1,P,83115,,,,,
Nelson,MSdk,MSdk/05,Sx,1,P,83115,,,,,
Nelson,MSdk,MSdk/05,Bl,2,A,83115,,,,,
Nelson,MSdk,MSdk/06,Act,3,X,83116,901,,,,
Nelson,MSdk,MSdk/06,At,3,X,83116,901,,,,
Nelson,MSdk,MSdk/06,Ep,3,X,83116,901,,,,
Nelson,MSdk,MSdk/06,Sx,1,P,83116,,,,,
Nelson,MSdk,MSdk/06,Bl,2,A,83116,,,,,
Nelson,MSdk,MSdk/06,Fd,2,P,83116,1,32,,,
Nelson,MSdk,MSdk/06,Lw,2,P,83116,1,32,,,
Nelson,MSdk,MSdk/06,Pl,2,A,83116,1,,,,
Nelson,MSdm1,MSdm1/01,At,3,X,83117,901,,,,
Nelson,MSdm1,MSdm1/01,Pl,1,P,83117,,,,,
Nelson,MSdm1,MSdm1/01,Sx,1,P,83117,,,,,
Nelson,MSdm1,MSdm1/01,Bl,2,A,83117,,,,,
Nelson,MSdm1,MSdm1/01,Fd,2,A,83117,9,14,32,,
Nelson,MSdm1,MSdm1/01,Lw,2,A,83117,9,14,32,,
Nelson,MSdm1,MSdm1/02,At,3,X,83118,901,,,,
Nelson,MSdm1,MSdm1/02,Fd,1,P,83118,,,,,
Nelson,MSdm1,MSdm1/02,Pl,1,P,83118,,,,,
Nelson,MSdm1,MSdm1/02,Lw,2,P,83118,,,,,
Nelson,MSdm1,MSdm1/03,At,3,X,83119,901,,,,
Nelson,MSdm1,MSdm1/03,Pl,1,P,83119,,,,,
Nelson,MSdm1,MSdm1/03,Fd,2,P,83119,32,,,,
Nelson,MSdm1,MSdm1/03,Lw,2,P,83119,32,,,,
Nelson,MSdm1,MSdm1/03,Bl,3,X,83119,10,13,,,
Nelson,MSdm1,MSdm1/03,Sx,3,A,83119,10,13,,,
Nelson,MSdm1,MSdm1/04,At,3,X,83120,901,,,,
Nelson,MSdm1,MSdm1/04,Fd,1,P,83120,14,32,,,
Nelson,MSdm1,MSdm1/04,Lw,1,P,83120,14,32,,,
Nelson,MSdm1,MSdm1/04,Pl,1,P,83120,,,,,
Nelson,MSdm1,MSdm1/04,Bl,3,X,83120,10,13,,,
Nelson,MSdm1,MSdm1/04,Sx,3,A,83120,10,13,,,
Nelson,MSdm1,MSdm1/05,At,2,X,83121,53,900,,,
Nelson,MSdm1,MSdm1/05,Pl,1,P,83121,,,,,
Nelson,MSdm1,MSdm1/05,Bl,2,A,83121,10,13,,,
Nelson,MSdm1,MSdm1/05,Fd,2,A,83121,9,14,32,,
Nelson,MSdm1,MSdm1/05,Lw,2,A,83121,9,14,32,,
Nelson,MSdm1,MSdm1/05,Sx,2,P,83121,,,,,
Nelson,MSdm1,MSdm1/06,Act,3,X,83122,901,,,,
Nelson,MSdm1,MSdm1/06,At,3,X,83122,901,,,,
Nelson,MSdm1,MSdm1/06,Pl,1,P,83122,,,,,
Nelson,MSdm1,MSdm1/06,Sx,1,P,83122,,,,,
Nelson,MSdm1,MSdm1/06,Bl,2,A,83122,,,,,
Nelson,MSdm1,MSdm1/06,Fd,2,A,83122,9,14,32,,
Nelson,MSdm1,MSdm1/06,Lw,2,A,83122,9,14,32,,
Nelson,MSdm1,MSdm1/07,Pl,1,P,83123,1,,,,
Nelson,MSdm1,MSdm1/07,Sx,1,P,83123,1,,,,
Nelson,MSdm1,MSdm1/07,Bl,2,A,83123,1,,,,
Nelson,MSdm1,MSdm1/08,Act,3,X,83124,901,,,,
Nelson,MSdm1,MSdm1/08,At,3,X,83124,901,,,,
Nelson,MSdm1,MSdm1/08,Pl,1,P,83124,,,,,
Nelson,MSdm1,MSdm1/08,Sx,1,P,83124,,,,,
Nelson,MSdm1,MSdm1/08,Bl,2,A,83124,,,,,
Nelson,MSdm1,MSdm1/08,Fd,2,A,83124,9,14,32,,
Nelson,MSdm1,MSdm1/08,Lw,2,A,83124,9,14,32,,
Nelson,MSdm1,MSdm1/08,Cw,3,A,83124,32,,,,
Nelson,PPdh1,PPdh1/01,Py,1,P,83125,,,,,
Nelson,PPdh1,PPdh1/01,Fd,2,P,83125,27,,,,
Nelson,PPdh1,PPdh1/04,Fd,1,P,83126,,,,,
Nelson,PPdh1,PPdh1/04,Py,1,P,83126,,,,,
Nelson,PPdh1,PPdh1/05,Act,3,X,83127,901,,,,
Nelson,PPdh1,PPdh1/05,At,3,X,83127,901,,,,
Nelson,PPdh1,PPdh1/05,Ep,3,X,83127,901,,,,
Nelson,PPdh1,PPdh1/05,Fd,1,P,83127,1,32,,,
Nelson,PPdh1,PPdh1/05,Py,1,P,83127,1,,,,
Nelson,PPdh2,PPdh2/01,Py,1,P,83128,,,,,
Nelson,PPdh2,PPdh2/01,Fd,2,P,83128,27,32,,,
Nelson,PPdh2,PPdh2/01,Lw,3,X,83128,10,23,32,,
Nelson,PPdh2,PPdh2/01,Pl,3,A,83128,23,,,,
Nelson,PPdh2,PPdh2/03,Act,3,X,83129,901,,,,
Nelson,PPdh2,PPdh2/03,At,3,X,83129,901,,,,
Nelson,PPdh2,PPdh2/03,Ep,3,X,83129,901,,,,
Nelson,PPdh2,PPdh2/03,Fd,1,P,83129,32,,,,
Nelson,PPdh2,PPdh2/03,Py,1,P,83129,1,,,,
Nelson,PPdh2,PPdh2/03,Sx,1,P,83129,28,,,,
Nelson,PPdh2,PPdh2/03,Lw,3,X,83129,23,32,,,
Nelson,PPdh2,PPdh2/03,Pl,3,A,83129,23,,,,
Vancouver,CDFmm,CDFmm/01,Dr,3,X,84000,901,,,,
Vancouver,CDFmm,CDFmm/01,Mb,3,X,84000,901,,,,
Vancouver,CDFmm,CDFmm/01,Qg,3,X,84000,901,,,,
Vancouver,CDFmm,CDFmm/01,Ra,2,X,84000,900,,,,
Vancouver,CDFmm,CDFmm/01,Fd,1,P,84000,,,,,
Vancouver,CDFmm,CDFmm/01,Pl,2,P,84000,6,,,,
Vancouver,CDFmm,CDFmm/01,Bg,3,X,84000,47,,,,
Vancouver,CDFmm,CDFmm/01,Cw,3,A,84000,,,,,
Vancouver,CDFmm,CDFmm/02,Qg,3,X,84001,901,,,,
Vancouver,CDFmm,CDFmm/02,Ra,2,X,84001,900,,,,
Vancouver,CDFmm,CDFmm/02,Fd,1,P,84001,,,,,
Vancouver,CDFmm,CDFmm/02,Pl,2,P,84001,6,,,,
Vancouver,CDFmm,CDFmm/03,Qg,3,X,84002,901,,,,
Vancouver,CDFmm,CDFmm/03,Ra,2,X,84002,900,,,,
Vancouver,CDFmm,CDFmm/03,Fd,1,P,84002,,,,,
Vancouver,CDFmm,CDFmm/03,Pl,2,P,84002,3,,,,
Vancouver,CDFmm,CDFmm/04,Act,3,X,84003,901,,,,
Vancouver,CDFmm,CDFmm/04,Dr,3,X,84003,901,,,,
Vancouver,CDFmm,CDFmm/04,Mb,3,X,84003,901,,,,
Vancouver,CDFmm,CDFmm/04,Qg,3,X,84003,901,,,,
Vancouver,CDFmm,CDFmm/04,Fd,1,P,84003,,,,,
Vancouver,CDFmm,CDFmm/04,Bg,3,A,84003,,,,,
Vancouver,CDFmm,CDFmm/04,Cw,3,A,84003,,,,,
Vancouver,CDFmm,CDFmm/05,Act,3,X,84004,901,,,,
Vancouver,CDFmm,CDFmm/05,Dr,2,X,84004,7,42,900,,
Vancouver,CDFmm,CDFmm/05,Mb,3,X,84004,901,,,,
Vancouver,CDFmm,CDFmm/05,Qg,3,X,84004,901,,,,
Vancouver,CDFmm,CDFmm/05,Ra,2,X,84004,900,,,,
Vancouver,CDFmm,CDFmm/05,Fd,1,P,84004,,,,,
Vancouver,CDFmm,CDFmm/05,Cw,3,A,84004,,,,,
Vancouver,CDFmm,CDFmm/06,Act,2,X,84005,42,900,,,
Vancouver,CDFmm,CDFmm/06,Dr,2,X,84005,42,900,,,
Vancouver,CDFmm,CDFmm/06,Mb,3,X,84005,901,,,,
Vancouver,CDFmm,CDFmm/06,Qg,3,X,84005,901,,,,
Vancouver,CDFmm,CDFmm/06,Ra,2,X,84005,900,,,,
Vancouver,CDFmm,CDFmm/06,Bg,1,A,84005,47,,,,
Vancouver,CDFmm,CDFmm/06,Cw,1,P,84005,,,,,
Vancouver,CDFmm,CDFmm/06,Fd,1,P,84005,,,,,
Vancouver,CDFmm,CDFmm/07,Act,2,X,84006,42,900,,,
Vancouver,CDFmm,CDFmm/07,Dr,2,X,84006,42,900,,,
Vancouver,CDFmm,CDFmm/07,Mb,3,X,84006,901,,,,
Vancouver,CDFmm,CDFmm/07,Qg,3,X,84006,901,,,,
Vancouver,CDFmm,CDFmm/07,Ra,2,X,84006,900,,,,
Vancouver,CDFmm,CDFmm/07,Bg,1,A,84006,47,,,,
Vancouver,CDFmm,CDFmm/07,Cw,1,P,84006,,,,,
Vancouver,CDFmm,CDFmm/07,Fd,1,P,84006,,,,,
Vancouver,CDFmm,CDFmm/08,Act,2,X,84007,42,900,,,
Vancouver,CDFmm,CDFmm/08,Dr,2,X,84007,42,900,,,
Vancouver,CDFmm,CDFmm/08,Mb,3,X,84007,901,,,,
Vancouver,CDFmm,CDFmm/08,Qg,3,X,84007,901,,,,
Vancouver,CDFmm,CDFmm/08,Ra,2,X,84007,900,,,,
Vancouver,CDFmm,CDFmm/08,Bg,2,A,84007,1,47,,,
Vancouver,CDFmm,CDFmm/08,Cw,2,P,84007,1,,,,
Vancouver,CDFmm,CDFmm/10,Pl,1,P,84008,1,,,,
Vancouver,CDFmm,CDFmm/10,Cw,3,A,84008,1,,,,
Vancouver,CDFmm,CDFmm/11,Act,3,X,84009,901,,,,
Vancouver,CDFmm,CDFmm/11,Dr,3,X,84009,901,,,,
Vancouver,CDFmm,CDFmm/11,Mb,3,X,84009,901,,,,
Vancouver,CDFmm,CDFmm/11,Cw,1,P,84009,1,,,,
Vancouver,CDFmm,CDFmm/12,Act,3,X,84010,901,,,,
Vancouver,CDFmm,CDFmm/12,Dr,3,X,84010,901,,,,
Vancouver,CDFmm,CDFmm/12,Mb,2,X,84010,41,900,,,
Vancouver,CDFmm,CDFmm/12,Bg,1,A,84010,1,47,,,
Vancouver,CDFmm,CDFmm/12,Cw,1,P,84010,1,,,,
Vancouver,CDFmm,CDFmm/12,Fd,1,P,84010,1,,,,
Vancouver,CDFmm,CDFmm/13,Act,2,X,84011,41,42,900,,
Vancouver,CDFmm,CDFmm/13,Dr,2,X,84011,41,42,900,,
Vancouver,CDFmm,CDFmm/13,Mb,2,X,84011,41,900,,,
Vancouver,CDFmm,CDFmm/13,Bg,1,P,84011,1,47,,,
Vancouver,CDFmm,CDFmm/13,Cw,1,P,84011,1,,,,
Vancouver,CDFmm,CDFmm/13,Fd,2,P,84011,1,,,,
Vancouver,CDFmm,CDFmm/14,Act,3,X,84012,901,,,,
Vancouver,CDFmm,CDFmm/14,Dr,3,X,84012,901,,,,
Vancouver,CDFmm,CDFmm/14,Mb,3,X,84012,901,,,,
Vancouver,CDFmm,CDFmm/14,Cw,1,P,84012,1,,,,
Vancouver,CDFmm,CDFmm/14,Bg,2,A,84012,1,47,,,
Vancouver,CWHdm,CWHdm/01,Act,3,X,84013,901,,,,
Vancouver,CWHdm,CWHdm/01,Dr,2,X,84013,7,42,900,,
Vancouver,CWHdm,CWHdm/01,Ep,2,X,84013,18,900,,,
Vancouver,CWHdm,CWHdm/01,Mb,3,X,84013,901,,,,
Vancouver,CWHdm,CWHdm/01,Ra,2,X,84013,900,,,,
Vancouver,CWHdm,CWHdm/01,Fd,1,P,84013,,,,,
Vancouver,CWHdm,CWHdm/01,Hw,2,P,84013,24,,,,
Vancouver,CWHdm,CWHdm/01,Cw,3,P,84013,,,,,
Vancouver,CWHdm,CWHdm/01,Pw,3,A,84013,31,,,,
Vancouver,CWHdm,CWHdm/01,Lw,3,A,84013,,,,,
Vancouver,CWHdm,CWHdm/02,Mb,3,X,84014,901,,,,
Vancouver,CWHdm,CWHdm/02,Qg,3,X,84014,901,,,,
Vancouver,CWHdm,CWHdm/02,Ra,2,X,84014,900,,,,
Vancouver,CWHdm,CWHdm/02,Pl,1,P,84014,,,,,
Vancouver,CWHdm,CWHdm/02,Fd,2,P,84014,,,,,
Vancouver,CWHdm,CWHdm/03,Act,3,X,84015,901,,,,
Vancouver,CWHdm,CWHdm/03,Dr,3,X,84015,901,,,,
Vancouver,CWHdm,CWHdm/03,Ep,3,X,84015,901,,,,
Vancouver,CWHdm,CWHdm/03,Mb,3,X,84015,901,,,,
Vancouver,CWHdm,CWHdm/03,Ra,2,X,84015,900,,,,
Vancouver,CWHdm,CWHdm/03,Fd,1,P,84015,,,,,
Vancouver,CWHdm,CWHdm/03,Cw,3,A,84015,,,,,
Vancouver,CWHdm,CWHdm/03,Hw,3,A,84015,,,,,
Vancouver,CWHdm,CWHdm/03,Lw,3,X,84015,23,,,,
Vancouver,CWHdm,CWHdm/04,Act,3,X,84016,901,,,,
Vancouver,CWHdm,CWHdm/04,Dr,3,X,84016,901,,,,
Vancouver,CWHdm,CWHdm/04,Ep,3,X,84016,901,,,,
Vancouver,CWHdm,CWHdm/04,Mb,3,X,84016,901,,,,
Vancouver,CWHdm,CWHdm/04,Qg,3,X,84016,901,,,,
Vancouver,CWHdm,CWHdm/04,Ra,2,X,84016,900,,,,
Vancouver,CWHdm,CWHdm/04,Fd,1,P,84016,,,,,
Vancouver,CWHdm,CWHdm/04,Cw,3,A,84016,,,,,
Vancouver,CWHdm,CWHdm/04,Lw,3,X,84016,23,,,,
Vancouver,CWHdm,CWHdm/04,Pw,3,A,84016,31,,,,
Vancouver,CWHdm,CWHdm/05,Act,2,X,84017,42,900,,,
Vancouver,CWHdm,CWHdm/05,Dr,2,X,84017,42,900,,,
Vancouver,CWHdm,CWHdm/05,Ep,2,X,84017,18,900,,,
Vancouver,CWHdm,CWHdm/05,Mb,3,X,84017,901,,,,
Vancouver,CWHdm,CWHdm/05,Cw,1,P,84017,,,,,
Vancouver,CWHdm,CWHdm/05,Fd,1,P,84017,,,,,
Vancouver,CWHdm,CWHdm/05,Hw,3,A,84017,,,,,
Vancouver,CWHdm,CWHdm/05,Pw,3,A,84017,31,,,,
Vancouver,CWHdm,CWHdm/05,Bg,3,A,84017,67,47,,,
Vancouver,CWHdm,CWHdm/06,Act,3,X,84018,901,,,,
Vancouver,CWHdm,CWHdm/06,Dr,2,X,84018,7,41,900,,
Vancouver,CWHdm,CWHdm/06,Ep,2,X,84018,18,900,,,
Vancouver,CWHdm,CWHdm/06,Mb,3,X,84018,901,,,,
Vancouver,CWHdm,CWHdm/06,Cw,1,P,84018,,,,,
Vancouver,CWHdm,CWHdm/06,Hw,1,P,84018,,,,,
Vancouver,CWHdm,CWHdm/06,Fd,3,A,84018,1,,,,
Vancouver,CWHdm,CWHdm/07,Act,2,X,84019,41,900,,,
Vancouver,CWHdm,CWHdm/07,Dr,2,X,84019,41,900,,,
Vancouver,CWHdm,CWHdm/07,Ep,2,X,84019,18,900,,,
Vancouver,CWHdm,CWHdm/07,Mb,2,X,84019,41,900,,,
Vancouver,CWHdm,CWHdm/07,Bg,1,A,84019,47,,,,
Vancouver,CWHdm,CWHdm/07,Cw,1,P,84019,,,,,
Vancouver,CWHdm,CWHdm/07,Fd,1,P,84019,,,,,
Vancouver,CWHdm,CWHdm/07,Hw,3,A,84019,,,,,
Vancouver,CWHdm,CWHdm/08,Act,3,X,84020,41,901,,,
Vancouver,CWHdm,CWHdm/08,Dr,2,X,84020,41,900,,,
Vancouver,CWHdm,CWHdm/08,Ep,2,X,84020,18,900,,,
Vancouver,CWHdm,CWHdm/08,Mb,2,X,84020,41,900,,,
Vancouver,CWHdm,CWHdm/08,Bg,1,P,84020,47,,,,
Vancouver,CWHdm,CWHdm/08,Cw,1,P,84020,,,,,
Vancouver,CWHdm,CWHdm/09,Act,2,X,84021,41,900,,,
Vancouver,CWHdm,CWHdm/09,Dr,2,X,84021,41,900,,,
Vancouver,CWHdm,CWHdm/09,Ep,2,X,84021,18,900,,,
Vancouver,CWHdm,CWHdm/09,Mb,2,X,84021,41,900,,,
Vancouver,CWHdm,CWHdm/09,Bg,2,A,84021,1,47,,,
Vancouver,CWHdm,CWHdm/09,Cw,2,P,84021,1,,,,
Vancouver,CWHdm,CWHdm/11,Pl,1,P,84022,1,,,,
Vancouver,CWHdm,CWHdm/11,Cw,3,A,84022,1,,,,
Vancouver,CWHdm,CWHdm/12,Act,3,X,84023,901,,,,
Vancouver,CWHdm,CWHdm/12,Dr,3,X,84023,901,,,,
Vancouver,CWHdm,CWHdm/12,Ep,3,X,84023,901,,,,
Vancouver,CWHdm,CWHdm/12,Mb,3,X,84023,901,,,,
Vancouver,CWHdm,CWHdm/12,Cw,1,P,84023,1,,,,
Vancouver,CWHdm,CWHdm/12,Hw,3,A,84023,1,2,,,
Vancouver,CWHdm,CWHdm/12,Pw,3,A,84023,31,,,,
Vancouver,CWHdm,CWHdm/12,Ss,3,A,84023,35,,,,
Vancouver,CWHdm,CWHdm/13,Act,2,X,84024,41,900,,,
Vancouver,CWHdm,CWHdm/13,Dr,2,X,84024,41,900,,,
Vancouver,CWHdm,CWHdm/13,Ep,2,X,84024,18,900,,,
Vancouver,CWHdm,CWHdm/13,Mb,2,X,84024,41,900,,,
Vancouver,CWHdm,CWHdm/13,Bg,1,P,84024,47,,,,
Vancouver,CWHdm,CWHdm/13,Cw,1,P,84024,,,,,
Vancouver,CWHdm,CWHdm/13,Fd,2,P,84024,1,,,,
Vancouver,CWHdm,CWHdm/14,Act,2,X,84025,41,900,,,
Vancouver,CWHdm,CWHdm/14,Dr,2,X,84025,41,900,,,
Vancouver,CWHdm,CWHdm/14,Ep,2,X,84025,18,900,,,
Vancouver,CWHdm,CWHdm/14,Mb,2,X,84025,41,900,,,
Vancouver,CWHdm,CWHdm/14,Bg,1,P,84025,1,47,,,
Vancouver,CWHdm,CWHdm/14,Cw,1,P,84025,1,,,,
Vancouver,CWHdm,CWHdm/15,Act,3,X,84026,901,,,,
Vancouver,CWHdm,CWHdm/15,Dr,3,X,84026,901,,,,
Vancouver,CWHdm,CWHdm/15,Ep,3,X,84026,901,,,,
Vancouver,CWHdm,CWHdm/15,Mb,3,X,84026,901,,,,
Vancouver,CWHdm,CWHdm/15,Cw,1,P,84026,1,,,,
Vancouver,CWHds1,CWHds1/01,Act,3,X,84027,901,,,,
Vancouver,CWHds1,CWHds1/01,Dr,2,X,84027,7,40,42,900,
Vancouver,CWHds1,CWHds1/01,Ep,3,X,84027,901,,,,
Vancouver,CWHds1,CWHds1/01,Mb,3,X,84027,901,,,,
Vancouver,CWHds1,CWHds1/01,Fd,1,P,84027,,,,,
Vancouver,CWHds1,CWHds1/01,Cw,3,A,84027,,,,,
Vancouver,CWHds1,CWHds1/01,Hw,3,X,84027,,,,,
Vancouver,CWHds1,CWHds1/01,Pw,3,A,84027,31,,,,
Vancouver,CWHds1,CWHds1/02,Pl,1,P,84028,,,,,
Vancouver,CWHds1,CWHds1/02,Fd,2,P,84028,,,,,
Vancouver,CWHds1,CWHds1/03,Act,3,X,84029,901,,,,
Vancouver,CWHds1,CWHds1/03,Dr,3,X,84029,901,,,,
Vancouver,CWHds1,CWHds1/03,Ep,3,X,84029,901,,,,
Vancouver,CWHds1,CWHds1/03,Mb,3,X,84029,901,,,,
Vancouver,CWHds1,CWHds1/03,Fd,1,P,84029,,,,,
Vancouver,CWHds1,CWHds1/03,Pl,2,P,84029,,,,,
Vancouver,CWHds1,CWHds1/03,Py,2,A,84029,7,18,23,,
Vancouver,CWHds1,CWHds1/03,Cw,3,A,84029,,,,,
Vancouver,CWHds1,CWHds1/03,Hw,3,X,84029,,,,,
Vancouver,CWHds1,CWHds1/04,Act,3,X,84030,901,,,,
Vancouver,CWHds1,CWHds1/04,Dr,3,X,84030,901,,,,
Vancouver,CWHds1,CWHds1/04,Ep,3,X,84030,901,,,,
Vancouver,CWHds1,CWHds1/04,Mb,2,X,84030,17,900,,,
Vancouver,CWHds1,CWHds1/04,Fd,1,P,84030,,,,,
Vancouver,CWHds1,CWHds1/04,Cw,3,A,84030,,,,,
Vancouver,CWHds1,CWHds1/04,Pw,3,A,84030,31,,,,
Vancouver,CWHds1,CWHds1/04,Py,3,X,84030,18,23,,,
Vancouver,CWHds1,CWHds1/05,Act,2,X,84031,42,900,,,
Vancouver,CWHds1,CWHds1/05,Dr,2,X,84031,40,42,900,,
Vancouver,CWHds1,CWHds1/05,Ep,3,X,84031,901,,,,
Vancouver,CWHds1,CWHds1/05,Mb,2,X,84031,17,900,,,
Vancouver,CWHds1,CWHds1/05,Fd,1,P,84031,,,,,
Vancouver,CWHds1,CWHds1/05,Se,2,P,84031,13,18,,,
Vancouver,CWHds1,CWHds1/05,Bp,3,X,84031,13,23,47,,
Vancouver,CWHds1,CWHds1/05,Cw,3,A,84031,,,,,
Vancouver,CWHds1,CWHds1/05,Hw,3,X,84031,,,,,
Vancouver,CWHds1,CWHds1/05,Pw,3,A,84031,31,,,,
Vancouver,CWHds1,CWHds1/06,Act,3,X,84032,901,,,,
Vancouver,CWHds1,CWHds1/06,Dr,2,X,84032,7,40,41,900,
Vancouver,CWHds1,CWHds1/06,Ep,3,X,84032,901,,,,
Vancouver,CWHds1,CWHds1/06,Mb,3,X,84032,901,,,,
Vancouver,CWHds1,CWHds1/06,Hw,1,P,84032,,,,,
Vancouver,CWHds1,CWHds1/06,Fd,2,P,84032,,,,,
Vancouver,CWHds1,CWHds1/06,Cw,3,A,84032,,,,,
Vancouver,CWHds1,CWHds1/07,Act,2,X,84033,41,900,,,
Vancouver,CWHds1,CWHds1/07,Bp,3,X,84033,13,23,47,,
Vancouver,CWHds1,CWHds1/07,Dr,2,X,84033,40,41,900,,
Vancouver,CWHds1,CWHds1/07,Ep,3,X,84033,901,,,,
Vancouver,CWHds1,CWHds1/07,Mb,2,X,84033,17,41,900,,
Vancouver,CWHds1,CWHds1/07,Bg,1,A,84033,47,,,,
Vancouver,CWHds1,CWHds1/07,Cw,1,P,84033,,,,,
Vancouver,CWHds1,CWHds1/07,Fd,1,P,84033,,,,,
Vancouver,CWHds1,CWHds1/07,Hw,3,A,84033,,,,,
Vancouver,CWHds1,CWHds1/08,Act,2,X,84034,41,900,,,
Vancouver,CWHds1,CWHds1/08,Dr,2,X,84034,40,41,900,,
Vancouver,CWHds1,CWHds1/08,Ep,3,X,84034,901,,,,
Vancouver,CWHds1,CWHds1/08,Mb,2,X,84034,17,41,900,,
Vancouver,CWHds1,CWHds1/08,Bg,1,A,84034,47,,,,
Vancouver,CWHds1,CWHds1/08,Cw,1,P,84034,,,,,
Vancouver,CWHds1,CWHds1/08,Ss,1,A,84034,35,,,,
Vancouver,CWHds1,CWHds1/09,Act,2,X,84035,41,900,,,
Vancouver,CWHds1,CWHds1/09,Dr,3,X,84035,40,41900,,,
Vancouver,CWHds1,CWHds1/09,Ep,3,X,84035,901,,,,
Vancouver,CWHds1,CWHds1/09,Mb,2,X,84035,17,41,900,,
Vancouver,CWHds1,CWHds1/09,Bg,2,A,84035,1,47,,,
Vancouver,CWHds1,CWHds1/09,Cw,2,P,84035,1,,,,
Vancouver,CWHds1,CWHds1/11,Pl,1,P,84036,1,,,,
Vancouver,CWHds1,CWHds1/11,Cw,3,A,84036,1,,,,
Vancouver,CWHds1,CWHds1/12,Act,3,X,84037,901,,,,
Vancouver,CWHds1,CWHds1/12,Dr,3,X,84037,901,,,,
Vancouver,CWHds1,CWHds1/12,Ep,3,X,84037,901,,,,
Vancouver,CWHds1,CWHds1/12,Mb,3,X,84037,901,,,,
Vancouver,CWHds1,CWHds1/12,Cw,1,P,84037,1,,,,
Vancouver,CWHds1,CWHds1/12,Pl,3,A,84037,7,,,,
Vancouver,CWHds2,CWHds2/01,Act,3,X,84038,901,,,,
Vancouver,CWHds2,CWHds2/01,Dr,3,X,84038,901,,,,
Vancouver,CWHds2,CWHds2/01,Ep,3,X,84038,901,,,,
Vancouver,CWHds2,CWHds2/01,Mb,3,X,84038,901,,,,
Vancouver,CWHds2,CWHds2/01,Fd,1,P,84038,,,,,
Vancouver,CWHds2,CWHds2/01,Hw,2,P,84038,24,,,,
Vancouver,CWHds2,CWHds2/01,Cw,3,A,84038,,,,,
Vancouver,CWHds2,CWHds2/01,Lw,3,A,84038,,,,,
Vancouver,CWHds2,CWHds2/02,Pl,1,P,84039,,,,,
Vancouver,CWHds2,CWHds2/02,Fd,3,A,84039,52,,,,
Vancouver,CWHds2,CWHds2/03,Act,3,X,84040,901,,,,
Vancouver,CWHds2,CWHds2/03,Dr,3,X,84040,901,,,,
Vancouver,CWHds2,CWHds2/03,Ep,3,X,84040,901,,,,
Vancouver,CWHds2,CWHds2/03,Mb,3,X,84040,901,,,,
Vancouver,CWHds2,CWHds2/03,Fd,1,P,84040,,,,,
Vancouver,CWHds2,CWHds2/03,Pl,2,P,84040,,,,,
Vancouver,CWHds2,CWHds2/03,Cw,3,A,84040,,,,,
Vancouver,CWHds2,CWHds2/03,Hw,3,X,84040,,,,,
Vancouver,CWHds2,CWHds2/04,Act,3,X,84041,901,,,,
Vancouver,CWHds2,CWHds2/04,Dr,3,X,84041,901,,,,
Vancouver,CWHds2,CWHds2/04,Ep,3,X,84041,901,,,,
Vancouver,CWHds2,CWHds2/04,Mb,2,X,84041,16,17,900,,
Vancouver,CWHds2,CWHds2/04,Fd,1,P,84041,,,,,
