"index","GCM","SSP","RUN","PERIOD","Pl","Lw","Fd","Ac","At","Py","Ep","Pj","Sb","Sx","Bb","Bl","Bg","Cw","Dr","Hw","Mb","Pw","Ss","Bc","Ps","Yp","Oc","Ba","Bp","Yc","Hm","Act","Sw"
1,"obs","obs",NA,"1961_1990",28776,290,6548,90,12178,24,261,0,244,5000,0,7420,0,1716,82,2253,36,4,80,0,0,0,0,236,0,80,186,0,0
2,"obs","obs",NA,"2001_2020",25563,496,6815,112,10672,279,224,0,150,4786,0,7528,0,1965,92,2531,82,235,84,0,0,0,0,208,0,84,180,0,0
3,"ACCESS-ESM1-5","ssp245","ensembleMean","2001_2020",24308,3096,16777,232,7609,1523,1753,0,256,7003,0,9281,0,3263,161,3310,157,2016,178,0,0,0,0,503,0,208,415,0,0
4,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2001_2020",22171,4678,19777,196,5377,2856,1528,0,8,8208,0,10543,0,2301,89,2088,152,526,76,0,0,0,0,370,0,128,207,0,0
5,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2001_2020",21781,6186,20320,216,4465,2438,1703,0,36,8266,0,10438,0,2475,136,2626,129,768,146,0,0,0,0,580,0,288,443,0,0
6,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2001_2020",20741,2155,15125,142,6816,1082,1312,0,183,5811,0,8105,2,2685,57,2681,102,919,71,0,0,0,0,343,0,110,182,0,0
7,"CNRM-ESM2-1","ssp245","ensembleMean","2001_2020",28050,2034,12296,162,9918,179,1588,0,243,7766,0,11231,0,3216,172,4215,64,589,226,0,0,0,0,583,0,230,599,0,0
8,"CNRM-ESM2-1","ssp245","r1i1p1f2","2001_2020",28107,2853,14995,200,9685,1237,1878,0,116,7302,0,11392,0,5020,207,5539,116,2352,318,0,0,0,0,749,0,320,777,0,0
9,"CNRM-ESM2-1","ssp245","r2i1p1f2","2001_2020",25374,2759,13030,168,8331,584,1535,0,186,6393,0,9394,0,2425,136,3411,94,914,169,0,0,0,0,487,0,204,394,0,0
10,"CNRM-ESM2-1","ssp245","r3i1p1f2","2001_2020",30113,1758,12562,156,11011,100,951,0,135,8297,0,11894,0,3460,173,4928,54,204,199,0,0,0,0,537,0,206,568,0,0
11,"EC-Earth3","ssp245","ensembleMean","2001_2020",26681,2518,15469,212,8761,273,2993,0,116,11329,0,13006,0,2780,208,3582,131,546,206,0,0,0,0,532,0,214,533,0,0
12,"EC-Earth3","ssp245","r15i1p1f1","2001_2020",25977,1311,12209,183,9708,101,2600,0,501,9374,0,11249,0,2511,161,3019,124,356,177,0,0,0,0,432,0,178,397,0,0
