"index","GCM","SSP","RUN","PERIOD","Pl","Lw","Fd","Ac","At","Py","Ep","Pj","Sb","Sx","Bb","Bl","Bg","Cw","Dr","Hw","Mb","Pw","Ss","Bc","Ps","Yp","Oc","Ba","Bp","Yc","Hm","Act","Sw"
1,"obs","obs",NA,"1961_1990",21296,386,11631,0,8314,443,33,0,4,10893,0,6289,0,727,0,76,0,516,0,0,0,0,0,0,0,0,52,0,0
2,"obs","obs",NA,"2001_2020",20380,2146,11778,0,7635,147,32,0,12,11390,0,4335,0,39,0,23,0,59,0,0,0,0,0,0,0,0,1,0,0
3,"ACCESS-ESM1-5","ssp245","ensembleMean","2001_2020",14527,2107,12488,0,5784,2056,461,0,210,4404,0,4085,0,1619,0,1821,0,2181,0,0,0,0,0,0,0,0,0,0,0
4,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2001_2020",12230,6202,15793,0,4527,1346,2608,0,282,2946,0,2441,0,881,0,715,0,211,0,0,0,0,0,0,0,0,0,0,0
5,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2001_2020",14531,7957,16784,0,4236,3182,2596,0,81,2554,0,3008,0,1540,0,1220,0,129,0,0,0,0,0,0,0,0,0,0,0
6,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2001_2020",9913,2356,19203,0,4252,692,1441,0,458,3674,0,2579,0,565,0,620,0,471,0,0,0,0,0,0,0,0,0,0,0
7,"CNRM-ESM2-1","ssp245","ensembleMean","2001_2020",16647,404,11009,0,7224,1844,51,0,23,6212,0,5855,0,2451,0,2913,0,2200,0,0,0,0,0,0,0,0,17,0,0
8,"CNRM-ESM2-1","ssp245","r1i1p1f2","2001_2020",23025,735,17234,0,10975,5208,102,0,28,5132,0,7198,0,4528,0,5224,0,5798,0,0,0,0,0,0,0,0,20,0,0
9,"CNRM-ESM2-1","ssp245","r2i1p1f2","2001_2020",16843,2215,13078,0,5761,1018,212,0,24,4952,0,5015,0,1462,0,1769,0,1207,0,0,0,0,0,0,0,0,28,0,0
10,"CNRM-ESM2-1","ssp245","r3i1p1f2","2001_2020",18756,455,11987,0,8103,1025,43,0,1,7981,0,6425,0,2419,0,2915,0,1001,0,0,0,0,0,0,0,0,25,0,0
11,"EC-Earth3","ssp245","ensembleMean","2001_2020",14115,1053,13712,0,5670,771,724,0,14,5074,0,6104,0,3175,0,3826,0,785,0,0,0,0,0,0,0,0,4,0,0
12,"EC-Earth3","ssp245","r15i1p1f1","2001_2020",15006,419,10355,0,6737,918,525,0,122,6654,0,5090,0,845,0,1000,0,1013,0,0,0,0,0,0,0,0,1,0,0
13,"EC-Earth3","ssp245","r1i1p1f1","2001_2020",9106,375,7678,0,4679,110,1978,0,202,4051,0,3247,0,305,0,368,0,1,0,0,0,0,0,0,0,0,0,0,0
14,"EC-Earth3","ssp245","r4i1p1f1","2001_2020",10393,1636,12783,0,3990,626,983,0,86,3519,0,4164,0,2024,0,2445,0,242,0,0,0,0,0,0,0,0,1,0,0
15,"GFDL-ESM4","ssp245","ensembleMean","2001_2020",15620,2131,11166,0,5748,1179,281,0,198,6557,0,4440,0,734,0,832,0,1311,0,0,0,0,0,0,0,0,3,0,0
16,"GFDL-ESM4","ssp245","r1i1p1f1","2001_2020",15182,825,9513,0,6684,935,455,0,424,6921,0,4701,0,421,0,449,0,1064,0,0,0,0,0,0,0,0,8,0,0
17,"GFDL-ESM4","ssp245","r2i1p1f1","2001_2020",17765,5178,13988,0,5300,1488,686,0,259,6228,0,4411,0,1382,0,1080,0,1094,0,0,0,0,0,0,0,0,3,0,0
18,"GFDL-ESM4","ssp245","r3i1p1f1","2001_2020",16961,4204,13373,0,5737,2434,812,0,160,5277,0,4881,0,1741,0,1679,0,1915,0,0,0,0,0,0,0,0,0,0,0
19,"GISS-E2-1-G","ssp245","ensembleMean","2001_2020",17467,609,11932,0,8532,1909,417,2,362,5431,0,5728,0,2068,0,2016,0,2324,0,0,0,0,0,0,0,0,21,0,0
20,"GISS-E2-1-G","ssp245","r1i1p3f1","2001_2020",19404,302,11080,0,8727,2028,291,2062,196,4605,0,6010,0,2111,0,2721,0,2422,0,0,0,0,0,0,0,0,9,0,0
21,"GISS-E2-1-G","ssp245","r2i1p3f1","2001_2020",17075,856,10355,0,8626,1068,585,0,546,6543,0,7945,0,3886,0,2821,0,1101,0,0,0,0,0,0,0,0,98,0,0
22,"GISS-E2-1-G","ssp245","r3i1p3f1","2001_2020",16895,984,12093,0,6409,1241,66,0,24,5705,0,5243,0,976,0,1149,0,1500,0,0,0,0,0,0,0,0,40,0,0
23,"MIROC6","ssp245","ensembleMean","2001_2020",16422,1751,12588,0,6311,2436,180,0,49,4256,0,5030,0,2232,0,2615,0,2980,0,0,0,0,0,0,0,0,9,0,0
24,"MIROC6","ssp245","r1i1p1f1","2001_2020",16056,1771,12318,0,5603,1544,178,0,14,4030,0,5208,0,2347,0,2845,0,1816,0,0,0,0,0,0,0,0,14,0,0
25,"MIROC6","ssp245","r2i1p1f1","2001_2020",15787,1915,12514,0,6243,2534,451,0,357,4709,0,4728,0,1226,0,1308,0,3144,0,0,0,0,0,0,0,0,24,0,0
