ID1,SiteNo,Spp,FuturePeriod,SS_NoSpace,Curr,NewSuit,1,2,3,X
IDFdk3_1,4812311,At,2055,IDFxm/08,2,3,0,0.23,0.61,0.16
IDFdk3_1,4812311,At,2085,IDFxm/08,2,4,0,0.08,0.44,0.48
IDFdk3_1,4812311,Bg,2055,IDFxm/08,4,4,0.06,0,0.02,0.92
IDFdk3_1,4812311,Bg,2085,IDFxm/08,4,4,0.06,0.03,0.06,0.84
IDFdk3_1,4812311,Bl,2055,IDFxm/08,4,4,0,0.03,0.3,0.67
IDFdk3_1,4812311,Bl,2085,IDFxm/08,4,4,0,0,0.11,0.89
IDFdk3_1,4812311,Cw,2000,IDFxm/08,4,3,0,0,0.78,0.22
IDFdk3_1,4812311,Cw,2025,IDFxm/08,4,3,0,0.04,0.76,0.2
IDFdk3_1,4812311,Cw,2055,IDFxm/08,4,3,0.24,0.16,0.45,0.15
IDFdk3_1,4812311,Cw,2085,IDFxm/08,4,4,0.12,0.1,0.3,0.48
IDFdk3_1,4812311,Dr,2085,IDFxm/08,4,4,0.02,0.05,0,0.94
IDFdk3_1,4812311,Ep,2000,IDFxm/08,4,3,0,0.78,0,0.22
IDFdk3_1,4812311,Ep,2025,IDFxm/08,4,3,0,0.76,0,0.24
IDFdk3_1,4812311,Ep,2055,IDFxm/08,4,3,0,0.71,0.03,0.26
IDFdk3_1,4812311,Ep,2085,IDFxm/08,4,4,0,0.42,0.04,0.54
IDFdk3_1,4812311,Fd,1975,IDFxm/08,2,2,0,1,0,0
IDFdk3_1,4812311,Fd,2000,IDFxm/08,2,1,0.94,0.06,0,0
IDFdk3_1,4812311,Fd,2025,IDFxm/08,2,1,0.86,0.08,0,0.06
IDFdk3_1,4812311,Fd,2055,IDFxm/08,2,2,0.49,0.39,0.02,0.11
IDFdk3_1,4812311,Fd,2085,IDFxm/08,2,2,0.38,0.39,0,0.23
IDFdk3_1,4812311,Hw,2055,IDFxm/08,4,4,0.03,0,0.15,0.82
IDFdk3_1,4812311,Hw,2085,IDFxm/08,4,4,0.03,0.05,0.04,0.88
IDFdk3_1,4812311,Lw,2025,IDFxm/08,4,4,0,0.09,0.23,0.68
IDFdk3_1,4812311,Lw,2055,IDFxm/08,4,3,0.08,0.19,0.32,0.41
IDFdk3_1,4812311,Lw,2085,IDFxm/08,4,4,0.03,0.15,0.26,0.56
IDFdk3_1,4812311,Mb,2085,IDFxm/08,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Og,2085,IDFxm/08,4,4,0,0.03,0,0.97
IDFdk3_1,4812311,Pl,1975,IDFxm/08,3,3,0,0,1,0
IDFdk3_1,4812311,Pl,2000,IDFxm/08,3,4,0,0,0.47,0.53
IDFdk3_1,4812311,Pl,2025,IDFxm/08,3,4,0,0.23,0.29,0.48
IDFdk3_1,4812311,Pl,2055,IDFxm/08,3,3,0.09,0.55,0.03,0.33
IDFdk3_1,4812311,Pl,2085,IDFxm/08,3,4,0.04,0.33,0.02,0.61
IDFdk3_1,4812311,Pw,2055,IDFxm/08,4,4,0,0.03,0.19,0.78
IDFdk3_1,4812311,Pw,2085,IDFxm/08,4,4,0,0.04,0.1,0.85
IDFdk3_1,4812311,Py,2000,IDFxm/08,4,3,0.22,0.47,0,0.31
IDFdk3_1,4812311,Py,2025,IDFxm/08,4,3,0.18,0.29,0.23,0.3
IDFdk3_1,4812311,Py,2055,IDFxm/08,4,4,0.07,0.06,0.32,0.55
IDFdk3_1,4812311,Py,2085,IDFxm/08,4,4,0.2,0.05,0.24,0.52
IDFdk3_1,4812311,Sx,1975,IDFxm/08,1,1,1,0,0,0
IDFdk3_1,4812311,Sx,2000,IDFxm/08,1,2,0.31,0.47,0,0.22
IDFdk3_1,4812311,Sx,2025,IDFxm/08,1,2,0.47,0.29,0,0.24
IDFdk3_1,4812311,Sx,2055,IDFxm/08,1,2,0.65,0.09,0.09,0.16
IDFdk3_1,4812311,Sx,2085,IDFxm/08,1,3,0.41,0.03,0.06,0.51
IDFdk3_1,4812311,Vb,2085,IDFxm/08,4,4,0,0,0.02,0.98
IDFdk3_1,4812311,Ac,1975,IDFxm/09,3,3,0,0,1,0
IDFdk3_1,4812311,Ac,2000,IDFxm/09,3,2,0,0.6,0.4,0
IDFdk3_1,4812311,Ac,2025,IDFxm/09,3,3,0,0.38,0.32,0.3
IDFdk3_1,4812311,Ac,2055,IDFxm/09,3,4,0.03,0.22,0.29,0.46
IDFdk3_1,4812311,Ac,2085,IDFxm/09,3,3,0.03,0.43,0.15,0.39
IDFdk3_1,4812311,At,1975,IDFxm/09,3,3,0,0,1,0
IDFdk3_1,4812311,At,2000,IDFxm/09,3,2,0,1,0,0
IDFdk3_1,4812311,At,2025,IDFxm/09,3,3,0,0.62,0.08,0.3
IDFdk3_1,4812311,At,2055,IDFxm/09,3,4,0,0.1,0.38,0.52
IDFdk3_1,4812311,At,2085,IDFxm/09,3,4,0,0.01,0.25,0.74
IDFdk3_1,4812311,Bg,2055,IDFxm/09,4,4,0.06,0,0,0.94
IDFdk3_1,4812311,Bg,2085,IDFxm/09,4,4,0.06,0.03,0.06,0.84
IDFdk3_1,4812311,Bl,2055,IDFxm/09,4,4,0,0.03,0.31,0.66
IDFdk3_1,4812311,Bl,2085,IDFxm/09,4,4,0,0,0.12,0.88
IDFdk3_1,4812311,Cw,2000,IDFxm/09,4,3,0,0,1,0
IDFdk3_1,4812311,Cw,2025,IDFxm/09,4,4,0,0,0.7,0.3
IDFdk3_1,4812311,Cw,2055,IDFxm/09,4,4,0.13,0.09,0.31,0.46
IDFdk3_1,4812311,Cw,2085,IDFxm/09,4,4,0.11,0.03,0.16,0.71
IDFdk3_1,4812311,Dr,2085,IDFxm/09,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Ep,2000,IDFxm/09,4,2,0,1,0,0
IDFdk3_1,4812311,Ep,2025,IDFxm/09,4,3,0,0.7,0,0.3
IDFdk3_1,4812311,Ep,2055,IDFxm/09,4,4,0,0.32,0.15,0.52
IDFdk3_1,4812311,Ep,2085,IDFxm/09,4,4,0,0.21,0.05,0.74
IDFdk3_1,4812311,Fd,2000,IDFxm/09,4,1,1,0,0,0
IDFdk3_1,4812311,Fd,2025,IDFxm/09,4,2,0.7,0,0,0.3
IDFdk3_1,4812311,Fd,2055,IDFxm/09,4,4,0.16,0.26,0.03,0.55
IDFdk3_1,4812311,Fd,2085,IDFxm/09,4,4,0.11,0.23,0,0.66
IDFdk3_1,4812311,Hw,2055,IDFxm/09,4,4,0.15,0,0.04,0.81
IDFdk3_1,4812311,Hw,2085,IDFxm/09,4,4,0.08,0.03,0.01,0.88
IDFdk3_1,4812311,Lw,2025,IDFxm/09,4,4,0,0,0.08,0.92
IDFdk3_1,4812311,Lw,2055,IDFxm/09,4,4,0.06,0.06,0.1,0.78
IDFdk3_1,4812311,Lw,2085,IDFxm/09,4,4,0.03,0.03,0.11,0.83
IDFdk3_1,4812311,Mb,2085,IDFxm/09,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Og,2085,IDFxm/09,4,4,0,0.03,0,0.97
IDFdk3_1,4812311,Pl,1975,IDFxm/09,2,2,0,1,0,0
IDFdk3_1,4812311,Pl,2000,IDFxm/09,2,4,0,0,0.4,0.6
IDFdk3_1,4812311,Pl,2025,IDFxm/09,2,4,0,0.08,0.25,0.68
IDFdk3_1,4812311,Pl,2055,IDFxm/09,2,4,0.06,0.35,0.03,0.56
IDFdk3_1,4812311,Pl,2085,IDFxm/09,2,4,0.03,0.2,0,0.77
IDFdk3_1,4812311,Pw,2055,IDFxm/09,4,4,0,0,0.1,0.9
IDFdk3_1,4812311,Pw,2085,IDFxm/09,4,4,0,0.03,0.07,0.89
IDFdk3_1,4812311,Py,2000,IDFxm/09,4,4,0,0.4,0,0.6
IDFdk3_1,4812311,Py,2025,IDFxm/09,4,4,0,0.25,0.08,0.68
IDFdk3_1,4812311,Py,2055,IDFxm/09,4,4,0,0.03,0.1,0.88
IDFdk3_1,4812311,Py,2085,IDFxm/09,4,4,0,0,0.08,0.92
IDFdk3_1,4812311,Sx,1975,IDFxm/09,2,2,0,1,0,0
IDFdk3_1,4812311,Sx,2000,IDFxm/09,2,1,0.6,0.4,0,0
IDFdk3_1,4812311,Sx,2025,IDFxm/09,2,2,0.45,0.25,0,0.3
IDFdk3_1,4812311,Sx,2055,IDFxm/09,2,3,0.33,0.24,0.03,0.4
IDFdk3_1,4812311,Sx,2085,IDFxm/09,2,4,0.21,0.08,0.03,0.68
IDFdk3_1,4812311,Ac,2000,IDFxm/10,4,3,0,0.3,0.45,0.26
IDFdk3_1,4812311,Ac,2025,IDFxm/10,4,4,0,0.19,0.44,0.37
IDFdk3_1,4812311,Ac,2055,IDFxm/10,4,4,0,0.04,0.46,0.49
IDFdk3_1,4812311,Ac,2085,IDFxm/10,4,4,0,0.11,0.25,0.63
IDFdk3_1,4812311,At,2000,IDFxm/10,4,2,0,0.74,0.26,0
IDFdk3_1,4812311,At,2025,IDFxm/10,4,3,0,0.46,0.52,0.02
IDFdk3_1,4812311,At,2055,IDFxm/10,4,3,0,0.25,0.66,0.09
IDFdk3_1,4812311,At,2085,IDFxm/10,4,4,0,0.1,0.47,0.43
IDFdk3_1,4812311,Bg,2055,IDFxm/10,4,4,0.06,0,0.02,0.92
IDFdk3_1,4812311,Bg,2085,IDFxm/10,4,4,0.06,0.02,0.06,0.85
IDFdk3_1,4812311,Bl,2055,IDFxm/10,4,4,0,0.04,0.26,0.7
IDFdk3_1,4812311,Bl,2085,IDFxm/10,4,4,0,0,0.1,0.9
IDFdk3_1,4812311,Cw,2000,IDFxm/10,4,4,0,0,0.74,0.26
IDFdk3_1,4812311,Cw,2025,IDFxm/10,4,3,0,0.1,0.72,0.18
IDFdk3_1,4812311,Cw,2055,IDFxm/10,4,3,0.21,0.28,0.42,0.1
IDFdk3_1,4812311,Cw,2085,IDFxm/10,4,4,0.11,0.17,0.27,0.46
IDFdk3_1,4812311,Dr,2085,IDFxm/10,4,4,0.02,0.04,0,0.94
IDFdk3_1,4812311,Ep,2000,IDFxm/10,4,3,0,0.74,0,0.26
IDFdk3_1,4812311,Ep,2025,IDFxm/10,4,3,0,0.72,0,0.28
IDFdk3_1,4812311,Ep,2055,IDFxm/10,4,3,0,0.7,0.02,0.27
IDFdk3_1,4812311,Ep,2085,IDFxm/10,4,4,0,0.4,0.05,0.55
IDFdk3_1,4812311,Fd,2000,IDFxm/10,4,1,0.89,0.11,0,0
IDFdk3_1,4812311,Fd,2025,IDFxm/10,4,1,0.82,0.16,0,0.02
IDFdk3_1,4812311,Fd,2055,IDFxm/10,4,2,0.52,0.42,0.02,0.05
IDFdk3_1,4812311,Fd,2085,IDFxm/10,4,2,0.39,0.52,0,0.09
IDFdk3_1,4812311,Hw,2055,IDFxm/10,4,4,0.02,0,0.13,0.85
IDFdk3_1,4812311,Hw,2085,IDFxm/10,4,4,0.03,0.04,0.04,0.89
IDFdk3_1,4812311,Lw,2025,IDFxm/10,4,4,0,0.19,0.16,0.64
IDFdk3_1,4812311,Lw,2055,IDFxm/10,4,3,0.09,0.33,0.24,0.34
IDFdk3_1,4812311,Lw,2085,IDFxm/10,4,4,0.04,0.26,0.18,0.52
IDFdk3_1,4812311,Mb,2085,IDFxm/10,4,4,0,0.06,0,0.94
IDFdk3_1,4812311,Og,2085,IDFxm/10,4,4,0,0.02,0,0.98
IDFdk3_1,4812311,Pl,2000,IDFxm/10,4,4,0,0,0.45,0.55
IDFdk3_1,4812311,Pl,2025,IDFxm/10,4,4,0,0.16,0.28,0.56
IDFdk3_1,4812311,Pl,2055,IDFxm/10,4,3,0.13,0.43,0.03,0.42
IDFdk3_1,4812311,Pl,2085,IDFxm/10,4,4,0.05,0.26,0.02,0.67
IDFdk3_1,4812311,Pw,2055,IDFxm/10,4,4,0,0.07,0.16,0.76
IDFdk3_1,4812311,Pw,2085,IDFxm/10,4,4,0,0.05,0.11,0.85
IDFdk3_1,4812311,Py,2000,IDFxm/10,4,3,0.26,0.45,0,0.3
IDFdk3_1,4812311,Py,2025,IDFxm/10,4,3,0.26,0.28,0.16,0.3
IDFdk3_1,4812311,Py,2055,IDFxm/10,4,4,0.15,0.07,0.24,0.55
IDFdk3_1,4812311,Py,2085,IDFxm/10,4,3,0.35,0.06,0.17,0.42
IDFdk3_1,4812311,Sx,2000,IDFxm/10,4,2,0.3,0.45,0,0.26
IDFdk3_1,4812311,Sx,2025,IDFxm/10,4,2,0.45,0.28,0,0.28
IDFdk3_1,4812311,Sx,2055,IDFxm/10,4,2,0.6,0.07,0.13,0.19
IDFdk3_1,4812311,Sx,2085,IDFxm/10,4,3,0.37,0.03,0.07,0.53
IDFdk3_1,4812311,Vb,2085,IDFxm/10,4,4,0,0,0.02,0.98
IDFdk3_1,4812311,Ac,2000,IDFxm/Gg,4,4,0,0.08,0.11,0.81
IDFdk3_1,4812311,Ac,2025,IDFxm/Gg,4,4,0,0.05,0.1,0.86
IDFdk3_1,4812311,Ac,2055,IDFxm/Gg,4,4,0,0.01,0.13,0.87
IDFdk3_1,4812311,Ac,2085,IDFxm/Gg,4,4,0,0.03,0.06,0.91
IDFdk3_1,4812311,At,2000,IDFxm/Gg,4,3,0,0.19,0.57,0.24
IDFdk3_1,4812311,At,2025,IDFxm/Gg,4,3,0,0.18,0.57,0.25
IDFdk3_1,4812311,At,2055,IDFxm/Gg,4,3,0,0.26,0.48,0.26
IDFdk3_1,4812311,At,2085,IDFxm/Gg,4,4,0,0.13,0.3,0.58
IDFdk3_1,4812311,Bg,2055,IDFxm/Gg,4,4,0.02,0.03,0.05,0.9
IDFdk3_1,4812311,Bg,2085,IDFxm/Gg,4,4,0.02,0.04,0.06,0.88
IDFdk3_1,4812311,Bl,2055,IDFxm/Gg,4,4,0,0.01,0.09,0.89
IDFdk3_1,4812311,Bl,2085,IDFxm/Gg,4,4,0,0,0.03,0.97
IDFdk3_1,4812311,Cw,2000,IDFxm/Gg,4,4,0,0,0.19,0.81
IDFdk3_1,4812311,Cw,2025,IDFxm/Gg,4,4,0,0.13,0.21,0.66
IDFdk3_1,4812311,Cw,2055,IDFxm/Gg,4,3,0.08,0.35,0.17,0.39
IDFdk3_1,4812311,Cw,2085,IDFxm/Gg,4,4,0.04,0.22,0.12,0.62
IDFdk3_1,4812311,Dr,2085,IDFxm/Gg,4,4,0.01,0.04,0.01,0.94
IDFdk3_1,4812311,Ep,2000,IDFxm/Gg,4,4,0,0.19,0,0.81
IDFdk3_1,4812311,Ep,2025,IDFxm/Gg,4,4,0,0.27,0.05,0.67
IDFdk3_1,4812311,Ep,2055,IDFxm/Gg,4,3,0,0.47,0.17,0.36
IDFdk3_1,4812311,Ep,2085,IDFxm/Gg,4,4,0,0.24,0.11,0.65
IDFdk3_1,4812311,Fd,2000,IDFxm/Gg,4,2,0.48,0.37,0.15,0
IDFdk3_1,4812311,Fd,2025,IDFxm/Gg,4,2,0.54,0.35,0.09,0.01
IDFdk3_1,4812311,Fd,2055,IDFxm/Gg,4,1,0.6,0.36,0.02,0.02
IDFdk3_1,4812311,Fd,2085,IDFxm/Gg,4,2,0.44,0.31,0,0.25
IDFdk3_1,4812311,Hw,2055,IDFxm/Gg,4,4,0,0,0.1,0.9
IDFdk3_1,4812311,Hw,2085,IDFxm/Gg,4,4,0.01,0.04,0.03,0.92
IDFdk3_1,4812311,Lw,2025,IDFxm/Gg,4,4,0.05,0.26,0.03,0.66
IDFdk3_1,4812311,Lw,2055,IDFxm/Gg,4,3,0.2,0.38,0.06,0.36
IDFdk3_1,4812311,Lw,2085,IDFxm/Gg,4,4,0.1,0.31,0.04,0.55
IDFdk3_1,4812311,Mb,2085,IDFxm/Gg,4,4,0,0.05,0.01,0.94
IDFdk3_1,4812311,Og,2085,IDFxm/Gg,4,4,0,0.01,0,0.99
IDFdk3_1,4812311,Pl,2000,IDFxm/Gg,4,4,0,0,0.11,0.89
IDFdk3_1,4812311,Pl,2025,IDFxm/Gg,4,4,0,0.09,0.07,0.84
IDFdk3_1,4812311,Pl,2055,IDFxm/Gg,4,3,0.22,0.25,0.02,0.51
IDFdk3_1,4812311,Pl,2085,IDFxm/Gg,4,4,0.09,0.13,0.04,0.74
IDFdk3_1,4812311,Pw,2055,IDFxm/Gg,4,4,0,0.2,0.07,0.73
IDFdk3_1,4812311,Pw,2085,IDFxm/Gg,4,4,0,0.09,0.07,0.84
IDFdk3_1,4812311,Py,2000,IDFxm/Gg,4,1,0.81,0.11,0,0.08
IDFdk3_1,4812311,Py,2025,IDFxm/Gg,4,2,0.72,0.13,0.03,0.13
IDFdk3_1,4812311,Py,2055,IDFxm/Gg,4,3,0.38,0.2,0.11,0.31
IDFdk3_1,4812311,Py,2085,IDFxm/Gg,4,3,0.38,0.1,0.07,0.45
IDFdk3_1,4812311,Qg,2085,IDFxm/Gg,4,4,0,0,0.01,0.99
IDFdk3_1,4812311,Sx,2000,IDFxm/Gg,4,4,0.08,0.11,0,0.81
IDFdk3_1,4812311,Sx,2025,IDFxm/Gg,4,4,0.14,0.13,0,0.73
IDFdk3_1,4812311,Sx,2055,IDFxm/Gg,4,3,0.21,0.1,0.22,0.46
IDFdk3_1,4812311,Sx,2085,IDFxm/Gg,4,4,0.13,0.07,0.09,0.71
IDFdk3_1,4812311,Vb,2085,IDFxm/Gg,4,4,0,0,0.01,0.99
IDFdk3_1,4812311,X,2085,IDFxm/Gg,4,4,0.21,0,0,0.79
IDFdk3_1,5065850,Ac,2025,IDFdk3/01,4,4,0,0,0.08,0.92
IDFdk3_1,5065850,Ac,2055,IDFdk3/01,4,4,0,0,0.15,0.85
IDFdk3_1,5065850,Ac,2085,IDFdk3/01,4,4,0,0,0.14,0.86
IDFdk3_1,5065850,At,1975,IDFdk3/01,1,1,1,0,0,0
IDFdk3_1,5065850,At,2000,IDFdk3/01,1,1,1,0,0,0
IDFdk3_1,5065850,At,2025,IDFdk3/01,1,2,0.28,0.42,0.22,0.09
IDFdk3_1,5065850,At,2055,IDFdk3/01,1,3,0.06,0.39,0.27,0.27
IDFdk3_1,5065850,At,2085,IDFdk3/01,1,4,0,0.37,0.17,0.46
IDFdk3_1,5065850,Bg,2055,IDFdk3/01,4,4,0,0,0.25,0.75
IDFdk3_1,5065850,Bg,2085,IDFdk3/01,4,4,0,0.12,0.12,0.75
IDFdk3_1,5065850,Bl,2025,IDFdk3/01,4,4,0,0,0.08,0.92
IDFdk3_1,5065850,Bl,2055,IDFdk3/01,4,4,0,0,0.15,0.85
IDFdk3_1,5065850,Bl,2085,IDFdk3/01,4,4,0,0.06,0.08,0.86
IDFdk3_1,5065850,Cw,2025,IDFdk3/01,4,4,0.08,0.11,0,0.81
IDFdk3_1,5065850,Cw,2055,IDFdk3/01,4,3,0.15,0.59,0.02,0.24
IDFdk3_1,5065850,Cw,2085,IDFdk3/01,4,4,0.14,0.29,0.02,0.55
IDFdk3_1,5065850,Ep,2025,IDFdk3/01,4,4,0,0.38,0.04,0.58
IDFdk3_1,5065850,Ep,2055,IDFdk3/01,4,3,0,0.74,0.12,0.14
IDFdk3_1,5065850,Ep,2085,IDFdk3/01,4,3,0,0.5,0.09,0.41
IDFdk3_1,5065850,Fd,1975,IDFdk3/01,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2000,IDFdk3/01,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2025,IDFdk3/01,2,2,0.52,0.45,0,0.02
IDFdk3_1,5065850,Fd,2055,IDFdk3/01,2,1,0.73,0.27,0,0
IDFdk3_1,5065850,Fd,2085,IDFdk3/01,2,2,0.62,0.23,0,0.15
IDFdk3_1,5065850,Hw,2025,IDFdk3/01,4,4,0,0,0.08,0.92
IDFdk3_1,5065850,Hw,2055,IDFdk3/01,4,4,0,0,0.4,0.6
IDFdk3_1,5065850,Hw,2085,IDFdk3/01,4,4,0.06,0,0.2,0.74
IDFdk3_1,5065850,Lw,1975,IDFdk3/01,4,4,0,0,0,1
IDFdk3_1,5065850,Lw,2000,IDFdk3/01,4,4,0,0,0,1
IDFdk3_1,5065850,Lw,2025,IDFdk3/01,4,4,0,0,0,1
IDFdk3_1,5065850,Lw,2055,IDFdk3/01,4,3,0.45,0.05,0,0.5
IDFdk3_1,5065850,Lw,2085,IDFdk3/01,4,4,0.2,0.17,0,0.62
IDFdk3_1,5065850,Pl,1975,IDFdk3/01,1,1,1,0,0,0
IDFdk3_1,5065850,Pl,2000,IDFdk3/01,1,1,1,0,0,0
IDFdk3_1,5065850,Pl,2025,IDFdk3/01,1,2,0.45,0.3,0,0.25
IDFdk3_1,5065850,Pl,2055,IDFdk3/01,1,2,0.47,0.42,0,0.11
IDFdk3_1,5065850,Pl,2085,IDFdk3/01,1,3,0.3,0.22,0.06,0.42
IDFdk3_1,5065850,Pw,2025,IDFdk3/01,4,4,0,0.11,0.08,0.81
IDFdk3_1,5065850,Pw,2055,IDFdk3/01,4,3,0,0.41,0.15,0.44
IDFdk3_1,5065850,Pw,2085,IDFdk3/01,4,4,0,0.24,0.08,0.69
IDFdk3_1,5065850,Py,2025,IDFdk3/01,4,4,0.25,0,0.06,0.69
IDFdk3_1,5065850,Py,2055,IDFdk3/01,4,3,0.09,0.27,0.19,0.45
IDFdk3_1,5065850,Py,2085,IDFdk3/01,4,3,0.28,0.14,0.12,0.45
IDFdk3_1,5065850,Sb,2025,IDFdk3/01,4,4,0,0,0.02,0.98
IDFdk3_1,5065850,Sb,2085,IDFdk3/01,4,4,0,0,0.02,0.98
IDFdk3_1,5065850,Sx,1975,IDFdk3/01,3,3,0,0,1,0
IDFdk3_1,5065850,Sx,2000,IDFdk3/01,3,3,0,0,1,0
IDFdk3_1,5065850,Sx,2025,IDFdk3/01,3,4,0.12,0.02,0.41,0.45
IDFdk3_1,5065850,Sx,2055,IDFdk3/01,3,3,0.17,0.02,0.47,0.34
IDFdk3_1,5065850,Sx,2085,IDFdk3/01,3,4,0.2,0.02,0.26,0.53
IDFdk3_1,5065850,X,2085,IDFdk3/01,4,4,0.12,0,0,0.88
IDFdk3_1,5065850,At,2025,IDFdk3/02,4,4,0,0,0.25,0.75
IDFdk3_1,5065850,At,2055,IDFdk3/02,4,4,0,0,0.41,0.59
IDFdk3_1,5065850,At,2085,IDFdk3/02,4,4,0,0,0.26,0.74
IDFdk3_1,5065850,Cw,2025,IDFdk3/02,4,4,0,0,0.02,0.98
IDFdk3_1,5065850,Cw,2055,IDFdk3/02,4,4,0,0,0.04,0.96
IDFdk3_1,5065850,Cw,2085,IDFdk3/02,4,4,0,0,0.08,0.92
IDFdk3_1,5065850,Ep,2025,IDFdk3/02,4,4,0,0,0.02,0.98
IDFdk3_1,5065850,Ep,2055,IDFdk3/02,4,4,0,0,0.07,0.93
IDFdk3_1,5065850,Ep,2085,IDFdk3/02,4,4,0,0,0.15,0.85
IDFdk3_1,5065850,Fd,1975,IDFdk3/02,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2000,IDFdk3/02,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2025,IDFdk3/02,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2055,IDFdk3/02,2,2,0.26,0.72,0,0.02
IDFdk3_1,5065850,Fd,2085,IDFdk3/02,2,3,0.26,0.47,0,0.27
IDFdk3_1,5065850,Lw,2025,IDFdk3/02,4,4,0,0,0,1
IDFdk3_1,5065850,Lw,2055,IDFdk3/02,4,4,0,0,0.03,0.97
IDFdk3_1,5065850,Lw,2085,IDFdk3/02,4,4,0,0,0.07,0.93
IDFdk3_1,5065850,Pl,1975,IDFdk3/02,2,2,0,1,0,0
IDFdk3_1,5065850,Pl,2000,IDFdk3/02,2,2,0,1,0,0
IDFdk3_1,5065850,Pl,2025,IDFdk3/02,2,3,0.02,0.48,0.25,0.25
IDFdk3_1,5065850,Pl,2055,IDFdk3/02,2,3,0.04,0.43,0.15,0.38
IDFdk3_1,5065850,Pl,2085,IDFdk3/02,2,4,0.02,0.37,0.05,0.56
IDFdk3_1,5065850,Pw,2025,IDFdk3/02,4,4,0,0.02,0.17,0.81
IDFdk3_1,5065850,Pw,2055,IDFdk3/02,4,4,0,0.04,0.34,0.62
IDFdk3_1,5065850,Pw,2085,IDFdk3/02,4,4,0,0.02,0.17,0.81
IDFdk3_1,5065850,Py,2025,IDFdk3/02,4,4,0.25,0.08,0,0.67
IDFdk3_1,5065850,Py,2055,IDFdk3/02,4,3,0.35,0.22,0,0.42
IDFdk3_1,5065850,Py,2085,IDFdk3/02,4,3,0.23,0.21,0,0.57
IDFdk3_1,5065850,Sx,2025,IDFdk3/02,4,4,0,0,0.02,0.98
IDFdk3_1,5065850,Sx,2055,IDFdk3/02,4,4,0,0,0.04,0.96
IDFdk3_1,5065850,Sx,2085,IDFdk3/02,4,4,0,0,0.02,0.98
IDFdk3_1,5065850,X,2085,IDFdk3/02,4,4,0.25,0,0,0.75
IDFdk3_1,5065850,At,2025,IDFdk3/03,4,4,0,0,0.2,0.8
IDFdk3_1,5065850,At,2055,IDFdk3/03,4,4,0,0,0.46,0.54
IDFdk3_1,5065850,At,2085,IDFdk3/03,4,4,0,0,0.28,0.72
IDFdk3_1,5065850,Cw,2025,IDFdk3/03,4,4,0,0,0.12,0.88
IDFdk3_1,5065850,Cw,2055,IDFdk3/03,4,4,0,0,0.24,0.76
IDFdk3_1,5065850,Cw,2085,IDFdk3/03,4,4,0,0,0.15,0.85
IDFdk3_1,5065850,Ep,2025,IDFdk3/03,4,4,0,0,0.12,0.88
IDFdk3_1,5065850,Ep,2055,IDFdk3/03,4,4,0,0,0.32,0.68
IDFdk3_1,5065850,Ep,2085,IDFdk3/03,4,4,0,0,0.27,0.73
IDFdk3_1,5065850,Fd,1975,IDFdk3/03,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2000,IDFdk3/03,2,2,0,1,0,0
IDFdk3_1,5065850,Fd,2025,IDFdk3/03,2,2,0,0.95,0,0.05
IDFdk3_1,5065850,Fd,2055,IDFdk3/03,2,2,0.28,0.7,0,0.02
IDFdk3_1,5065850,Fd,2085,IDFdk3/03,2,3,0.28,0.45,0,0.27
IDFdk3_1,5065850,Lw,2025,IDFdk3/03,4,4,0,0,0,1
IDFdk3_1,5065850,Lw,2055,IDFdk3/03,4,4,0,0,0.09,0.91
IDFdk3_1,5065850,Lw,2085,IDFdk3/03,4,4,0,0,0.09,0.91
IDFdk3_1,5065850,Pl,1975,IDFdk3/03,2,2,0,1,0,0
IDFdk3_1,5065850,Pl,2000,IDFdk3/03,2,2,0,1,0,0
IDFdk3_1,5065850,Pl,2025,IDFdk3/03,2,3,0.12,0.38,0.2,0.3
IDFdk3_1,5065850,Pl,2055,IDFdk3/03,2,3,0.24,0.29,0.1,0.38
IDFdk3_1,5065850,Pl,2085,IDFdk3/03,2,4,0.12,0.25,0.06,0.56
IDFdk3_1,5065850,Pw,2025,IDFdk3/03,4,4,0,0.12,0.07,0.81
IDFdk3_1,5065850,Pw,2055,IDFdk3/03,4,4,0,0.24,0.14,0.62
IDFdk3_1,5065850,Pw,2085,IDFdk3/03,4,4,0,0.12,0.1,0.78
IDFdk3_1,5065850,Py,2025,IDFdk3/03,4,4,0.25,0.13,0,0.62
IDFdk3_1,5065850,Py,2055,IDFdk3/03,4,2,0.35,0.42,0,0.22
IDFdk3_1,5065850,Py,2085,IDFdk3/03,4,3,0.23,0.31,0,0.47
IDFdk3_1,5065850,Sx,2025,IDFdk3/03,4,4,0,0,0.12,0.88
IDFdk3_1,5065850,Sx,2055,IDFdk3/03,4,4,0,0,0.24,0.76
IDFdk3_1,5065850,Sx,2085,IDFdk3/03,4,4,0,0,0.12,0.88
IDFdk3_1,5065850,X,2085,IDFdk3/03,4,4,0.25,0,0,0.75
