"index","GCM","SSP","RUN","PERIOD","Pl","Lw","Fd","Ac","At","Py","Ep","Pj","Sb","Sx","Bb","Bl","Bg","Cw","Dr","Hw","Mb","Pw","Ss","Bc","Ps","Yp","Oc","Ba","Bp","Yc","Hm","Act","Sw"
1,"obs","obs",NA,"1961_1990",41083,20004,41219,11356,14,2138,22673,0,0,3662,0,3550,2142,41092,28687,51185,27717,10940,12250,0,0,0,0,31110,0,22527,23169,0,0
2,"obs","obs",NA,"2001_2020",37995,12968,48776,14380,6,849,14907,0,0,1438,0,1133,633,45408,38971,53280,28346,7164,8730,0,0,0,1,30816,0,14710,15532,0,0
3,"ACCESS-ESM1-5","ssp245","ensembleMean","2001_2020",27408,10625,50351,11021,7,2152,13647,0,0,1792,0,1520,749,49449,39923,52728,19692,11023,4134,0,0,0,0,28501,0,12434,13296,0,0
4,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2001_2020",12477,5090,49185,7929,7,2424,7770,0,0,1280,0,993,294,47920,44467,50100,13570,17001,2692,0,0,0,0,26659,0,7430,7987,0,0
5,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2001_2020",8686,3836,47314,5692,53,2164,5655,0,0,1623,0,1355,562,46054,43473,47364,10125,18466,2030,0,0,0,0,27146,0,8205,8468,0,0
6,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2001_2020",21119,8816,50750,9730,3,2343,11051,0,0,1594,0,1331,353,49410,42280,52388,17321,13328,3488,0,0,0,0,27105,0,9670,9950,0,0
7,"CNRM-ESM2-1","ssp245","ensembleMean","2001_2020",45335,20410,45577,12923,4,1945,23113,0,0,2634,0,2518,2801,45449,32136,51769,30692,9876,9172,0,0,0,0,31275,0,20381,21084,0,0
8,"CNRM-ESM2-1","ssp245","r1i1p1f2","2001_2020",44558,19482,45757,13373,6,1747,22178,0,0,2524,0,2361,2040,45599,32584,52541,30448,8792,9026,0,0,0,0,32037,0,20157,21007,0,0
9,"CNRM-ESM2-1","ssp245","r2i1p1f2","2001_2020",41794,19542,46032,11715,5,1759,22005,0,0,2608,0,2418,2067,45681,33202,52341,28142,9017,8805,0,0,0,0,30645,0,19499,20082,0,0
10,"CNRM-ESM2-1","ssp245","r3i1p1f2","2001_2020",45208,18910,45066,13591,24,1520,21531,0,0,2543,0,2390,1912,45048,31922,52623,30649,7364,9550,0,0,0,0,32880,0,20948,22164,0,0
11,"EC-Earth3","ssp245","ensembleMean","2001_2020",43239,18674,48414,13147,7,1703,21112,0,0,1985,0,1883,1655,47988,34606,52937,29018,7339,6650,0,0,0,0,30856,0,18180,18859,0,0
12,"EC-Earth3","ssp245","r15i1p1f1","2001_2020",47263,20086,48040,13843,17,1788,23129,0,0,2041,0,1934,2330,47812,33717,52306,31845,8643,6871,0,0,0,0,31186,0,18928,20173,0,0
13,"EC-Earth3","ssp245","r1i1p1f1","2001_2020",29634,10758,47883,11702,1,1366,12806,0,0,1749,0,1636,605,47077,37638,52900,20097,8061,6461,0,0,0,0,31306,0,15623,16291,0,0
14,"EC-Earth3","ssp245","r4i1p1f1","2001_2020",46612,20186,49437,13723,45,2545,23633,0,0,2138,0,2072,2805,49117,34149,51766,30195,10080,5491,0,0,0,0,29710,0,17611,18586,0,0
15,"GFDL-ESM4","ssp245","ensembleMean","2001_2020",41326,19252,45415,11252,25,1623,21678,0,0,2977,0,2730,2552,44900,32999,51430,27435,10371,9140,0,0,0,0,30777,0,19573,20333,0,0
16,"GFDL-ESM4","ssp245","r1i1p1f1","2001_2020",42513,19957,44744,11586,31,1843,22821,0,0,3226,0,2954,2712,44488,32038,51339,28115,11072,9626,0,0,0,0,30877,0,20319,21284,0,0
17,"GFDL-ESM4","ssp245","r2i1p1f1","2001_2020",36169,17072,45347,9472,26,1370,18956,0,0,2849,0,2683,2391,44228,33367,51284,23828,9994,9063,0,0,0,0,30531,0,18939,19568,0,0
18,"GFDL-ESM4","ssp245","r3i1p1f1","2001_2020",42440,19191,46091,12201,19,1568,21605,0,0,2938,0,2615,2403,45582,33412,51784,28351,9762,8669,0,0,0,0,31014,0,19342,20068,0,0
19,"GISS-E2-1-G","ssp245","ensembleMean","2001_2020",46059,20278,46254,13674,16,1970,23673,0,0,3042,0,2719,2944,46205,32865,51717,30904,10782,8503,0,0,0,0,31092,0,19672,20911,0,0
20,"GISS-E2-1-G","ssp245","r1i1p3f1","2001_2020",46143,19848,46301,13738,27,1981,23114,0,0,2965,0,2756,2466,46255,32369,52154,30711,9656,8389,0,0,0,0,31819,0,20067,21310,0,0
21,"GISS-E2-1-G","ssp245","r2i1p3f1","2001_2020",44644,19201,44942,13523,9,1770,22755,0,0,3296,0,2889,2317,44908,32036,52227,29858,9326,9679,0,0,0,0,32110,0,20661,22216,0,0
