"index","GCM","SSP","RUN","PERIOD","Pl","Lw","Fd","Ac","At","Py","Ep","Pj","Sb","Sx","Bb","Bl","Bg","Cw","Dr","Hw","Mb","Pw","Ss","Bc","Ps","Yp","Oc","Ba","Bp","Yc","Hm","Act","Sw"
1,"obs","obs",NA,"1961_1990",23968,10002,34284,5678,7,1084,11336,0,0,1851,0,1786,1071,27605,14480,36924,16022,5470,6125,0,0,0,0,22246,0,16016,20272,0,0
2,"obs","obs",NA,"2001_2020",19456,4759,36759,3450,0,164,6090,0,0,475,0,460,193,26150,13789,40310,11707,1370,1979,0,0,0,0,17724,0,9209,11177,0,0
3,"ACCESS-ESM1-5","ssp245","ensembleMean","2001_2020",11083,2792,38811,2929,0,714,4336,0,0,571,0,569,292,26792,13933,39060,8611,1344,1095,0,0,0,0,17778,0,7777,9500,0,0
4,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2001_2020",4948,833,40617,2267,1,802,2254,0,0,390,0,409,121,25978,13870,36602,5962,992,452,0,0,0,0,19153,0,3585,5957,0,0
5,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2001_2020",3508,688,40921,1946,1,780,1920,0,0,640,0,687,235,26626,13992,35428,4755,1110,325,0,0,0,0,20521,0,3739,6922,0,0
6,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2001_2020",7994,1646,39861,2564,0,751,3142,0,0,513,0,540,134,26228,13830,38242,7370,1007,692,0,0,0,0,17851,0,5664,7074,0,0
7,"CNRM-ESM2-1","ssp245","ensembleMean","2001_2020",23811,8754,35000,4436,0,829,10143,0,0,1133,0,1115,950,27864,14126,38356,15685,4406,3927,0,0,0,0,19128,0,13666,16520,0,0
8,"CNRM-ESM2-1","ssp245","r1i1p1f2","2001_2020",23489,8314,34865,4404,0,749,9704,0,0,1064,0,1046,652,28195,14105,39166,15175,3750,3826,0,0,0,0,19167,0,13438,16256,0,0
9,"CNRM-ESM2-1","ssp245","r2i1p1f2","2001_2020",21361,7618,35601,3782,0,712,9052,0,0,1081,0,1055,672,27768,14127,38331,14153,3323,3647,0,0,0,0,18908,0,13029,15711,0,0
10,"CNRM-ESM2-1","ssp245","r3i1p1f2","2001_2020",24120,8270,34041,4432,0,673,9580,0,0,1077,0,1065,748,28561,14083,39946,15188,3486,4084,0,0,0,0,19238,0,13947,16961,0,0
11,"EC-Earth3","ssp245","ensembleMean","2001_2020",20999,7089,35845,3726,0,664,8462,0,0,796,0,776,556,27955,14036,40037,13464,2588,2520,0,0,0,0,17669,0,12092,14084,0,0
12,"EC-Earth3","ssp245","r15i1p1f1","2001_2020",23768,8392,35189,4142,1,737,9793,0,0,809,0,794,747,28144,14067,39876,15307,3778,2709,0,0,0,0,17620,0,12630,14916,0,0
13,"EC-Earth3","ssp245","r1i1p1f1","2001_2020",13712,3373,37262,3228,0,467,4774,0,0,677,0,680,264,27431,14078,39854,8641,1077,2224,0,0,0,0,19169,0,9975,12288,0,0
14,"EC-Earth3","ssp245","r4i1p1f1","2001_2020",22330,7650,36083,3832,0,824,9254,0,0,815,0,802,839,27570,13802,39274,14558,3916,2018,0,0,0,0,16820,0,11773,13640,0,0
15,"GFDL-ESM4","ssp245","ensembleMean","2001_2020",21582,7681,35563,3783,1,673,9098,0,0,1250,0,1188,788,27728,14170,37818,14328,3768,3899,0,0,0,0,19324,0,13119,16093,0,0
16,"GFDL-ESM4","ssp245","r1i1p1f1","2001_2020",22792,8309,35186,4154,0,806,9764,0,0,1314,0,1266,914,27692,14239,37494,15145,4400,4264,0,0,0,0,19602,0,13672,16948,0,0
17,"GFDL-ESM4","ssp245","r2i1p1f1","2001_2020",18242,6456,36230,3188,0,532,7791,0,0,1265,0,1202,662,27660,13893,37850,12202,2787,3828,0,0,0,0,19664,0,12603,15536,0,0
18,"GFDL-ESM4","ssp245","r3i1p1f1","2001_2020",22031,7635,35463,3928,1,656,9064,0,0,1184,0,1129,754,27642,14166,38272,14489,3652,3596,0,0,0,0,18937,0,12904,15660,0,0
19,"GISS-E2-1-G","ssp245","ensembleMean","2001_2020",24156,8762,35036,4512,0,862,10260,0,0,1152,0,1128,994,27719,14244,38385,15898,4594,3588,0,0,0,0,18662,0,13136,16022,0,0
20,"GISS-E2-1-G","ssp245","r1i1p3f1","2001_2020",24152,8840,34772,4694,0,906,10273,0,0,1179,0,1156,903,27990,14242,39124,15608,4360,3553,0,0,0,0,18869,0,13423,16287,0,0
21,"GISS-E2-1-G","ssp245","r2i1p3f1","2001_2020",24060,8638,34390,4766,0,816,10194,0,0,1253,0,1225,870,28112,14328,38799,15470,4208,4208,0,0,0,0,19520,0,13833,17150,0,0
22,"GISS-E2-1-G","ssp245","r3i1p3f1","2001_2020",23576,8514,35690,3930,0,825,9976,0,0,1017,0,998,900,27428,14146,37766,15799,4390,3170,0,0,0,0,17885,0,12444,14990,0,0
23,"MIROC6","ssp245","ensembleMean","2001_2020",22470,7692,35951,3849,0,726,9194,0,0,838,0,822,590,27372,14083,38684,14895,3536,2726,0,0,0,0,17499,0,11573,13805,0,0
24,"MIROC6","ssp245","r1i1p1f1","2001_2020",23025,7798,35918,3870,1,748,9304,0,0,812,0,796,666,27309,14027,38504,15334,3776,2608,0,0,0,0,17253,0,11614,13722,0,0
25,"MIROC6","ssp245","r2i1p1f1","2001_2020",22743,7880,35825,3794,0,706,9375,0,0,903,0,885,673,27340,14081,38188,15250,3766,2999,0,0,0,0,17712,0,11981,14345,0,0
26,"MPI-ESM1-2-HR","ssp245","ensembleMean","2001_2020",16566,5101,36603,3296,0,692,6514,0,0,1005,0,974,704,27232,14115,37958,10883,2820,3077,0,0,0,0,19283,0,11504,14376,0,0
27,"MPI-ESM1-2-HR","ssp245","r1i1p1f1","2001_2020",13882,3811,37162,3339,1,784,5239,0,0,990,0,956,735,27162,14148,37305,8932,2710,2868,0,0,0,0,20369,0,10226,13794,0,0
28,"MPI-ESM1-2-HR","ssp245","r2i1p1f1","2001_2020",18842,6414,36347,3280,0,618,7769,0,0,986,0,964,648,27284,13995,37933,12706,2950,3182,0,0,0,0,18536,0,12074,14538,0,0
29,"MRI-ESM2-0","ssp245","ensembleMean","2001_2020",21573,7328,35827,3824,0,710,8720,0,0,783,0,775,635,27763,14097,39633,14009,3120,2563,0,0,0,0,17736,0,11887,14030,0,0
30,"MRI-ESM2-0","ssp245","r1i1p1f1","2001_2020",21573,7328,35827,3824,0,710,8720,0,0,783,0,775,635,27763,14097,39633,14009,3120,2563,0,0,0,0,17736,0,11887,14030,0,0
31,"ensembleMean","ssp245","ensembleMean","2001_2020",21840,7662,35892,3790,0,756,9120,0,0,938,0,918,726,27633,14135,38629,14445,3522,2930,0,0,0,0,17959,0,12118,14490,0,0
32,"ACCESS-ESM1-5","ssp245","ensembleMean","2021_2040",6299,450,40527,1692,0,472,1860,0,0,110,0,97,0,23860,13562,39110,6742,488,26,0,0,0,0,15668,0,1559,1820,0,0
33,"ACCESS-ESM1-5","ssp245","r10i1p1f1","2021_2040",10478,968,40092,1778,0,385,2698,0,0,86,0,94,0,22754,13050,38595,7726,436,22,0,0,0,0,13706,0,2709,2751,0,0
34,"ACCESS-ESM1-5","ssp245","r1i1p1f1","2021_2040",5496,414,40794,1715,3,582,1858,0,0,139,0,147,0,23422,13120,38698,6017,613,10,0,0,0,0,15684,0,1253,1386,0,0
35,"ACCESS-ESM1-5","ssp245","r2i1p1f1","2021_2040",4290,369,40782,1580,0,422,1624,0,0,87,0,75,0,23772,13567,38760,6718,424,2,0,0,0,0,15045,0,531,939,0,0
36,"CNRM-ESM2-1","ssp245","ensembleMean","2021_2040",18006,5368,36962,3174,0,464,6848,0,0,338,0,344,145,27636,13942,41111,11876,1054,1208,0,0,0,0,16301,0,9759,10892,0,0
37,"CNRM-ESM2-1","ssp245","r1i1p1f2","2021_2040",10323,2462,39068,2622,0,448,3844,0,0,344,0,362,89,26951,13970,39071,7901,696,806,0,0,0,0,18282,0,6632,8550,0,0
38,"CNRM-ESM2-1","ssp245","r2i1p1f2","2021_2040",20796,7481,36817,3182,0,596,8927,0,0,456,0,462,270,27632,13883,39694,14182,2292,1324,0,0,0,0,15440,0,10652,11725,0,0
39,"CNRM-ESM2-1","ssp245","r3i1p1f2","2021_2040",20322,6294,36047,3480,0,479,7762,0,0,431,0,426,173,27863,13808,40574,13184,1861,2049,0,0,0,0,16829,0,10874,12396,0,0
40,"EC-Earth3","ssp245","ensembleMean","2021_2040",18870,5121,36994,3304,0,437,6603,0,0,178,0,185,56,27419,13814,41904,12132,712,490,0,0,0,0,15204,0,9082,9612,0,0
41,"EC-Earth3","ssp245","r15i1p1f1","2021_2040",16192,4274,36778,3702,0,494,5740,0,0,433,0,432,244,28257,14162,41761,10214,1215,1520,0,0,0,0,18165,0,9516,11654,0,0
42,"EC-Earth3","ssp245","r1i1p1f1","2021_2040",20768,5767,36874,3204,0,328,7247,0,0,129,0,134,36,27695,13785,42108,12947,642,224,0,0,0,0,14139,0,8668,8918,0,0
43,"EC-Earth3","ssp245","r4i1p1f1","2021_2040",12066,1836,38849,2674,0,414,3411,0,0,150,0,154,16,25651,13878,40398,8142,478,508,0,0,0,0,16840,0,6493,7538,0,0
44,"GFDL-ESM4","ssp245","ensembleMean","2021_2040",14915,3304,37596,2988,0,450,4760,0,0,393,0,396,58,26458,13964,40382,9871,841,1395,0,0,0,0,16944,0,8776,10287,0,0
45,"GFDL-ESM4","ssp245","r1i1p1f1","2021_2040",17040,4631,37341,2877,0,496,6194,0,0,407,0,408,66,26927,13927,39926,11638,1008,1274,0,0,0,0,15602,0,9325,10626,0,0
